id,created_by,created_date,updated_by,updated_date,client_annual_salary,client_hourly_rate,client_milage_rate,client_per_diem_rate,client_special_note,is_favourite,is_job_completed,job_accepted_date,job_applied_date,job_completion_date,status,t_sheet_job_id,t_sheet_worker_id,worker_annual_salary,worker_hourly_rate,worker_special_note,worker_tentative_start_date,job_detail_id,worker_id,worker_profile_id,associated_recruiter,intended_party,accepting_party,recruiter_margin,work_progress_percentage
078082d9-27f7-48c4-b000-7f4cd1bbd1bf,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-06-20 09:50:31,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-06-27 08:50:28,110,0,0,0,NULL,_binary '0',_binary '0',NULL,2024-06-20 09:50:31,NULL,OFFER_NEGOTIATION,NULL,NULL,0,0,NULL,NULL,9b09d8e6-ded8-439f-9b14-6e706eb8c6d4,9e11456c-f0f6-48c7-9cbf-6f4447379727,9f5e473a-840c-4c67-9359-cb15e7405c9b,NULL,c8367fc3-d459-4b83-b48b-37521e6d4795,9e11456c-f0f6-48c7-9cbf-6f4447379727,NULL,NULL
07eb26fa-f673-46b5-8031-e1fca214b64c,b91189e3-47b3-44b1-a685-0252e97c7d1c,2024-08-22 08:37:56,159430f6-743d-4d53-b3fb-0a18f95a7f2e,2024-08-22 09:04:31,0,110,111,110,NULL,_binary '0',_binary '0',2024-08-22 09:04:29,2024-08-22 08:37:56,NULL,HIRED,92738546,3813642,0,0,NULL,NULL,eb87cfa9-7775-46f4-adc0-5b49ade2cc25,159430f6-743d-4d53-b3fb-0a18f95a7f2e,e8873c6c-9811-4ee0-81a3-53c936136fd1,NULL,159430f6-743d-4d53-b3fb-0a18f95a7f2e,b91189e3-47b3-44b1-a685-0252e97c7d1c,NULL,NULL
082206fc-2288-4c8b-93c1-975e18bdb10d,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-04-12 07:16:11,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-04-12 07:16:11,0,40,0,989,NULL,_binary '0',_binary '0',NULL,2024-04-12 07:16:11,NULL,OFFER_NEGOTIATION,NULL,NULL,0,0,NULL,NULL,027f3513-ce7a-4d5d-8ff2-335435b19bc0,ea8d9856-029d-4071-8305-def44004aca8,d2ea8245-a80f-4cc1-b2f7-2b60ee86e1a3,NULL,c8367fc3-d459-4b83-b48b-37521e6d4795,ea8d9856-029d-4071-8305-def44004aca8,NULL,NULL
0945d69d-0cbd-4a30-b703-43f61c2b8ccc,b91189e3-47b3-44b1-a685-0252e97c7d1c,2024-07-18 10:53:14,61703f25-0098-4ed7-bc9f-e8f65e8953f8,2024-07-18 10:57:37,1100,0,0,0,NULL,_binary '0',_binary '0',2024-07-18 10:57:37,2024-07-18 10:53:14,NULL,HIRED,NULL,NULL,1100,0,NULL,NULL,f634c684-b269-4831-bbe5-eb9df06fe8f9,67ef48a7-3430-4c29-873e-75cee189c472,12b5ae56-c3dc-491c-854b-b3ea56d4fa2a,61703f25-0098-4ed7-bc9f-e8f65e8953f8,61703f25-0098-4ed7-bc9f-e8f65e8953f8,b91189e3-47b3-44b1-a685-0252e97c7d1c,NULL,NULL
0a6fe130-d9b0-4ddb-a3fc-576c4d97ec60,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-06-11 09:23:42,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-06-11 11:51:05,0,10,10,10,NULL,_binary '0',_binary '0',NULL,2024-06-11 09:23:42,NULL,OFFER_NEGOTIATION,NULL,NULL,0,13.5,NULL,NULL,9f5625af-8059-4d74-aeaa-e8a1afe37f62,c9a92ec3-4ed8-4db2-b186-cb54e9864a29,20118dd4-773f-47c3-b32a-db8efdfe213a,61703f25-0098-4ed7-bc9f-e8f65e8953f8,c8367fc3-d459-4b83-b48b-37521e6d4795,61703f25-0098-4ed7-bc9f-e8f65e8953f8,NULL,NULL
0a8363a2-f01e-4271-b423-182c5df2e6cb,8d250d37-5fe6-4b9c-b0cd-10fc41594c05,2025-04-17 03:46:10,8d250d37-5fe6-4b9c-b0cd-10fc41594c05,2025-04-17 03:46:10,0,0,0,0,NULL,_binary '0',_binary '0',NULL,NULL,NULL,STARTED,NULL,NULL,0,0,NULL,NULL,bf38f173-c63d-451d-81cf-59aef81d4a3e,8d250d37-5fe6-4b9c-b0cd-10fc41594c05,07f0d07f-af45-49b0-813b-fc00852e827b,NULL,NULL,NULL,NULL,NULL
0b01602b-eb15-4944-b43a-c6ab316028ea,b91189e3-47b3-44b1-a685-0252e97c7d1c,2024-08-20 12:15:51,33b084f8-5018-401d-a23e-352419099be5,2024-08-20 12:18:18,0,40,40,50,NULL,_binary '0',_binary '0',NULL,2024-08-20 12:15:51,NULL,OFFER_NEGOTIATION,NULL,NULL,0,40,NULL,NULL,2b54a50d-0c03-4c0a-8fb0-aeb48674b9c2,33b084f8-5018-401d-a23e-352419099be5,66e44dfa-d776-4b7f-92da-7dcaa8b6fa93,NULL,33b084f8-5018-401d-a23e-352419099be5,b91189e3-47b3-44b1-a685-0252e97c7d1c,NULL,NULL
0b0d042d-7e88-4235-957e-e1b1c94f9ac5,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-08-08 06:48:29,61703f25-0098-4ed7-bc9f-e8f65e8953f8,2024-08-08 06:49:20,0,100,200,300,NULL,_binary '0',_binary '0',2024-08-08 06:49:19,2024-08-08 06:48:29,NULL,HIRED,92009600,3869510,0,0,NULL,NULL,6a304b92-d20d-4921-b981-a3f4d4691679,c9a92ec3-4ed8-4db2-b186-cb54e9864a29,20118dd4-773f-47c3-b32a-db8efdfe213a,61703f25-0098-4ed7-bc9f-e8f65e8953f8,61703f25-0098-4ed7-bc9f-e8f65e8953f8,c8367fc3-d459-4b83-b48b-37521e6d4795,NULL,NULL
0e6022d5-d4b6-4871-895e-9199fa7442c3,19430a8c-6324-4105-8fc5-b7973e8f5d7f,2023-08-17 13:06:38,1825fbea-7e33-498e-8cda-2020a840633a,2023-08-17 13:12:53,0,42,0,0,NULL,_binary '0',_binary '0',2023-08-17 13:12:51,2023-08-17 13:06:38,NULL,HIRED,35213336,2540844,0,42,NULL,NULL,ac2c9231-ea56-4931-91ef-0c7d7d2258ec,1825fbea-7e33-498e-8cda-2020a840633a,96cfb70f-852b-467a-bfb2-acbf23b7293c,NULL,1825fbea-7e33-498e-8cda-2020a840633a,19430a8c-6324-4105-8fc5-b7973e8f5d7f,NULL,23.00
0f04744e-ca46-42c9-98bc-89528a86643e,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-02-19 11:59:57,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-02-19 12:27:23,0,10,0,0,NULL,_binary '',_binary '',NULL,2024-02-19 11:59:57,NULL,OFFER_REJECTED,NULL,NULL,0,0,NULL,NULL,b0a9be3f-c9a7-45c3-a263-86490762d5a5,c3dccdbe-114c-4d9c-9a23-d7dd350b6acc,f28169ba-788f-4b02-b39f-009faf157c9d,NULL,c8367fc3-d459-4b83-b48b-37521e6d4795,c3dccdbe-114c-4d9c-9a23-d7dd350b6acc,NULL,0.00
0f04744e-ca46-42c9-98bc-89528a86643f,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-02-19 11:59:57,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-02-19 12:27:23,0,10,0,0,NULL,_binary '',_binary '',NULL,2024-02-19 11:59:57,NULL,OFFER_REJECTED,NULL,NULL,0,0,NULL,NULL,b0a9be3f-c9a7-45c3-a263-86490762d5a5,1825fbea-7e33-498e-8cda-2020a840633a,96cfb70f-852b-467a-bfb2-acbf23b7293c,NULL,c8367fc3-d459-4b83-b48b-37521e6d4795,c3dccdbe-114c-4d9c-9a23-d7dd350b6acc,NULL,0.00
0f04744e-ca46-42c9-98bc-89e28a86643c,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-02-19 11:59:57,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-02-19 12:27:23,0,10,0,0,NULL,_binary '',_binary '',NULL,2024-02-19 11:59:57,NULL,OFFER_REJECTED,NULL,NULL,0,0,NULL,NULL,b0a9be3f-c9a7-45c3-a263-86490762d5a5,a877c83c-637c-4b7b-8e74-6705e8ca084d,efe8a6f2-4a56-4273-97f4-395058b3f422,NULL,c8367fc3-d459-4b83-b48b-37521e6d4795,c3dccdbe-114c-4d9c-9a23-d7dd350b6acc,NULL,0.00
1181235b-1128-4e1b-b73d-a6c0b1d286c8,b91189e3-47b3-44b1-a685-0252e97c7d1c,2024-04-26 06:23:08,89f1e714-f065-42a8-b5fd-6fa395263257,2024-04-26 06:29:12,2500,0,0,0,NULL,_binary '0',_binary '0',2024-04-26 06:29:12,2024-04-26 06:23:08,NULL,HIRED,NULL,NULL,0,0,NULL,NULL,d44e89c6-cced-4c35-96a9-c79783bee301,8a251f2b-92ec-4363-ac52-5e59c5755d05,463cde2e-5f78-4296-ae3d-815ae2229db4,89f1e714-f065-42a8-b5fd-6fa395263257,89f1e714-f065-42a8-b5fd-6fa395263257,b91189e3-47b3-44b1-a685-0252e97c7d1c,NULL,NULL
11b77f19-bbac-4f80-b736-c6340481f15a,3f8eb79e-f046-4317-adee-7b916a3ee09e,2024-04-12 11:00:42,61703f25-0098-4ed7-bc9f-e8f65e8953f8,2024-04-15 11:34:54,0,40,50,1,NULL,_binary '0',_binary '0',2024-04-15 11:34:46,2024-04-12 11:00:42,NULL,HIRED,58186072,2541622,0,0,NULL,NULL,108e604c-0fb6-442c-9c0a-81c199745f6d,67ef48a7-3430-4c29-873e-75cee189c472,12b5ae56-c3dc-491c-854b-b3ea56d4fa2a,61703f25-0098-4ed7-bc9f-e8f65e8953f8,61703f25-0098-4ed7-bc9f-e8f65e8953f8,3f8eb79e-f046-4317-adee-7b916a3ee09e,NULL,NULL
1216998e-516b-479d-8a24-ebc7edcb50b4,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-06-26 05:16:36,57f33b10-c651-47dc-90cd-d106e42d901f,2024-06-26 05:40:33,0,628.6,0,0,NULL,_binary '0',_binary '0',2024-06-26 05:40:33,2024-06-26 05:16:36,NULL,HIRED,NULL,NULL,0,628.6,NULL,NULL,71b3e8cf-717c-45f4-8e34-07df032b5751,57f33b10-c651-47dc-90cd-d106e42d901f,3b7e2e1c-4d6b-4b0a-b5e8-17e8173a325a,NULL,57f33b10-c651-47dc-90cd-d106e42d901f,c8367fc3-d459-4b83-b48b-37521e6d4795,NULL,NULL
122071e0-95bb-49ff-a7b8-223ab053c7b8,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-06-19 10:56:36,9e11456c-f0f6-48c7-9cbf-6f4447379727,2024-06-19 11:20:31,0,100,100,100,NULL,_binary '0',_binary '0',2024-06-19 11:20:28,2024-06-19 10:56:36,NULL,HIRED,74080990,2062698,0,0,NULL,NULL,d4d8a0fe-0557-4d2f-a386-b2e919571e4c,9e11456c-f0f6-48c7-9cbf-6f4447379727,9f5e473a-840c-4c67-9359-cb15e7405c9b,NULL,9e11456c-f0f6-48c7-9cbf-6f4447379727,c8367fc3-d459-4b83-b48b-37521e6d4795,NULL,NULL
14e989ed-746d-4e17-9f69-410a86d30605,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-02-21 05:28:03,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-02-21 05:29:20,50000,0,0,0,NULL,_binary '0',_binary '0',NULL,2024-02-21 05:28:03,NULL,OFFER_APPROVED,NULL,NULL,50000,0,NULL,NULL,c33e547a-b10d-4f53-848b-ccaed693383b,1ec5afe3-043f-45dd-8f4c-7a84d55db398,885f9677-e48d-444a-bff6-4dc9e36dae00,NULL,c8367fc3-d459-4b83-b48b-37521e6d4795,1ec5afe3-043f-45dd-8f4c-7a84d55db398,NULL,NULL
15b546a8-71b7-4be7-923a-07f8b6fd007c,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-06-13 08:49:06,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-06-14 04:08:12,0,110,20,20,NULL,_binary '0',_binary '0',NULL,2024-06-13 08:49:06,NULL,OFFER_NEGOTIATION,NULL,NULL,0,0,NULL,NULL,d4d8a0fe-0557-4d2f-a386-b2e919571e4c,54fea194-4220-40ff-83dd-00c5a946dc25,cf31e465-381d-4591-b244-0a2bb5bce5c7,NULL,c8367fc3-d459-4b83-b48b-37521e6d4795,54fea194-4220-40ff-83dd-00c5a946dc25,NULL,NULL
169c2caf-1aa9-4d88-803e-6a0a933d5382,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-04-26 04:56:30,89f1e714-f065-42a8-b5fd-6fa395263257,2024-04-26 05:12:52,2500,0,0,0,NULL,_binary '0',_binary '0',2024-04-26 05:12:52,2024-04-26 04:56:30,NULL,HIRED,NULL,NULL,0,0,NULL,NULL,213ad7ab-fc36-4573-912b-d33a2e1cedcc,8a251f2b-92ec-4363-ac52-5e59c5755d05,463cde2e-5f78-4296-ae3d-815ae2229db4,89f1e714-f065-42a8-b5fd-6fa395263257,89f1e714-f065-42a8-b5fd-6fa395263257,c8367fc3-d459-4b83-b48b-37521e6d4795,NULL,NULL
1728d338-9ffa-49d1-91c9-b8a865e5db28,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-06-14 05:21:22,61703f25-0098-4ed7-bc9f-e8f65e8953f8,2024-06-14 05:45:00,0,5882,50,40,NULL,_binary '0',_binary '0',2024-06-14 05:44:54,2024-06-14 05:21:22,NULL,HIRED,75486858,3869510,0,5882,NULL,NULL,6df1fcf4-c878-4e2a-86f0-67d88b657b38,c9a92ec3-4ed8-4db2-b186-cb54e9864a29,20118dd4-773f-47c3-b32a-db8efdfe213a,61703f25-0098-4ed7-bc9f-e8f65e8953f8,61703f25-0098-4ed7-bc9f-e8f65e8953f8,c8367fc3-d459-4b83-b48b-37521e6d4795,NULL,NULL
1a095a53-19c9-42d3-a1a0-e41a4c5ffe52,b91189e3-47b3-44b1-a685-0252e97c7d1c,2024-05-06 04:13:07,c9a92ec3-4ed8-4db2-b186-cb54e9864a29,2024-05-06 04:26:51,47000,0,0,0,NULL,_binary '0',_binary '0',2024-05-06 04:26:51,2024-05-06 04:13:07,NULL,HIRED,NULL,NULL,47000,0,NULL,NULL,01e0db0c-c0df-43a1-86e2-5fecf418829f,c9a92ec3-4ed8-4db2-b186-cb54e9864a29,20118dd4-773f-47c3-b32a-db8efdfe213a,61703f25-0098-4ed7-bc9f-e8f65e8953f8,c9a92ec3-4ed8-4db2-b186-cb54e9864a29,b91189e3-47b3-44b1-a685-0252e97c7d1c,NULL,NULL
1a85b729-c86f-4a52-a338-fd0496080113,b91189e3-47b3-44b1-a685-0252e97c7d1c,2024-07-10 06:30:03,ea8d9856-029d-4071-8305-def44004aca8,2024-07-10 06:31:43,0,102.7,300,20,NULL,_binary '0',_binary '0',2024-07-10 06:31:41,2024-07-10 06:30:03,NULL,HIRED,89460374,2660742,0,102.7,NULL,NULL,0b587c31-f62f-4039-b90e-add74622015f,ea8d9856-029d-4071-8305-def44004aca8,d2ea8245-a80f-4cc1-b2f7-2b60ee86e1a3,NULL,ea8d9856-029d-4071-8305-def44004aca8,b91189e3-47b3-44b1-a685-0252e97c7d1c,NULL,1.00
1c7c47fa-c072-424f-a761-9a058bffcf43,c8367fc3-d459-4b83-b48b-37521e6d4795,2023-08-04 14:07:29,c8367fc3-d459-4b83-b48b-37521e6d4795,2023-08-04 14:09:27,1000,0,0,0,NULL,_binary '0',_binary '0',NULL,2023-08-04 14:07:29,NULL,TERMINATED,NULL,NULL,0,0,NULL,NULL,3292cfb9-6fe7-4a65-b387-0e9eeff69fac,f60a410a-90b9-496e-a2bd-98a380918b68,b2f1a553-fa5a-49de-a0c0-cd4d41a3605e,476dee15-d552-4120-b525-30cb64f97eee,c8367fc3-d459-4b83-b48b-37521e6d4795,476dee15-d552-4120-b525-30cb64f97eee,NULL,0.00
1d4c592c-a8cc-4899-857e-734a03fbebca,b91189e3-47b3-44b1-a685-0252e97c7d1c,2024-07-08 05:00:14,ea8d9856-029d-4071-8305-def44004aca8,2024-07-08 07:16:24,0,10,0,0,NULL,_binary '0',_binary '0',2024-07-08 07:16:23,2024-07-08 05:00:14,NULL,HIRED,88289316,2660742,0,0,NULL,NULL,129f7476-471d-408a-9567-3eb428e55cfd,ea8d9856-029d-4071-8305-def44004aca8,d2ea8245-a80f-4cc1-b2f7-2b60ee86e1a3,NULL,ea8d9856-029d-4071-8305-def44004aca8,b91189e3-47b3-44b1-a685-0252e97c7d1c,NULL,NULL
207f64fd-a4b3-4a9d-b767-6653ab1a814a,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-08-20 00:05:28,33b084f8-5018-401d-a23e-352419099be5,2024-08-20 01:12:30,0,110,110,110,NULL,_binary '0',_binary '0',NULL,2024-08-20 00:05:28,NULL,OFFER_NEGOTIATION,NULL,NULL,0,0,NULL,NULL,67bd3bbe-0a5f-4667-ac3e-0cca69863c8f,33b084f8-5018-401d-a23e-352419099be5,66e44dfa-d776-4b7f-92da-7dcaa8b6fa93,NULL,33b084f8-5018-401d-a23e-352419099be5,c8367fc3-d459-4b83-b48b-37521e6d4795,NULL,NULL
22213872-5882-4fb3-b232-ee9efe63b6e5,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-02-12 10:59:00,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-02-12 10:59:00,0,5,0,6,NULL,_binary '0',_binary '0',NULL,2024-02-12 10:59:00,NULL,OFFER_NEGOTIATION,NULL,NULL,0,0,NULL,NULL,56515048-7cab-4b45-a8b3-dfd627d5d2fb,54fea194-4220-40ff-83dd-00c5a946dc25,cf31e465-381d-4591-b244-0a2bb5bce5c7,NULL,c8367fc3-d459-4b83-b48b-37521e6d4795,54fea194-4220-40ff-83dd-00c5a946dc25,NULL,NULL
229652eb-82e9-47a7-a270-7018ce13a1b0,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-07-05 09:39:59,225f0fcb-938d-4cb2-a61f-02565cd25cd0,2024-07-05 10:17:16,0,11140,1110,1440,NULL,_binary '0',_binary '0',NULL,2024-07-05 09:39:59,NULL,OFFER_REJECTED,NULL,NULL,0,628.6,NULL,NULL,71b3e8cf-717c-45f4-8e34-07df032b5751,225f0fcb-938d-4cb2-a61f-02565cd25cd0,2b7acc47-358f-4adf-8693-2c179b531133,NULL,225f0fcb-938d-4cb2-a61f-02565cd25cd0,c8367fc3-d459-4b83-b48b-37521e6d4795,NULL,NULL
23963350-4289-4f2b-ab7d-6cd183ff8b57,b91189e3-47b3-44b1-a685-0252e97c7d1c,2024-08-23 09:41:51,b91189e3-47b3-44b1-a685-0252e97c7d1c,2024-08-27 10:52:58,0,100,0,0,NULL,_binary '0',_binary '0',NULL,2024-08-23 09:41:51,NULL,DECLINED,NULL,NULL,0,0,NULL,NULL,4e4f3ece-a631-4fae-a2ca-83b0723283eb,c0034241-97a3-4d0b-9e28-2749df940e97,e1e79a2e-481f-4f46-b8c8-2dbc6b3307c1,NULL,b91189e3-47b3-44b1-a685-0252e97c7d1c,c0034241-97a3-4d0b-9e28-2749df940e97,NULL,NULL
24704c72-12d4-4289-a057-228c8f6498a2,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-07-18 09:59:54,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-07-18 09:59:54,10,0,0,0,NULL,_binary '0',_binary '0',NULL,2024-07-18 09:59:54,NULL,OFFER_NEGOTIATION,NULL,NULL,0,0,NULL,NULL,c33e547a-b10d-4f53-848b-ccaed693383b,67ef48a7-3430-4c29-873e-75cee189c472,12b5ae56-c3dc-491c-854b-b3ea56d4fa2a,61703f25-0098-4ed7-bc9f-e8f65e8953f8,c8367fc3-d459-4b83-b48b-37521e6d4795,61703f25-0098-4ed7-bc9f-e8f65e8953f8,NULL,NULL
248d49f2-ae12-4b37-9fb7-2d7de71a2b26,f0ff98fb-1811-4940-8054-c8b127ad6554,2023-11-09 06:21:24,54fea194-4220-40ff-83dd-00c5a946dc25,2023-11-16 03:48:37,0,572,500,50,NULL,_binary '0',_binary '0',2023-11-16 03:46:23,2023-11-09 06:21:24,NULL,HIRED,36050980,2062698,0,572,NULL,NULL,b50ec2f7-4d4c-45c0-877c-059f4b34a15c,9e11456c-f0f6-48c7-9cbf-6f4447379727,9f5e473a-840c-4c67-9359-cb15e7405c9b,NULL,54fea194-4220-40ff-83dd-00c5a946dc25,f0ff98fb-1811-4940-8054-c8b127ad6554,NULL,1.00
261aa030-ed40-4eb1-848f-9f2c25fbf428,9e11456c-f0f6-48c7-9cbf-6f4447379727,2022-02-16 08:13:53,9e11456c-f0f6-48c7-9cbf-6f4447379727,2022-02-16 08:14:10,0,0,0,0,NULL,_binary '0',_binary '0',NULL,2022-02-16 08:14:10,NULL,APPLIED,NULL,NULL,0,10,NULL,2022-02-16 18:30:00,01bf8a5b-33ee-4997-a73c-a79a76131058,9e11456c-f0f6-48c7-9cbf-6f4447379727,9f5e473a-840c-4c67-9359-cb15e7405c9b,NULL,NULL,NULL,NULL,0.00
