id,worker_id,recruiter_id,created_date,updated_date,created_by,updated_by
a48b6dd2-a9f3-440b-8dd9-4dedc4ab5677,bde72465-7dc6-42f9-91f1-85e3068471fe,90dfd38a-26c0-4af5-9b00-72e614d11753,2023-06-20 05:42:03,2023-06-20 05:42:03,90dfd38a-26c0-4af5-9b00-72e614d11753,90dfd38a-26c0-4af5-9b00-72e614d11753
a5831d4e-4fee-4839-971a-cf2d2ed7f627,b1bdfb9b-339d-439e-bfa0-b985fcbe92c1,90dfd38a-26c0-4af5-9b00-72e614d11753,2023-06-19 11:43:38,2023-06-19 11:43:38,90dfd38a-26c0-4af5-9b00-72e614d11753,90dfd38a-26c0-4af5-9b00-72e614d11753
a7155757-cb5d-42a3-9318-ab1fed1f1283,0e76c014-4f8f-42a4-9533-cbe04e61429c,90dfd38a-26c0-4af5-9b00-72e614d11753,2023-06-19 08:33:38,2023-06-19 08:33:38,90dfd38a-26c0-4af5-9b00-72e614d11753,90dfd38a-26c0-4af5-9b00-72e614d11753
a9f62e73-a67e-4d9b-aafa-df6fcd039f65,f60a410a-90b9-496e-a2bd-98a380918b68,476dee15-d552-4120-b525-30cb64f97eee,2023-06-29 10:39:52,2023-06-29 10:39:52,476dee15-d552-4120-b525-30cb64f97eee,476dee15-d552-4120-b525-30cb64f97eee
ac69a9eb-d656-48aa-842a-c3d65a7d7598,826912e7-a317-4fb8-91ce-6835a9373be3,61703f25-0098-4ed7-bc9f-e8f65e8953f8,2024-08-23 08:46:45,2024-08-23 08:46:45,61703f25-0098-4ed7-bc9f-e8f65e8953f8,61703f25-0098-4ed7-bc9f-e8f65e8953f8
ace3b98a-9028-4a19-8197-ddfc64d575d4,e3ba1904-38ab-4c48-a4cb-04d3ec3b1475,90dfd38a-26c0-4af5-9b00-72e614d11753,2023-06-21 10:10:09,2023-06-21 10:10:09,90dfd38a-26c0-4af5-9b00-72e614d11753,90dfd38a-26c0-4af5-9b00-72e614d11753
ad104e28-cc98-4309-818a-859c342f19c9,a64eb8b9-796b-462f-a980-0f2ab17dc25a,90dfd38a-26c0-4af5-9b00-72e614d11753,2023-06-20 06:12:40,2023-06-20 06:12:40,90dfd38a-26c0-4af5-9b00-72e614d11753,90dfd38a-26c0-4af5-9b00-72e614d11753
ae49ab83-aff8-4bac-bc63-43f3d553bbc2,21883b9f-8c91-40e1-8a89-d6675c30d271,90dfd38a-26c0-4af5-9b00-72e614d11753,2023-06-19 10:19:46,2023-06-19 10:19:46,90dfd38a-26c0-4af5-9b00-72e614d11753,90dfd38a-26c0-4af5-9b00-72e614d11753
b24d1594-0afc-4ed6-a92f-71eaa29bc27d,63c845f6-3177-4f72-a923-86f7726863fd,01,2023-06-20 07:19:41,2023-06-20 07:19:41,01,01
b257cdb6-708a-46a4-ab81-23e4376d03b1,841c9493-e838-4a15-abd9-0a2353e083b6,01,2023-06-20 09:17:14,2023-06-20 09:17:14,01,01
b91f523b-7094-4a48-aae4-4d4f8d2489d1,76c8a083-2aff-47cf-9db8-2125a8520f9a,90dfd38a-26c0-4af5-9b00-72e614d11753,2023-06-19 13:23:54,2023-06-19 13:23:54,90dfd38a-26c0-4af5-9b00-72e614d11753,90dfd38a-26c0-4af5-9b00-72e614d11753
b9bae3bd-f836-48ad-82fd-f7f5573cd003,463758d9-7c7e-4830-b9b8-aa2c25e7b733,90dfd38a-26c0-4af5-9b00-72e614d11753,2023-06-19 11:20:24,2023-06-19 11:20:24,90dfd38a-26c0-4af5-9b00-72e614d11753,90dfd38a-26c0-4af5-9b00-72e614d11753
be4d44b0-a87a-46ef-814b-e9cd4667748d,9dd3089f-33ce-4750-ab7c-e4ce091e36e7,90dfd38a-26c0-4af5-9b00-72e614d11753,2023-06-19 11:22:05,2023-06-19 11:22:05,90dfd38a-26c0-4af5-9b00-72e614d11753,90dfd38a-26c0-4af5-9b00-72e614d11753
c01083d9-0382-41ff-bf72-ee3216869d65,576d1b54-46b2-4e89-a5c0-ca78d44ca238,476dee15-d552-4120-b525-30cb64f97eee,2024-07-02 03:41:04,2024-07-02 03:41:04,476dee15-d552-4120-b525-30cb64f97eee,476dee15-d552-4120-b525-30cb64f97eee
c0ea53eb-89d8-4d25-b02e-3f7cc8229ef3,4d1a2081-7e93-495a-a028-5fe347634c7d,90dfd38a-26c0-4af5-9b00-72e614d11753,2023-06-20 09:43:21,2023-06-20 09:43:21,90dfd38a-26c0-4af5-9b00-72e614d11753,90dfd38a-26c0-4af5-9b00-72e614d11753
c2528d13-0a16-4114-b12a-8fe09d8922ab,2627cdcd-97e4-4cba-86b5-c5f497eab629,90dfd38a-26c0-4af5-9b00-72e614d11753,2023-06-23 09:14:13,2023-06-23 09:14:13,90dfd38a-26c0-4af5-9b00-72e614d11753,90dfd38a-26c0-4af5-9b00-72e614d11753
c58543f0-9431-4375-a1ea-dcc362d242b1,0e356ee3-86ca-427e-a5e7-4da7ae336123,61703f25-0098-4ed7-bc9f-e8f65e8953f8,2024-06-27 06:42:57,2024-06-27 06:42:57,61703f25-0098-4ed7-bc9f-e8f65e8953f8,61703f25-0098-4ed7-bc9f-e8f65e8953f8
c64b2844-633b-485d-a52c-2aedd6b19dc4,f4b6fe09-d676-4a34-94aa-1e4a15da6fdc,90dfd38a-26c0-4af5-9b00-72e614d11753,2023-06-19 08:47:36,2023-06-19 08:47:36,90dfd38a-26c0-4af5-9b00-72e614d11753,90dfd38a-26c0-4af5-9b00-72e614d11753
c6a01578-7f52-41b4-8120-f07a132c70e2,3eea92fd-501e-4c1c-8699-886ebb101a94,90dfd38a-26c0-4af5-9b00-72e614d11753,2023-06-23 11:00:07,2023-06-23 11:00:07,90dfd38a-26c0-4af5-9b00-72e614d11753,90dfd38a-26c0-4af5-9b00-72e614d11753
c86a3402-83a0-421f-b75a-93c82fdf024f,4fb1cb30-798c-4bd6-ab14-17d666e1a783,90dfd38a-26c0-4af5-9b00-72e614d11753,2023-06-19 10:44:19,2023-06-19 10:44:19,90dfd38a-26c0-4af5-9b00-72e614d11753,90dfd38a-26c0-4af5-9b00-72e614d11753
cbe3c7bf-258e-49f4-8248-ab574a38a535,f0433b89-d3bd-4124-abe0-99b7ab463faa,476dee15-d552-4120-b525-30cb64f97eee,2024-07-05 05:19:23,2024-07-05 05:19:23,476dee15-d552-4120-b525-30cb64f97eee,476dee15-d552-4120-b525-30cb64f97eee
cea7433c-b65e-4b0b-9c87-88d21321e828,a11250bd-7b70-421d-8001-2783ae6b9fb7,90dfd38a-26c0-4af5-9b00-72e614d11753,2023-06-19 08:56:55,2023-06-19 08:56:55,90dfd38a-26c0-4af5-9b00-72e614d11753,90dfd38a-26c0-4af5-9b00-72e614d11753
cee9ab17-ae75-4c43-98f1-f450d6ca3435,5d9eb1e1-d462-4d81-9ba8-1460b03cc2d9,61703f25-0098-4ed7-bc9f-e8f65e8953f8,2024-07-01 23:54:22,2024-07-01 23:54:22,61703f25-0098-4ed7-bc9f-e8f65e8953f8,61703f25-0098-4ed7-bc9f-e8f65e8953f8
d39e5347-c5b7-47d7-9f11-ea972f0c117b,63a18d0e-23ce-454c-be47-31758e7360db,90dfd38a-26c0-4af5-9b00-72e614d11753,2023-06-19 05:52:30,2023-06-19 05:52:30,90dfd38a-26c0-4af5-9b00-72e614d11753,90dfd38a-26c0-4af5-9b00-72e614d11753
d802d7db-f2c9-499a-8135-7b128124764d,c9a92ec3-4ed8-4db2-b186-cb54e9864a29,61703f25-0098-4ed7-bc9f-e8f65e8953f8,2024-04-12 04:52:59,2024-04-12 04:52:59,61703f25-0098-4ed7-bc9f-e8f65e8953f8,61703f25-0098-4ed7-bc9f-e8f65e8953f8
dee1de13-e5b9-4763-8513-6ec4fb4b8804,e58ee8c6-da9c-45f4-81b1-330870062c73,01,2023-06-20 07:10:22,2023-06-20 07:10:22,01,01
e05991d9-4c51-4693-8e9a-43f6e10cdda0,803ae529-b84c-47fc-ac7e-4e5ee0d7328f,90dfd38a-26c0-4af5-9b00-72e614d11753,2023-06-20 06:07:01,2023-06-20 06:07:01,90dfd38a-26c0-4af5-9b00-72e614d11753,90dfd38a-26c0-4af5-9b00-72e614d11753
e668319f-9366-411c-a2fd-b2c5e8979d30,344d754c-6cc2-4d68-bf79-2082e608d2f4,90dfd38a-26c0-4af5-9b00-72e614d11753,2023-06-19 10:48:41,2023-06-19 10:48:41,90dfd38a-26c0-4af5-9b00-72e614d11753,90dfd38a-26c0-4af5-9b00-72e614d11753
ea8c094e-dfec-4ecf-85d4-6ba1347bd8b1,24bccd07-e5db-4d55-8d52-eb60defe09f6,61703f25-0098-4ed7-bc9f-e8f65e8953f8,2024-04-16 09:30:39,2024-04-16 09:30:39,61703f25-0098-4ed7-bc9f-e8f65e8953f8,61703f25-0098-4ed7-bc9f-e8f65e8953f8
ee7a2051-b5a1-4d00-bc3b-0a235f6d1418,cc168fcf-1075-46cf-bdb0-68d9f701e789,90dfd38a-26c0-4af5-9b00-72e614d11753,2023-06-19 13:42:57,2023-06-19 13:42:57,90dfd38a-26c0-4af5-9b00-72e614d11753,90dfd38a-26c0-4af5-9b00-72e614d11753
ee96b5c0-690a-435d-92dc-4afe1d996fdb,b419b4d5-3573-460a-bea0-4db21f8e565d,90dfd38a-26c0-4af5-9b00-72e614d11753,2023-06-19 09:50:12,2023-06-19 09:50:12,90dfd38a-26c0-4af5-9b00-72e614d11753,90dfd38a-26c0-4af5-9b00-72e614d11753
f2dacd47-3127-499d-8e72-523d46c092c0,69d57426-fa6a-4047-8f7e-7be94ad8b914,90dfd38a-26c0-4af5-9b00-72e614d11753,2023-06-21 08:59:27,2023-06-21 08:59:27,90dfd38a-26c0-4af5-9b00-72e614d11753,90dfd38a-26c0-4af5-9b00-72e614d11753
f34a04bd-14ad-4bbb-aad7-fe3a51ab19c4,88fc6bfb-75e5-4127-93fc-33d3272145c4,90dfd38a-26c0-4af5-9b00-72e614d11753,2023-06-19 09:58:55,2023-06-19 09:58:55,90dfd38a-26c0-4af5-9b00-72e614d11753,90dfd38a-26c0-4af5-9b00-72e614d11753
f3c5b952-121f-4a3c-9164-04f925e3cef1,616f3e11-2d3c-4d37-b824-959d521eefae,01,2023-06-20 09:13:06,2023-06-20 09:13:06,01,01
f5644cef-5e5d-4ece-a68f-68caa1ec39bb,2d6a742d-88d1-463c-a891-1bef88064bde,90dfd38a-26c0-4af5-9b00-72e614d11753,2023-06-20 05:16:36,2023-06-20 05:16:36,90dfd38a-26c0-4af5-9b00-72e614d11753,90dfd38a-26c0-4af5-9b00-72e614d11753
f9fe2864-b609-44b7-9af2-90907222a09b,e71f2203-3ae0-4909-b1ab-7e3469204ef5,61703f25-0098-4ed7-bc9f-e8f65e8953f8,2024-07-03 09:24:05,2024-07-03 09:24:05,61703f25-0098-4ed7-bc9f-e8f65e8953f8,61703f25-0098-4ed7-bc9f-e8f65e8953f8
