id,work_title,work_date,work_description,worker_id,job_id,created_date,updated_date,created_by,updated_by
327bc6ff-27ba-47a0-b73c-35997729a756,This work is created by HSZ,2024-01-08 18:30:00,This work is created by HSZ,9e11456c-f0f6-48c7-9cbf-6f4447379727,cda6e278-cd10-4c67-9e0b-92918d96ea4e,2024-01-09 11:34:56,2024-01-09 11:34:56,9e11456c-f0f6-48c7-9cbf-6f4447379727,9e11456c-f0f6-48c7-9cbf-6f4447379727
3a13bcfd-fae9-4bd1-8ca5-326669826117,Day 2,2023-11-07 18:30:00,Day 2 Work,54fea194-4220-40ff-83dd-00c5a946dc25,b1eabe48-ae2c-4a9c-bed7-8a5e65bf6887,2023-11-06 10:44:53,2023-11-06 10:44:53,54fea194-4220-40ff-83dd-00c5a946dc25,54fea194-4220-40ff-83dd-00c5a946dc25
3b83ed98-f0b0-4b8d-b4ab-4435b0fd49b4,Day 3 Work,2023-08-21 18:30:00,,54fea194-4220-40ff-83dd-00c5a946dc25,b1eabe48-ae2c-4a9c-bed7-8a5e65bf6887,2023-11-23 01:30:12,2023-11-23 01:30:12,54fea194-4220-40ff-83dd-00c5a946dc25,54fea194-4220-40ff-83dd-00c5a946dc25
3bef8651-ffc9-4c99-bda8-23f2d88332ec,Login,2024-01-24 18:30:00,,9e11456c-f0f6-48c7-9cbf-6f4447379727,b50ec2f7-4d4c-45c0-877c-059f4b34a15c,2024-01-25 09:50:47,2024-01-25 09:54:54,9e11456c-f0f6-48c7-9cbf-6f4447379727,9e11456c-f0f6-48c7-9cbf-6f4447379727
3ddb4f7d-999b-432e-8e1b-23eec992654e,Payment,2024-07-01 00:00:00,"The standard Lorem Ipsum passage, used since the 1500sn""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum",c9a92ec3-4ed8-4db2-b186-cb54e9864a29,86d1a2c9-ffe6-41ac-8ad8-943ddebd33c5,2024-07-01 04:11:56,2024-07-01 04:11:56,c9a92ec3-4ed8-4db2-b186-cb54e9864a29,c9a92ec3-4ed8-4db2-b186-cb54e9864a29
3e2e77d8-60d7-47ad-9d3d-3fe542c53909,Day1,2024-02-23 00:00:00,"Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop p",1ec5afe3-043f-45dd-8f4c-7a84d55db398,ac88791d-6ff2-4b13-921e-81d0bf5865cd,2024-02-23 05:26:12,2024-02-23 05:26:12,1ec5afe3-043f-45dd-8f4c-7a84d55db398,1ec5afe3-043f-45dd-8f4c-7a84d55db398
3ec2d115-9ebf-49c1-9075-3a9d4f0dcb6c,Test Title,2024-02-22 00:00:00,,1ec5afe3-043f-45dd-8f4c-7a84d55db398,38882b02-4ba2-41af-9d23-4a9eed70d932,2024-02-22 10:00:14,2024-02-22 10:02:59,1ec5afe3-043f-45dd-8f4c-7a84d55db398,1ec5afe3-043f-45dd-8f4c-7a84d55db398
3f62b73c-8419-424e-babe-004229e2d0e4,update1,2023-07-22 12:12:12,big Job,54fea194-4220-40ff-83dd-00c5a946dc25,b1eabe48-ae2c-4a9c-bed7-8a5e65bf6887,2023-11-06 03:39:52,2023-11-06 03:39:52,54fea194-4220-40ff-83dd-00c5a946dc25,54fea194-4220-40ff-83dd-00c5a946dc25
453540c3-2d7a-4bd2-9c4a-4611252b7738,This work is created by HSZ,2023-10-23 18:30:00,asdsa dsads,9e11456c-f0f6-48c7-9cbf-6f4447379727,9b9b5143-a0ed-444c-9280-bc564df43998,2023-10-25 12:43:49,2023-10-25 12:43:49,9e11456c-f0f6-48c7-9cbf-6f4447379727,9e11456c-f0f6-48c7-9cbf-6f4447379727
453540c3-2d7a-4bd2-9c4a-4611252b7739,This also work is created by HSZ,2023-10-24 18:30:00,asdsa dsads,9e11456c-f0f6-48c7-9cbf-6f4447379727,9b9b5143-a0ed-444c-9280-bc564df43998,2023-10-26 12:43:49,2023-10-31 05:03:52,9e11456c-f0f6-48c7-9cbf-6f4447379727,9e11456c-f0f6-48c7-9cbf-6f4447379727
453540c3-2d7a-4bd2-9c4a-4611252b7740,This too work is created by HSZ,2023-10-24 18:30:00,asdsa dsads,54fea194-4220-40ff-83dd-00c5a946dc25,9b9b5143-a0ed-444c-9280-bc564df43998,2023-10-26 12:43:49,2023-10-26 12:43:49,54fea194-4220-40ff-83dd-00c5a946dc25,54fea194-4220-40ff-83dd-00c5a946dc25
4812fa02-6f16-4bb6-a090-e284ae77a978,aqsww,2024-06-29 00:00:00,test,9e11456c-f0f6-48c7-9cbf-6f4447379727,d839f045-c281-4f90-8523-e28889d32283,2024-06-29 04:15:37,2024-06-29 04:15:37,9e11456c-f0f6-48c7-9cbf-6f4447379727,9e11456c-f0f6-48c7-9cbf-6f4447379727
49e61776-0ce7-46bc-94db-65d26e7f9743,Day2,2024-04-24 00:00:00,,c9a92ec3-4ed8-4db2-b186-cb54e9864a29,86d1a2c9-ffe6-41ac-8ad8-943ddebd33c5,2024-04-24 10:02:32,2024-04-24 10:02:32,c9a92ec3-4ed8-4db2-b186-cb54e9864a29,c9a92ec3-4ed8-4db2-b186-cb54e9864a29
4c8ec6c9-f3b2-4568-a7f5-ebdae0fd455d,Day1,2024-02-20 18:30:00,,1ec5afe3-043f-45dd-8f4c-7a84d55db398,38882b02-4ba2-41af-9d23-4a9eed70d932,2024-02-21 07:09:06,2024-02-21 07:09:06,1ec5afe3-043f-45dd-8f4c-7a84d55db398,1ec5afe3-043f-45dd-8f4c-7a84d55db398
57acb1d6-12c9-4291-b747-bbcd408fe3e6,Day4,2024-05-09 00:00:00,,c9a92ec3-4ed8-4db2-b186-cb54e9864a29,47c95842-c435-4dd6-9ac6-9b3abb67893b,2024-05-09 07:02:33,2024-05-09 07:02:33,c9a92ec3-4ed8-4db2-b186-cb54e9864a29,c9a92ec3-4ed8-4db2-b186-cb54e9864a29
6272e154-4e01-4c4f-b0cb-aa1aced4a780,Registration,2024-04-12 00:00:00,"The standard Lorem Ipsum passage, used since the 1500sn""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum",c9a92ec3-4ed8-4db2-b186-cb54e9864a29,86d1a2c9-ffe6-41ac-8ad8-943ddebd33c5,2024-04-12 05:40:14,2024-04-12 05:40:14,c9a92ec3-4ed8-4db2-b186-cb54e9864a29,c9a92ec3-4ed8-4db2-b186-cb54e9864a29
6c4e1472-3ca1-4f72-914d-512a0fc2b59b,This work is created by HSZ,2024-03-05 00:00:00,This work is created by HSZ,1ec5afe3-043f-45dd-8f4c-7a84d55db398,7f41cf2b-af89-469a-8112-96327089c374,2024-03-05 09:09:34,2024-03-05 09:09:34,1ec5afe3-043f-45dd-8f4c-7a84d55db398,1ec5afe3-043f-45dd-8f4c-7a84d55db398
6efbfe8f-7371-449d-b463-b95394b080fe,Day2,2024-05-07 00:00:00,,c9a92ec3-4ed8-4db2-b186-cb54e9864a29,47c95842-c435-4dd6-9ac6-9b3abb67893b,2024-05-09 07:01:19,2024-05-09 07:01:19,c9a92ec3-4ed8-4db2-b186-cb54e9864a29,c9a92ec3-4ed8-4db2-b186-cb54e9864a29
6efd17fc-8150-4dbd-8f5c-cf7d7bfc455c,Day1,2024-02-23 00:00:00,,1ec5afe3-043f-45dd-8f4c-7a84d55db398,7f41cf2b-af89-469a-8112-96327089c374,2024-02-23 05:34:22,2024-02-23 05:34:22,1ec5afe3-043f-45dd-8f4c-7a84d55db398,1ec5afe3-043f-45dd-8f4c-7a84d55db398
710f6247-3fe5-4228-a0df-7a889f554f5c,Login,2024-04-25 00:00:00,"The standard Lorem Ipsum passage, used since the 1500sn""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum",0c36a187-4358-49d8-96da-a03c74687490,4b5c6505-7179-4192-9053-0c594c857d21,2024-04-25 11:57:35,2024-04-25 11:57:35,0c36a187-4358-49d8-96da-a03c74687490,0c36a187-4358-49d8-96da-a03c74687490
743cc5b1-d429-4dcc-a0d0-55f317a25d06,Day1,2024-07-12 00:00:00,,ea8d9856-029d-4071-8305-def44004aca8,eed2b870-efd3-4d93-aa1f-aa50cccd4f20,2024-07-12 10:44:24,2024-07-12 10:44:24,ea8d9856-029d-4071-8305-def44004aca8,ea8d9856-029d-4071-8305-def44004aca8
80683c04-bcea-4327-b7a8-5fd9e1346403,Day1,2024-02-20 18:30:00,,9e11456c-f0f6-48c7-9cbf-6f4447379727,799c84c5-281b-4021-999a-219b5fc71b1c,2024-02-21 09:17:57,2024-02-21 09:17:57,9e11456c-f0f6-48c7-9cbf-6f4447379727,9e11456c-f0f6-48c7-9cbf-6f4447379727
87757fe2-ed58-4d4f-9b64-403db3214218,Registration,2024-03-29 00:00:00,"The standard Lorem Ipsum passage, used since the 1500sn""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum",97f643e5-b5b2-43a2-9c7a-ae9743219120,506cce63-663d-4390-b313-149cb5630551,2024-03-29 05:27:48,2024-03-29 05:27:48,97f643e5-b5b2-43a2-9c7a-ae9743219120,97f643e5-b5b2-43a2-9c7a-ae9743219120
8a513994-d706-4770-a50b-5b67fa2795df,General Site Cleaner,2024-02-11 18:30:00,hgj,9e11456c-f0f6-48c7-9cbf-6f4447379727,b1eabe48-ae2c-4a9c-bed7-8a5e65bf6887,2024-02-12 13:32:54,2024-02-12 13:32:54,9e11456c-f0f6-48c7-9cbf-6f4447379727,9e11456c-f0f6-48c7-9cbf-6f4447379727
91fe09dd-114b-47c7-a873-0b6a0f29b287,Testing the registration form,2024-05-06 00:00:00,Test,c9a92ec3-4ed8-4db2-b186-cb54e9864a29,47c95842-c435-4dd6-9ac6-9b3abb67893b,2024-05-06 05:37:41,2024-05-06 05:37:41,c9a92ec3-4ed8-4db2-b186-cb54e9864a29,c9a92ec3-4ed8-4db2-b186-cb54e9864a29
9db35e7c-00c8-49c4-bcd2-6a0fb0851e44,Day1,2024-02-08 18:30:00,,54fea194-4220-40ff-83dd-00c5a946dc25,f2252132-cceb-4075-b19c-47ae801bb912,2024-02-09 09:08:55,2024-02-09 09:08:55,54fea194-4220-40ff-83dd-00c5a946dc25,54fea194-4220-40ff-83dd-00c5a946dc25
9fe82c21-00a8-4d83-843a-7d38fd5482d9,yyyy,2024-07-05 00:00:00,test,225f0fcb-938d-4cb2-a61f-02565cd25cd0,fad81864-cc48-4e76-acdf-594c9508363c,2024-07-05 10:24:56,2024-07-05 10:29:19,225f0fcb-938d-4cb2-a61f-02565cd25cd0,225f0fcb-938d-4cb2-a61f-02565cd25cd0
a4d64fbb-eb34-4d85-ace1-893a3ac3fce5,Test,2024-08-15 00:00:00,,ea8d9856-029d-4071-8305-def44004aca8,0b587c31-f62f-4039-b90e-add74622015f,2024-08-16 10:38:17,2024-08-16 10:38:17,ea8d9856-029d-4071-8305-def44004aca8,ea8d9856-029d-4071-8305-def44004aca8
ace15e87-b964-4a79-8ddd-a75907b616b9,Test,2024-08-14 00:00:00,,ea8d9856-029d-4071-8305-def44004aca8,0b587c31-f62f-4039-b90e-add74622015f,2024-08-16 10:46:43,2024-08-16 10:46:43,ea8d9856-029d-4071-8305-def44004aca8,ea8d9856-029d-4071-8305-def44004aca8
b5a03ae6-138a-4e56-8217-2bb88fcd2210,aqsww,2024-07-12 00:00:00,test,225f0fcb-938d-4cb2-a61f-02565cd25cd0,c2e1bd4e-1a74-4f7d-b9ec-d0da56ede3ee,2024-07-12 09:38:46,2024-07-12 09:38:46,225f0fcb-938d-4cb2-a61f-02565cd25cd0,225f0fcb-938d-4cb2-a61f-02565cd25cd0
bb32a0d9-e9eb-4907-89ed-72f63383943e,test,2024-08-22 00:00:00,,ea8d9856-029d-4071-8305-def44004aca8,eb87cfa9-7775-46f4-adc0-5b49ade2cc25,2024-08-22 07:07:00,2024-08-22 07:07:00,ea8d9856-029d-4071-8305-def44004aca8,ea8d9856-029d-4071-8305-def44004aca8
be5d0ed7-9372-43f0-9440-b0a8b8aed3bf,Day1,2024-02-16 00:00:00,,1ec5afe3-043f-45dd-8f4c-7a84d55db398,38882b02-4ba2-41af-9d23-4a9eed70d932,2024-02-23 04:29:06,2024-02-23 04:29:06,1ec5afe3-043f-45dd-8f4c-7a84d55db398,1ec5afe3-043f-45dd-8f4c-7a84d55db398
bef4fe07-49de-4cd4-b052-7de2d72d5672,Login,2024-02-01 18:30:00,,54fea194-4220-40ff-83dd-00c5a946dc25,b1eabe48-ae2c-4a9c-bed7-8a5e65bf6887,2024-02-02 09:20:26,2024-02-02 09:23:12,54fea194-4220-40ff-83dd-00c5a946dc25,54fea194-4220-40ff-83dd-00c5a946dc25
c1c8e573-257d-4f61-8675-428eefbe9404,Test Title,2024-02-05 18:30:00,,9e11456c-f0f6-48c7-9cbf-6f4447379727,1f47be18-0f31-4e1f-adff-d21ecdecc152,2024-02-13 05:07:53,2024-02-13 05:07:53,9e11456c-f0f6-48c7-9cbf-6f4447379727,9e11456c-f0f6-48c7-9cbf-6f4447379727
c58913fe-97af-4d73-b77c-5b9ac11b989d,General Site Cleaner,2024-02-10 18:30:00,tygh,9e11456c-f0f6-48c7-9cbf-6f4447379727,f5b1ce67-7ba9-4273-b46c-be19cdbee1aa,2024-02-12 13:24:03,2024-02-12 13:24:03,9e11456c-f0f6-48c7-9cbf-6f4447379727,9e11456c-f0f6-48c7-9cbf-6f4447379727
d3bec22e-ceaa-4993-a7b3-931239615a43,Day1,2024-02-22 00:00:00,,9e11456c-f0f6-48c7-9cbf-6f4447379727,0351918c-467d-460c-8425-870c27b2da74,2024-02-22 11:33:22,2024-02-22 11:33:22,9e11456c-f0f6-48c7-9cbf-6f4447379727,9e11456c-f0f6-48c7-9cbf-6f4447379727
d5439055-f123-469d-92dd-91d3ef6f0d8a,Day 3 Work,2023-08-22 18:30:00,,54fea194-4220-40ff-83dd-00c5a946dc25,b1eabe48-ae2c-4a9c-bed7-8a5e65bf6887,2023-11-23 01:29:41,2023-11-23 01:29:41,54fea194-4220-40ff-83dd-00c5a946dc25,54fea194-4220-40ff-83dd-00c5a946dc25
e7f358f7-50dc-46a5-bb1a-55787ced7665,Test,2024-02-20 18:30:00,,1ec5afe3-043f-45dd-8f4c-7a84d55db398,f5b1ce67-7ba9-4273-b46c-be19cdbee1aa,2024-02-21 09:46:19,2024-02-21 09:46:19,1ec5afe3-043f-45dd-8f4c-7a84d55db398,1ec5afe3-043f-45dd-8f4c-7a84d55db398
eb96b6f6-3596-4753-93ec-a5684679e0d7,aqsww,2024-07-16 00:00:00,11,9e11456c-f0f6-48c7-9cbf-6f4447379727,0bd75779-6aef-4652-b7a0-5e85c11b5c5f,2024-07-16 10:13:29,2024-07-16 10:20:46,9e11456c-f0f6-48c7-9cbf-6f4447379727,9e11456c-f0f6-48c7-9cbf-6f4447379727
ec7605b6-741d-44fd-bbc1-da63a96f322a,aqsww,2024-06-26 00:00:00,test 3,9e11456c-f0f6-48c7-9cbf-6f4447379727,d839f045-c281-4f90-8523-e28889d32283,2024-06-29 04:17:12,2024-06-29 04:17:12,9e11456c-f0f6-48c7-9cbf-6f4447379727,9e11456c-f0f6-48c7-9cbf-6f4447379727
f31d2191-bea7-4767-a43c-9ba20f87ef33,aqsww,2024-07-05 00:00:00,jnmiklnm,4a5d5957-632c-43b9-979c-6a3c384f4e13,71b3e8cf-717c-45f4-8e34-07df032b5751,2024-07-05 10:45:16,2024-08-09 09:42:07,4a5d5957-632c-43b9-979c-6a3c384f4e13,4a5d5957-632c-43b9-979c-6a3c384f4e13
f5829cbb-7b1b-49ac-9100-17daac34a02a,Test,2024-04-11 00:00:00,Work Description,67ef48a7-3430-4c29-873e-75cee189c472,59f6c760-f357-4263-85b6-843c5740e3b9,2024-04-11 11:01:19,2024-04-11 11:01:19,67ef48a7-3430-4c29-873e-75cee189c472,67ef48a7-3430-4c29-873e-75cee189c472
f7f69e42-704b-4fa7-907c-098f01105452,Day1,2024-02-11 18:30:00,,9e11456c-f0f6-48c7-9cbf-6f4447379727,1f47be18-0f31-4e1f-adff-d21ecdecc152,2024-02-12 09:09:36,2024-02-12 09:09:36,9e11456c-f0f6-48c7-9cbf-6f4447379727,9e11456c-f0f6-48c7-9cbf-6f4447379727
f9d2e6a1-5bc9-4679-90f4-f3fb6867d92e,Login,2024-04-22 00:00:00,,c9a92ec3-4ed8-4db2-b186-cb54e9864a29,2ea1a183-ed28-41a2-9b92-43eae75e3f75,2024-04-22 08:42:02,2024-04-22 08:42:02,c9a92ec3-4ed8-4db2-b186-cb54e9864a29,c9a92ec3-4ed8-4db2-b186-cb54e9864a29
fea9063c-69f1-4351-aa9d-f047fe7ef9a7,aqsww,2024-06-20 00:00:00,ttttttttttttttt,9e11456c-f0f6-48c7-9cbf-6f4447379727,d839f045-c281-4f90-8523-e28889d32283,2024-06-29 04:18:01,2024-06-29 04:18:01,9e11456c-f0f6-48c7-9cbf-6f4447379727,9e11456c-f0f6-48c7-9cbf-6f4447379727
