id,created_by,created_date,updated_by,updated_date,bidding_type,client_special_notes,has_bidded_on_project,is_project_completed,margin_percentage,platform_fee,project_accepted_date,project_applied_date,project_completion_date,status,sub_contractor_cost,subcontractor_payout,project_detail_id,subcontractor_id,subcontractor_profile_id,project_estimated_start_date,bid_action,worker_cost,worker_id,worker_profile_id
046a34d2-23b6-4ac8-95f1-993dd9ab069a,NULL,2024-07-31 10:20:15,NULL,2024-07-31 10:21:03,BY_PROJECT,NULL,_binary '',_binary '0',0,0,NULL,2024-07-31 10:21:03,NULL,APPLIED,45444440,0,d35199c5-3f95-4652-a80b-77ccf03d5df6,73c35bda-c637-4513-a758-b9491df12540,7f0d466f-5824-407f-ba2e-6e878c8cc8ad,NULL,NULL,0,NULL,NULL
046b79d4-6809-45af-b1ae-92738490f63a,NULL,2023-09-18 10:22:18,NULL,2023-09-18 10:46:58,BY_JOBSITE,NULL,_binary '0',_binary '0',0,0,2023-09-29 11:15:33,NULL,NULL,ACCEPTED,4500,0,c57a3a29-ee88-4d22-9bd7-1a103176cf61,a3d2b1e9-d64f-46b7-85f5-af83442a5547,962c9bfc-f604-4db3-ae46-a76c6913b103,NULL,0,0,NULL,NULL
053af0c9-643c-4929-a3c8-91046f4eb531,NULL,2023-09-19 05:00:11,NULL,2023-09-19 05:00:11,BY_JOBSITE,NULL,_binary '0',_binary '0',0,0,NULL,NULL,NULL,STARTED,0,0,050b1fa0-53fb-43fc-9335-c13d3fda8545,NULL,NULL,NULL,0,0,1825fbea-7e33-498e-8cda-2020a840633a,96cfb70f-852b-467a-bfb2-acbf23b7293c
056c10c6-496d-4b5d-bbf7-43149d81d15a,NULL,2024-02-09 11:48:37,NULL,2024-02-09 11:50:44,BY_PROJECT,NULL,_binary '',_binary '0',0,0,NULL,2024-02-09 11:50:44,NULL,APPLIED,802,0,92ea6776-a0c4-4efb-ab52-9c4f26c0530f,a3d2b1e9-d64f-46b7-85f5-af83442a5547,962c9bfc-f604-4db3-ae46-a76c6913b103,NULL,1,0,NULL,NULL
05824c02-7455-44b2-9301-285110b709df,NULL,2022-06-30 14:24:26,NULL,2022-06-30 14:26:20,BY_PROJECT,,_binary '0',_binary '0',0,0,2022-06-30 14:26:20,2022-06-30 14:24:44,NULL,ACCEPTED,25000,0,6d5029e4-3d20-4cf8-8e36-0c44fc2f65e3,a3d2b1e9-d64f-46b7-85f5-af83442a5547,962c9bfc-f604-4db3-ae46-a76c6913b103,2022-07-20 18:30:00,1,0,NULL,NULL
05a536e0-b811-45cd-8622-fd6c88345a58,NULL,2024-02-15 07:16:52,NULL,2024-02-15 07:19:57,BY_JOBSITE,NULL,_binary '0',_binary '0',0,0,NULL,NULL,NULL,STARTED,0,0,41e7b9ad-1118-4e61-a69a-a83d727f4fc0,NULL,NULL,NULL,0,1110,9e11456c-f0f6-48c7-9cbf-6f4447379727,9f5e473a-840c-4c67-9359-cb15e7405c9b
05fd1114-79d3-4f72-9899-681caa21e1cb,NULL,2024-07-09 06:53:19,NULL,2024-07-09 06:53:19,BY_JOBSITE,NULL,_binary '0',_binary '0',0,0,NULL,NULL,NULL,STARTED,0,0,a225d805-dc8a-4d07-a083-c251e9c67f6c,a3d2b1e9-d64f-46b7-85f5-af83442a5547,962c9bfc-f604-4db3-ae46-a76c6913b103,NULL,NULL,0,NULL,NULL
0601154f-290c-4f8f-af11-21c2e98d419e,NULL,2024-07-03 09:32:11,NULL,2024-07-03 09:32:18,BY_JOBSITE,NULL,_binary '0',_binary '0',0,0,2024-07-03 09:32:58,NULL,NULL,ACCEPTED,0,0,dea4c0d3-0917-4d73-8ad0-d1c32b71e98a,NULL,NULL,NULL,NULL,1110,9e11456c-f0f6-48c7-9cbf-6f4447379727,9f5e473a-840c-4c67-9359-cb15e7405c9b
063eebd6-48c3-4e2c-93a9-7171a0ba83c8,NULL,2024-07-02 11:08:11,NULL,2024-07-02 11:08:17,BY_JOBSITE,NULL,_binary '0',_binary '0',0,0,NULL,NULL,NULL,STARTED,0,0,8b9970bc-6413-4e0d-abd7-3960baa60508,NULL,NULL,NULL,NULL,4540,9e11456c-f0f6-48c7-9cbf-6f4447379727,9f5e473a-840c-4c67-9359-cb15e7405c9b
0711b642-ebb8-419b-9ac6-32b73fbe647b,NULL,2022-06-14 11:39:58,NULL,2022-06-16 05:13:04,BY_PROJECT,,_binary '0',_binary '0',0,0,2022-06-16 05:13:04,2022-06-14 11:40:30,NULL,ACCEPTED,190,0,1e33dcb0-7b74-45d0-9833-d06af2123583,a3d2b1e9-d64f-46b7-85f5-af83442a5547,962c9bfc-f604-4db3-ae46-a76c6913b103,2022-06-22 18:30:00,0,0,NULL,NULL
073df52d-270b-4427-9ddb-ad4a6712a5fa,NULL,2024-02-07 07:24:00,NULL,2024-02-09 07:24:52,BY_JOBSITE,NULL,_binary '0',_binary '0',0,0,2024-02-07 08:46:23,NULL,NULL,ACCEPTED,0,0,21ff4b09-09a7-4c5d-9933-b2270fc7b360,NULL,NULL,NULL,0,566,54fea194-4220-40ff-83dd-00c5a946dc25,cf31e465-381d-4591-b244-0a2bb5bce5c7
07699f88-44bf-4026-9dc4-7050b97413cd,NULL,2024-06-05 04:03:53,NULL,2024-06-05 04:04:32,BY_JOBSITE,NULL,_binary '0',_binary '0',0,0,NULL,NULL,NULL,STARTED,888,0,e2a3db9b-9c0e-4f19-857c-0ed2afd603a8,a3d2b1e9-d64f-46b7-85f5-af83442a5547,962c9bfc-f604-4db3-ae46-a76c6913b103,NULL,NULL,0,NULL,NULL
087301cc-d8c1-474b-b3c3-843078278e5a,NULL,2022-02-15 04:19:47,NULL,2022-02-15 04:21:07,BY_PROJECT,NULL,_binary '',_binary '0',0,0,NULL,2022-02-15 04:20:17,NULL,APPLIED,200,0,ab4d5940-e9c4-48e2-b34f-cb1d866c0b22,a3d2b1e9-d64f-46b7-85f5-af83442a5547,962c9bfc-f604-4db3-ae46-a76c6913b103,NULL,0,0,NULL,NULL
099bc10b-b0aa-405e-8d74-90741e25250f,NULL,2024-07-03 09:37:48,NULL,2024-07-03 09:38:05,BY_JOBSITE,NULL,_binary '0',_binary '0',0,0,2024-07-03 09:41:03,NULL,NULL,ACCEPTED,967,0,0c6c35ad-693c-4352-aeda-4616581e606c,c1e99329-85c4-457f-9e56-40760d57aff5,3422a13f-a720-4fb5-8341-9ec74647ad21,NULL,NULL,0,NULL,NULL
0a04e17e-4c2d-4f98-8750-525124293f17,NULL,2024-07-18 05:58:33,NULL,2024-07-18 05:58:46,BY_JOBSITE,NULL,_binary '0',_binary '0',0,0,2024-07-18 06:00:38,NULL,NULL,ACCEPTED,11,0,9cd71b7c-ffd0-42ab-b2d1-ba888171e78a,8e9967a6-5915-45d4-a25e-11b1876d18df,2212c4cb-c5d0-4bbf-91d0-82f3e685f1d7,NULL,NULL,0,NULL,NULL
0a1cbe94-7cbb-44c7-9d04-d4077978ed7a,NULL,2024-02-09 07:12:19,NULL,2024-02-09 07:12:43,BY_JOBSITE,NULL,_binary '0',_binary '0',0,0,NULL,NULL,NULL,STARTED,0,0,f270c124-5aff-48f3-8e60-ce1e28c44798,NULL,NULL,NULL,0,600,9e11456c-f0f6-48c7-9cbf-6f4447379727,9f5e473a-840c-4c67-9359-cb15e7405c9b
0a2a39cc-1051-4b17-9821-c9468470373e,NULL,2024-07-04 09:16:27,NULL,2024-07-04 09:16:40,BY_JOBSITE,NULL,_binary '0',_binary '0',0,0,2024-07-04 09:18:59,NULL,NULL,ACCEPTED,44,0,b74f8ab2-a030-41a5-9c8b-c408953e7b2c,c1e99329-85c4-457f-9e56-40760d57aff5,3422a13f-a720-4fb5-8341-9ec74647ad21,NULL,NULL,0,NULL,NULL
0a764b7e-024a-43d4-b518-b39830b765f0,NULL,2022-07-01 10:51:06,NULL,2022-07-01 10:54:50,BY_PROJECT,,_binary '0',_binary '0',0,0,2022-07-01 10:54:50,2022-07-01 10:51:28,NULL,ACCEPTED,450,0,17d41d7d-bc9a-40ce-8c0b-3fde6ed903ab,a3d2b1e9-d64f-46b7-85f5-af83442a5547,962c9bfc-f604-4db3-ae46-a76c6913b103,2022-07-01 10:54:45,1,0,NULL,NULL
0a8bf9c1-2db4-4a57-8b6c-a1d6f923b699,NULL,2022-12-12 10:47:50,NULL,2022-12-12 10:48:44,BY_JOBSITE,NULL,_binary '0',_binary '0',0,0,NULL,NULL,NULL,STARTED,105,0,16acae90-60bc-492d-957b-d51f274b5d4c,a3d2b1e9-d64f-46b7-85f5-af83442a5547,962c9bfc-f604-4db3-ae46-a76c6913b103,NULL,0,0,NULL,NULL
0ab96404-a657-46d3-bd2f-8ce633b89959,NULL,2024-07-03 09:37:52,NULL,2024-07-03 09:38:17,BY_JOBSITE,NULL,_binary '0',_binary '0',0,0,2024-07-03 09:40:57,NULL,NULL,ACCEPTED,1209,0,0c6c35ad-693c-4352-aeda-4616581e606c,a3d2b1e9-d64f-46b7-85f5-af83442a5547,962c9bfc-f604-4db3-ae46-a76c6913b103,NULL,NULL,0,NULL,NULL
0b24ae89-1ec3-4918-bfe1-957a6b88a4ef,NULL,2024-01-30 10:39:13,NULL,2024-01-30 10:39:13,BY_JOBSITE,NULL,_binary '0',_binary '0',0,0,NULL,NULL,NULL,STARTED,0,0,e33b9830-c1c7-4e2d-9960-1122092455fe,c1e99329-85c4-457f-9e56-40760d57aff5,3422a13f-a720-4fb5-8341-9ec74647ad21,NULL,0,0,NULL,NULL
0c328df2-2e24-49ee-a108-780c1c7733f3,NULL,2024-07-02 06:39:08,NULL,2024-07-02 06:39:48,BY_JOBSITE,NULL,_binary '0',_binary '0',0,0,NULL,NULL,NULL,STARTED,0,0,1f8a8f57-4a7d-4829-b282-26ef09e91e96,NULL,NULL,NULL,NULL,500,948afd3d-ea75-4626-9f5c-9daa82797d3c,62cb5024-d6f9-4a21-a87e-173b45775bde
0d013d33-2943-4b6a-8c13-296f766e1393,NULL,2024-04-22 09:34:26,NULL,2024-04-22 09:34:54,BY_JOBSITE,NULL,_binary '0',_binary '0',0,0,2024-04-22 09:39:14,NULL,NULL,ACCEPTED,0,0,738c643a-e9f4-416d-901d-5a30e0ffefb4,NULL,NULL,NULL,NULL,20,c9a92ec3-4ed8-4db2-b186-cb54e9864a29,20118dd4-773f-47c3-b32a-db8efdfe213a
0d8eb024-00d2-45fe-9709-67ee11b149e1,NULL,2024-01-23 08:57:16,NULL,2024-01-23 08:57:29,BY_JOBSITE,NULL,_binary '0',_binary '0',0,0,2024-01-23 09:05:21,NULL,NULL,ACCEPTED,25,0,f847e7a4-5947-485e-bdc3-ae297f2b4e50,c1e99329-85c4-457f-9e56-40760d57aff5,3422a13f-a720-4fb5-8341-9ec74647ad21,NULL,0,0,NULL,NULL
0d962055-fcce-47ea-9613-97d51b1a2aca,NULL,2022-06-25 05:34:19,NULL,2022-06-25 05:39:30,BY_PROJECT,,_binary '0',_binary '0',0,0,2022-06-25 05:39:30,2022-06-25 05:38:13,NULL,ACCEPTED,78000,0,a8945624-45db-4fac-8a72-67dbe0f8251c,13c3dd8f-1a6e-4f15-b22d-2b5d3f243796,7d312f6c-c236-46d2-a134-0e36f40a1b52,2022-06-25 05:39:29,0,0,NULL,NULL
0db8082f-8c3f-45c6-81fb-3916b4c688bb,NULL,2024-07-09 06:46:59,NULL,2024-07-09 06:47:23,BY_JOBSITE,NULL,_binary '0',_binary '0',0,0,NULL,NULL,NULL,STARTED,0,0,063c2c14-a010-40fc-b950-a300e0756df5,8e9967a6-5915-45d4-a25e-11b1876d18df,2212c4cb-c5d0-4bbf-91d0-82f3e685f1d7,NULL,NULL,0,NULL,NULL
0dc0ad88-98d7-4558-a750-1c49e7772790,NULL,2024-02-06 10:08:51,NULL,2024-02-06 10:08:51,BY_JOBSITE,NULL,_binary '0',_binary '0',0,0,NULL,NULL,NULL,STARTED,0,0,18426947-c262-4d09-8506-932ea98dfa07,c1e99329-85c4-457f-9e56-40760d57aff5,3422a13f-a720-4fb5-8341-9ec74647ad21,NULL,0,0,NULL,NULL
0df71966-b25c-41cf-92ae-7dd4214b8c60,NULL,2024-04-03 12:24:41,NULL,2024-04-03 12:30:25,BY_PROJECT,,_binary '',_binary '0',0,0,2024-04-03 12:30:25,2024-04-03 12:25:06,NULL,ACCEPTED,20000,0,2e59f3f8-4b69-4851-ab96-866ff01995a6,8e9967a6-5915-45d4-a25e-11b1876d18df,2212c4cb-c5d0-4bbf-91d0-82f3e685f1d7,2024-04-03 12:29:12,NULL,0,NULL,NULL
0df95746-06fd-4e71-a3d2-726b7ff6b2af,NULL,2022-07-05 12:05:31,NULL,2022-07-05 12:07:11,BY_JOBSITE,NULL,_binary '0',_binary '0',0,0,2022-07-05 12:16:13,NULL,NULL,ACCEPTED,1300,0,143a5049-8ffd-48a9-8fc3-e60b4bdd393b,13c3dd8f-1a6e-4f15-b22d-2b5d3f243796,7d312f6c-c236-46d2-a134-0e36f40a1b52,NULL,0,0,NULL,NULL
0e1a42dc-5228-483e-b3d7-d0c2a29ccbe3,NULL,2024-06-03 11:36:40,NULL,2024-06-03 11:41:33,BY_PROJECT,,_binary '',_binary '0',0,0,2024-06-03 11:41:33,2024-06-03 11:38:40,NULL,ACCEPTED,151550,0,9af1b097-c3c2-4e17-8918-c290ec45c374,c1e99329-85c4-457f-9e56-40760d57aff5,3422a13f-a720-4fb5-8341-9ec74647ad21,2024-06-03 11:41:31,NULL,0,NULL,NULL
0e4a6584-abeb-493c-bf12-714c7b9b9d9f,NULL,2024-03-19 06:30:43,NULL,2024-03-19 06:31:42,BY_JOBSITE,NULL,_binary '0',_binary '0',0,0,NULL,NULL,NULL,STARTED,0,0,f22efec8-7f00-4e5d-b144-724760c0142b,NULL,NULL,NULL,0,900,9e11456c-f0f6-48c7-9cbf-6f4447379727,9f5e473a-840c-4c67-9359-cb15e7405c9b
0e80ccef-247e-409b-83b8-407b5032c5dd,NULL,2022-09-07 10:19:27,NULL,2022-09-07 10:43:15,BY_JOBSITE,NULL,_binary '0',_binary '',0,0,NULL,NULL,2022-09-07 10:43:15,STARTED,2500,0,7e278318-e2b6-4ec9-94a5-b4de960679a3,13c3dd8f-1a6e-4f15-b22d-2b5d3f243796,7d312f6c-c236-46d2-a134-0e36f40a1b52,NULL,0,0,NULL,NULL
0eabc3cb-b97f-4a5d-bf7b-0ea6f97b679c,NULL,2024-07-03 10:27:21,NULL,2024-07-09 12:13:44,BY_JOBSITE,NULL,_binary '0',_binary '0',0,0,2024-07-03 10:28:42,NULL,NULL,ACCEPTED,0,0,720fac53-bab1-47a1-a671-c82a39dfa494,NULL,NULL,NULL,NULL,0,9e11456c-f0f6-48c7-9cbf-6f4447379727,9f5e473a-840c-4c67-9359-cb15e7405c9b
0eb0a072-d0bd-4f1d-b989-91b5b6380792,NULL,2024-02-16 09:09:39,NULL,2024-02-16 09:09:55,BY_JOBSITE,NULL,_binary '0',_binary '0',0,0,2024-02-16 09:14:29,NULL,NULL,ACCEPTED,0,0,ba0c3fad-1ca9-4e8d-ab13-4f1ef341d799,NULL,NULL,NULL,0,66,1ec5afe3-043f-45dd-8f4c-7a84d55db398,885f9677-e48d-444a-bff6-4dc9e36dae00
0ef73448-2b33-419b-a5a9-6e472381990c,NULL,2024-03-26 07:06:19,NULL,2024-03-26 07:08:11,BY_JOBSITE,NULL,_binary '0',_binary '0',0,0,2024-03-26 07:12:37,NULL,NULL,ACCEPTED,100,0,52c2c8e2-a456-458f-b51e-e2f7e71abc34,73c35bda-c637-4513-a758-b9491df12540,7f0d466f-5824-407f-ba2e-6e878c8cc8ad,NULL,NULL,0,NULL,NULL
0f33668a-ff7b-4656-b3b3-106bdb4aeefb,NULL,2024-02-28 09:20:36,NULL,2024-02-28 09:20:50,BY_JOBSITE,NULL,_binary '0',_binary '0',0,0,NULL,NULL,NULL,STARTED,0,0,cc2e873f-4ce9-4aef-9257-6063996f1fdf,NULL,NULL,NULL,0,6545,1ec5afe3-043f-45dd-8f4c-7a84d55db398,885f9677-e48d-444a-bff6-4dc9e36dae00
0f3cfea6-bb7e-4a6b-832d-db57d9db0e4a,NULL,2024-02-15 04:13:59,NULL,2024-02-15 04:15:48,BY_JOBSITE,NULL,_binary '0',_binary '0',0,0,NULL,NULL,NULL,STARTED,55,0,5daba54f-0056-4d35-a56a-e318bb7838f8,a3d2b1e9-d64f-46b7-85f5-af83442a5547,962c9bfc-f604-4db3-ae46-a76c6913b103,NULL,0,0,NULL,NULL
0f7c85e8-b5f5-4553-b6e9-f83ce91606f0,NULL,2024-05-08 08:53:05,NULL,2024-05-08 08:54:12,BY_JOBSITE,NULL,_binary '0',_binary '0',0,0,2024-05-08 09:03:29,NULL,NULL,ACCEPTED,0,0,e225258f-7823-487e-895a-13a0be1c3dad,NULL,NULL,NULL,NULL,30000,948afd3d-ea75-4626-9f5c-9daa82797d3c,62cb5024-d6f9-4a21-a87e-173b45775bde
0f92b044-6dcf-42cd-b637-c793ee1abd43,NULL,2024-07-05 11:29:50,NULL,2024-07-05 11:32:52,BY_JOBSITE,NULL,_binary '0',_binary '0',0,0,2024-07-05 11:32:52,NULL,NULL,ACCEPTED,199,0,135ae071-825b-4867-823e-a012d93dcaf0,8e9967a6-5915-45d4-a25e-11b1876d18df,2212c4cb-c5d0-4bbf-91d0-82f3e685f1d7,2024-07-05 11:31:50,NULL,0,NULL,NULL
0f98ee83-9559-4d90-ba92-75434aeca5ac,NULL,2024-08-22 09:55:10,NULL,2024-08-22 09:55:52,BY_JOBSITE,NULL,_binary '0',_binary '0',0,0,2024-08-22 09:57:04,NULL,NULL,ACCEPTED,111,0,78f3ee77-0d06-4391-85a5-bb36eca4a377,73c35bda-c637-4513-a758-b9491df12540,7f0d466f-5824-407f-ba2e-6e878c8cc8ad,NULL,NULL,0,NULL,NULL
0f9d9a6c-6fc4-41c7-a1c5-4aaaae20d5cf,NULL,2022-12-30 06:26:17,NULL,2022-12-30 06:26:28,BY_JOBSITE,NULL,_binary '0',_binary '0',0,0,2022-12-30 06:29:02,NULL,NULL,ACCEPTED,0,0,943774e7-80a8-4bd1-871b-de9947ea4dc8,NULL,NULL,NULL,0,15,54fea194-4220-40ff-83dd-00c5a946dc25,cf31e465-381d-4591-b244-0a2bb5bce5c7
0fc26131-c20e-428d-9277-a1ecc8050a05,NULL,2024-03-29 08:56:50,NULL,2024-03-29 08:57:20,BY_JOBSITE,NULL,_binary '0',_binary '0',0,0,2024-03-29 09:13:07,NULL,NULL,ACCEPTED,0,0,80414928-44ed-4345-bada-4dbcd0bbdc09,NULL,NULL,NULL,NULL,60,97f643e5-b5b2-43a2-9c7a-ae9743219120,599f96ec-f751-4212-a29b-af05113d0a5c
110424d2-f391-4022-9a85-bd345cab3408,NULL,2024-03-21 07:18:31,NULL,2024-03-21 07:23:20,BY_JOBSITE,NULL,_binary '0',_binary '0',0,0,NULL,NULL,NULL,STARTED,0,0,4391caa2-bd99-40c8-b73a-6b957d9e2fe3,1c414d9d-c37d-47cd-9f7d-882d51abb8e6,14119d7b-9caa-4216-a8c6-cbf5a29afceb,NULL,NULL,0,NULL,NULL
117d20fa-65d4-45e4-90c1-7ed02b7a76db,NULL,2024-07-16 04:17:22,NULL,2024-07-16 04:21:42,BY_JOBSITE,NULL,_binary '0',_binary '0',0,0,2024-07-16 04:21:42,NULL,NULL,ACCEPTED,13,0,631c4e4b-d83e-4c06-83e5-bca4448d3dd4,8e9967a6-5915-45d4-a25e-11b1876d18df,2212c4cb-c5d0-4bbf-91d0-82f3e685f1d7,2024-07-16 04:20:39,NULL,0,NULL,NULL
11e5a740-ba31-4ad2-bc5a-365fcdb032f1,NULL,2024-04-17 10:35:44,NULL,2024-04-17 11:23:13,BY_JOBSITE,NULL,_binary '0',_binary '0',0,0,2024-04-17 11:02:18,NULL,NULL,ACCEPTED,634,0,30bcf14f-a0e6-4a3d-b86a-7c42b5ebfb61,8e9967a6-5915-45d4-a25e-11b1876d18df,2212c4cb-c5d0-4bbf-91d0-82f3e685f1d7,NULL,NULL,0,NULL,NULL
12ac113a-2a82-4b2e-8e49-1202ceeb114e,NULL,2024-02-29 13:15:38,NULL,2024-02-29 13:18:26,BY_JOBSITE,NULL,_binary '0',_binary '0',0,0,2024-02-29 13:23:54,NULL,NULL,ACCEPTED,0,0,f61fad23-ddd9-42a9-8eab-80bff4c07c26,NULL,NULL,NULL,0,10,22085403-2511-4edd-afaa-ae4d63e220c2,0abe58fa-cdd3-4136-a184-44de672400d1
138e851b-3766-4054-bac8-38cfded99d18,NULL,2024-05-27 05:37:16,NULL,2024-05-27 05:37:32,BY_PROJECT,NULL,_binary '',_binary '0',0,0,NULL,2024-05-27 05:37:32,NULL,APPLIED,600,0,0922b019-1577-4b1d-a1f6-401749569a1f,a3d2b1e9-d64f-46b7-85f5-af83442a5547,962c9bfc-f604-4db3-ae46-a76c6913b103,NULL,1,0,NULL,NULL
13f02965-b8f6-4dba-a529-07b369df22fe,NULL,2024-03-30 05:51:32,NULL,2024-04-01 06:07:47,BY_JOBSITE,NULL,_binary '0',_binary '0',0,0,2024-03-30 05:59:24,NULL,NULL,ACCEPTED,0,0,16374edc-a0b9-4633-86a4-d4e21c961789,a3d2b1e9-d64f-46b7-85f5-af83442a5547,962c9bfc-f604-4db3-ae46-a76c6913b103,2024-03-30 05:58:10,NULL,0,NULL,NULL
13faaca1-b15e-4650-ac42-dd06e64a61d1,NULL,2024-03-01 05:31:29,NULL,2024-03-01 05:32:10,BY_JOBSITE,NULL,_binary '0',_binary '0',0,0,NULL,NULL,NULL,STARTED,1528,0,5f429c89-3a04-4b6e-bf33-25b37ba6c2e2,a3d2b1e9-d64f-46b7-85f5-af83442a5547,962c9bfc-f604-4db3-ae46-a76c6913b103,NULL,0,0,NULL,NULL
142b7ae9-67d4-4e15-bfa6-9d807047d7f1,NULL,2024-07-09 06:49:45,NULL,2024-07-09 06:49:45,BY_JOBSITE,NULL,_binary '0',_binary '0',0,0,NULL,NULL,NULL,STARTED,0,0,42260ef5-aedf-4d0e-b2b5-989a4ba60568,8e9967a6-5915-45d4-a25e-11b1876d18df,2212c4cb-c5d0-4bbf-91d0-82f3e685f1d7,NULL,NULL,0,NULL,NULL
144e3e28-fc57-4e85-b0cc-d61874559929,NULL,2024-02-15 06:44:05,NULL,2024-02-15 12:10:59,BY_JOBSITE,NULL,_binary '0',_binary '0',0,0,NULL,NULL,NULL,STARTED,300,0,250cbc36-2797-41b5-9e07-de39daf4cd60,1c414d9d-c37d-47cd-9f7d-882d51abb8e6,14119d7b-9caa-4216-a8c6-cbf5a29afceb,NULL,0,0,NULL,NULL
14616eb3-5dfc-4228-b1b4-9f990c85d97f,NULL,2024-02-21 04:28:34,NULL,2024-02-21 04:36:36,BY_JOBSITE,NULL,_binary '0',_binary '0',0,0,NULL,NULL,NULL,STARTED,0,0,5bf9808e-e21a-4d78-9a6b-31c467c23b64,NULL,NULL,NULL,0,47,1ec5afe3-043f-45dd-8f4c-7a84d55db398,885f9677-e48d-444a-bff6-4dc9e36dae00
