id,created_by,created_date,updated_by,updated_date,approved_date,certification_date,document_name1,document_name2,document_path1,document_path2,expiry_date,rejected_date,status,certificate_id,user_id,is_currently_valid
14391014-2d1e-4454-b142-8bdd5b1f5de3,NULL,2024-03-26 11:11:44,NULL,2024-03-26 11:18:36,2024-03-26 11:18:36,2024-03-25 18:30:00,SamplePNGImage_1mbmb.png,,IconicWorkerUserImages/a3a35853-8968-4008-8464-532549a24d43,,NULL,NULL,APPROVED,086944bc-54b5-421f-9fa7-427e93a16ec5,ea8d9856-029d-4071-8305-def44004aca8,1
18fc88d7-4bb6-4d51-b93a-1caa5e05ab67,NULL,2024-03-27 07:23:08,NULL,2024-03-27 09:12:04,2024-03-27 09:12:04,2024-03-28 18:30:00,IW_2024_1358609 (1).pdf,,IconicWorkerUserImages/2ab208fd-1bcb-4b2a-9868-8bce84e5a7f0,,NULL,NULL,APPROVED,81454c0e-3f07-4e50-b713-cfdc60973f52,33b084f8-5018-401d-a23e-352419099be5,1
1b4047ed-4746-4ef3-98b4-cf36c8b9c269,NULL,2024-03-20 11:48:33,NULL,2024-03-26 06:09:14,2024-03-26 06:09:14,2024-03-20 18:30:00,IW_2024_5993246.pdf,,IconicWorkerUserImages/6cf13eb2-4c21-4041-aacc-1bfd0814c5d7,,NULL,NULL,APPROVED,6ec2ec78-a784-480a-9c41-8a49a63ab85b,33b084f8-5018-401d-a23e-352419099be5,1
2f728c75-05aa-4a8c-bb97-1ad9975111de,NULL,2023-06-20 13:01:30,NULL,2024-07-31 05:14:51,2024-07-31 05:14:51,2023-06-13 18:30:00,cheat-sheet.pdf,,IconicWorkerUserImages/ae731924-31ed-43a7-8c1b-bebb6ca5d8d6,,2023-06-21 18:30:00,NULL,APPROVED,51d50005-613c-4bd1-9444-f1137a344c2f,03,0
3082bedb-d09f-4c21-9ee7-e355fba40eff,NULL,2024-03-20 11:08:12,NULL,2024-03-20 11:09:55,2024-03-20 11:09:55,2024-03-19 18:30:00,IW_2024_9719930.pdf,,IconicWorkerUserImages/cc9ceeb4-165b-449c-a2f8-3309f3c1f2dd,,NULL,NULL,APPROVED,51d50005-613c-4bd1-9444-f1137a344c2f,33b084f8-5018-401d-a23e-352419099be5,1
411542a9-4f9e-4839-8428-452809bd2c84,NULL,2024-04-02 05:58:34,NULL,2024-07-09 06:25:52,2024-07-09 06:25:52,2024-04-11 18:30:00,,,,,NULL,NULL,APPROVED,51d50005-613c-4bd1-9444-f1137a344c2f,0c36a187-4358-49d8-96da-a03c74687490,1
4749e3d7-78d9-4853-b162-44e07ccc4b5d,NULL,2023-07-12 13:57:57,NULL,2023-07-12 14:00:23,NULL,2023-07-11 18:30:00,code-example (1).pdf,,IconicWorkerUserImages/28d81cee-15fe-4a03-b647-fec64343aed0,,2023-07-24 18:30:00,NULL,PENDING,eb1b8bef-ad15-48a1-8f84-9bb42d809202,4686434e-e344-4003-a743-9420111428b6,0
4e43829c-baea-4031-93b9-6d96ec942467,NULL,2023-06-29 09:53:22,NULL,2023-06-29 09:53:22,NULL,2023-06-07 18:30:00,,,,,2023-06-22 18:30:00,NULL,PENDING,81454c0e-3f07-4e50-b713-cfdc60973f52,992f7c4a-eff6-4332-b7ee-976cb5963a97,0
4f2999e9-8b0f-465e-b249-cc429a8f6b66,NULL,2024-07-10 10:41:51,NULL,2024-07-10 10:44:17,2024-07-10 10:44:17,2024-07-09 18:30:00,400w-9u-o9SouCPk.webp,,IconicWorkerUserImages/f8ec12b4-93f1-4bbc-b933-43747e33f166,,2024-07-17 18:30:00,NULL,APPROVED,eea16b21-d94f-4add-a396-5bd9fbceb2a7,a67a5cbd-c05f-40d6-b194-acad31f5ee97,0
4f9f10aa-a30e-496d-8286-b1697f0e8551,NULL,2024-08-22 11:25:17,NULL,2024-08-22 11:26:20,2024-08-22 11:26:20,2024-08-21 18:30:00,IW_2022_3483350 (1).pdf,,IconicWorkerUserImages/2a457e55-a8da-4295-9b3c-d77e9c3d8f4b,,2024-08-22 18:30:00,NULL,APPROVED,eea16b21-d94f-4add-a396-5bd9fbceb2a7,159430f6-743d-4d53-b3fb-0a18f95a7f2e,0
51f0424f-8734-4aba-bfb0-b356905b8b36,NULL,2024-07-09 11:52:01,NULL,2024-07-09 11:52:01,NULL,2024-07-09 18:30:00,2024-05-20T16_17_38.png,,IconicWorkerUserImages/465e7650-e281-4d29-ac63-4b2f8f645314,,NULL,NULL,PENDING,eb1b8bef-ad15-48a1-8f84-9bb42d809202,0c36a187-4358-49d8-96da-a03c74687490,1
55bd6268-5bee-42de-8b26-6ef6378eb235,NULL,2023-06-23 08:47:28,NULL,2023-06-23 08:47:28,NULL,2023-06-22 18:30:00,1685329642.pdf,,IconicWorkerUserImages/29b4d072-d499-41a4-b6ef-2054514915b3,,2046-05-31 18:30:00,NULL,PENDING,eea16b21-d94f-4add-a396-5bd9fbceb2a7,86a9e02d-cc96-475a-a20d-1b769aadb5cc,0
57659af1-c185-4102-aa3f-65cb7710a416,NULL,2023-06-29 12:24:03,NULL,2023-06-29 12:24:12,NULL,2023-06-05 18:30:00,document (1).pdf,,IconicWorkerUserImages/b7e359d3-9382-44ae-a7c3-61d5bd246754,,2023-06-23 18:30:00,NULL,PENDING,81454c0e-3f07-4e50-b713-cfdc60973f52,ac4c78d5-b4bb-4716-81cc-227f15e48107,0
5dd9e400-f20a-4975-89f2-00840adae80e,NULL,2023-08-14 13:57:22,NULL,2023-08-14 13:57:22,NULL,2023-08-14 18:30:00,IW_2023_8309651.pdf,,IconicWorkerUserImages/1890120e-b98e-4293-b2d2-9683b331b216,,2023-08-25 18:30:00,NULL,PENDING,eea16b21-d94f-4add-a396-5bd9fbceb2a7,c3dccdbe-114c-4d9c-9a23-d7dd350b6acc,0
6251acd0-a463-4123-8639-b79c841fbf8f,NULL,2023-06-20 12:41:11,NULL,2024-07-31 05:12:29,2024-07-31 05:12:29,2023-06-11 18:30:00,code-example.pdf,,IconicWorkerUserImages/520f60fa-04f3-4b03-961a-8d138b618054,,2023-06-12 18:30:00,NULL,APPROVED,eea16b21-d94f-4add-a396-5bd9fbceb2a7,03,0
66cc3c18-8de7-494f-8613-003ba3017333,NULL,2023-08-17 10:45:07,NULL,2023-08-17 10:45:07,NULL,2023-08-18 18:30:00,,,,,2023-08-30 18:30:00,NULL,PENDING,355566c3-6ee3-4491-a19c-5555f1733d6a,1825fbea-7e33-498e-8cda-2020a840633a,0
6938e4aa-4055-4097-bf5c-11592e186dbf,NULL,2022-01-18 13:44:38,NULL,2025-05-08 11:42:50,NULL,2015-12-31 18:30:00,download.pdf,,IconicWorkerUserImages/702a60c4-ad2d-4bb5-9230-c8ea0d0622ba,,2018-12-30 18:30:00,NULL,PENDING,bc6f91d4-59fb-4942-a046-d002ac538605,54fea194-4220-40ff-83dd-00c5a946dc25,0
6e5137cc-8bf1-4072-b8e3-db59cd7c68cf,NULL,2023-06-20 13:29:23,NULL,2023-06-20 13:29:23,NULL,2023-06-12 18:30:00,cheat-sheet.pdf,,IconicWorkerUserImages/9c7b5eaa-319f-4297-9adc-d05a7a785333,,2023-06-17 18:30:00,NULL,PENDING,81454c0e-3f07-4e50-b713-cfdc60973f52,44915c19-af43-4341-a5d6-c8dda2695585,0
711bb364-6503-4cc1-8326-e88e97442344,NULL,2023-08-21 06:52:10,NULL,2023-08-21 06:52:10,NULL,2023-08-13 18:30:00,,,,,2023-08-30 18:30:00,NULL,PENDING,1244441b-1ac0-48f3-b96c-b56ba2e840ba,4ff1f163-f4e9-4cbe-841b-0395e1658396,0
7e79d533-49db-4550-be49-8b4841af3f8e,NULL,2023-06-20 13:04:22,NULL,2025-04-15 11:03:53,2025-04-15 11:03:53,2023-06-15 18:30:00,cheat-sheet.pdf,,IconicWorkerUserImages/29e98319-dca1-4510-8818-64216dd95810,,2023-06-21 18:30:00,NULL,APPROVED,81454c0e-3f07-4e50-b713-cfdc60973f52,03,0
823f43eb-7fc9-4ca9-9ebd-55f52a697824,NULL,2023-06-20 11:07:30,NULL,2023-06-20 11:07:30,NULL,2023-06-11 18:30:00,book_61b98217ea0c8_The Secret (Rhonda Byrne).pdf,,IconicWorkerUserImages/33d63bc3-9181-4cf7-aefd-8feb78a6df86,,2023-06-18 18:30:00,NULL,PENDING,81454c0e-3f07-4e50-b713-cfdc60973f52,4d1a2081-7e93-495a-a028-5fe347634c7d,0
8648b3c9-288e-463c-9a04-d5d442063bfc,NULL,2024-03-28 05:19:18,NULL,2024-03-28 05:19:18,NULL,2026-02-28 18:30:00,,,,,2026-02-28 18:30:00,NULL,PENDING,086944bc-54b5-421f-9fa7-427e93a16ec5,ea8d9856-029d-4071-8305-def44004aca8,0
86c2be37-1e93-4ecd-90ea-269fb8ee7944,NULL,2023-08-18 08:49:55,NULL,2023-08-18 08:49:55,NULL,2023-08-17 18:30:00,,,,,2023-08-25 18:30:00,NULL,PENDING,1244441b-1ac0-48f3-b96c-b56ba2e840ba,67ef48a7-3430-4c29-873e-75cee189c472,0
8b6dfb8f-4c77-4816-9b79-0f93b2fe355f,NULL,2024-08-22 11:40:00,NULL,2024-08-22 11:40:38,NULL,2024-08-21 18:30:00,IW_2024_3171928.pdf,,IconicWorkerUserImages/9aaf910f-9ae9-4f5f-85e9-d474219137b3,,2024-08-22 18:30:00,2024-08-22 11:40:38,REJECTED,51d50005-613c-4bd1-9444-f1137a344c2f,159430f6-743d-4d53-b3fb-0a18f95a7f2e,0
8ce7b4bd-e0b9-4802-a186-bbb0f6921c1d,NULL,2023-06-20 13:53:50,NULL,2023-06-20 13:53:50,NULL,2023-06-12 18:30:00,cheat-sheet.pdf,,IconicWorkerUserImages/d228b3dd-7464-4fd3-a586-04f491591b82,,2023-06-16 18:30:00,NULL,PENDING,81454c0e-3f07-4e50-b713-cfdc60973f52,b32d1466-808f-48d1-aee2-f059ff8321d6,0
94347f35-bac6-448c-8d1f-231bce22d4a8,NULL,2024-07-10 10:42:19,NULL,2024-07-10 10:48:38,NULL,2024-06-30 18:30:00,400w-KgqMLkxCemU.webp,,IconicWorkerUserImages/de91ea3e-3c1c-441b-9436-2659777148f6,,2024-07-16 18:30:00,2024-07-10 10:48:38,REJECTED,eb1b8bef-ad15-48a1-8f84-9bb42d809202,a67a5cbd-c05f-40d6-b194-acad31f5ee97,0
949f4e4f-88ec-431c-8d7b-1c1c09dba93f,NULL,2025-04-17 04:03:51,NULL,2025-04-17 04:03:51,NULL,2025-04-16 18:30:00,,,,,2025-04-29 18:30:00,NULL,PENDING,2e3f9ba0-0d53-46ab-8497-7cff81a0ee13,1faf7fc8-34dd-4713-9549-2318109b3845,0
a7ed6e28-4fbc-4672-95c7-b8be3cf942af,NULL,2025-04-28 11:18:03,NULL,2025-04-28 11:18:03,NULL,2023-04-14 18:30:00,,,,,NULL,NULL,PENDING,eea16b21-d94f-4add-a396-5bd9fbceb2a7,00396ad8-b0f1-481e-bdcc-016bf5344ac2,1
a96cf443-0c0a-4a7b-a9e1-5da11f3cef8e,NULL,2023-11-09 04:03:21,NULL,2023-11-09 04:03:21,NULL,2022-11-03 18:30:00,RESUME (1).pdf,,IconicWorkerUserImages/cf0bbcf8-6584-4bcb-89a8-4ebf4d6d6708,,2023-10-31 18:30:00,NULL,PENDING,eea16b21-d94f-4add-a396-5bd9fbceb2a7,1d863f49-fb0a-4fea-8ef9-259104cfeb9d,0
b2dca323-171a-46d8-a221-cfe777707835,NULL,2024-03-20 11:48:59,NULL,2024-03-27 07:25:33,2024-03-27 07:25:33,2024-03-11 18:30:00,T-Sheets Walkthrough.pdf,,IconicWorkerUserImages/3e68c9df-290f-4e7f-8482-8598bd81c6cc,,NULL,NULL,APPROVED,eb1b8bef-ad15-48a1-8f84-9bb42d809202,33b084f8-5018-401d-a23e-352419099be5,1
b4a543e8-c291-481a-b755-5d19db1de200,NULL,2023-06-21 13:00:00,NULL,2023-12-13 04:52:25,2023-12-13 04:52:25,2023-06-13 18:30:00,Hitesh Z - Narola Infotech.pdf,,IconicWorkerUserImages/04d1e1cd-4859-406b-bc17-3986e18a3fba,,2023-06-21 18:30:00,NULL,APPROVED,81454c0e-3f07-4e50-b713-cfdc60973f52,9e11456c-f0f6-48c7-9cbf-6f4447379727,0
b633a2ec-7d57-42a8-b1aa-38f22099920e,NULL,2024-08-22 11:39:46,NULL,2024-08-22 11:40:36,2024-08-22 11:40:36,2024-08-21 18:30:00,IW_2024_9974514.pdf,,IconicWorkerUserImages/264422a7-7fcc-4a01-b6f9-f6b60515765f,,2024-08-22 18:30:00,NULL,APPROVED,0b622560-c9da-4572-8580-7440fd14f799,159430f6-743d-4d53-b3fb-0a18f95a7f2e,0
b6750102-db11-4c0a-99b1-362ff5e6322a,NULL,2024-03-29 05:10:36,NULL,2024-03-29 05:10:36,NULL,2024-03-29 18:30:00,,,,,NULL,NULL,PENDING,81454c0e-3f07-4e50-b713-cfdc60973f52,f49fdbfb-45e4-40eb-90df-c3473d02cd7b,1
b975649f-3a9d-421c-be74-c998eaddebfe,NULL,2024-06-26 05:03:11,NULL,2024-06-26 05:03:11,NULL,2024-06-17 18:30:00,2024-05-20T16_17_28.png,,IconicWorkerUserImages/9d3e7d66-4bd5-4eb6-9b16-c55273fbf892,,NULL,NULL,PENDING,eea16b21-d94f-4add-a396-5bd9fbceb2a7,57f33b10-c651-47dc-90cd-d106e42d901f,1
bda55fdb-4c9b-47fb-b6d4-237839d1deff,NULL,2024-02-29 13:08:41,NULL,2024-02-29 13:08:41,NULL,2024-02-19 18:30:00,,,,,NULL,NULL,PENDING,81454c0e-3f07-4e50-b713-cfdc60973f52,22085403-2511-4edd-afaa-ae4d63e220c2,1
c28230f2-750a-46fd-b161-531ea3fc590a,NULL,2025-04-16 06:27:08,NULL,2025-04-16 06:27:08,NULL,2025-04-15 18:30:00,,,,,NULL,NULL,PENDING,eea16b21-d94f-4add-a396-5bd9fbceb2a7,4416aada-c580-4350-aed1-803fa7e7f93c,1
c33ff426-14e4-4f8d-8b7b-e71ef79f95f3,NULL,2024-03-22 12:37:35,NULL,2024-03-22 12:51:34,2024-03-22 12:51:34,2024-03-20 18:30:00,Building.jpg,,IconicWorkerUserImages/759fb5cb-fe10-42c1-8659-21fad581d894,,NULL,NULL,APPROVED,086944bc-54b5-421f-9fa7-427e93a16ec5,1ec5afe3-043f-45dd-8f4c-7a84d55db398,1
c3f86fd6-c542-47f3-b36a-1d2db804def7,NULL,2024-02-20 12:19:20,NULL,2024-02-20 12:20:55,2024-02-20 12:20:55,2024-02-19 18:30:00,507442000000363164_Geovanni_Gaspar (1).pdf,,IconicWorkerUserImages/1ed61473-8b20-424b-aba1-4fe81ba0a50f,,NULL,NULL,APPROVED,2bca0fb4-f164-4de9-b6c2-6a5238e8e1a3,5fb2b295-b8ba-45e4-9ec1-4155c11c871f,1
cce2a6bf-39d6-4add-8cda-1ca226f9428c,string,2023-05-18 06:51:48,NULL,2023-05-18 06:51:48,2023-05-18 12:08:11,2023-05-18 12:08:11,NULL,NULL,NULL,NULL,2023-05-18 12:08:11,2023-05-18 12:08:11,PENDING,90e35acf-b1e2-453d-a425-14e1a234e44f,4aabe1f6-d219-4523-aa69-3dbdcbd99f01,0
cf9eacad-1c0c-4477-b8a3-68f91016f9ad,NULL,2024-03-20 11:48:05,NULL,2024-03-20 06:57:55,2024-03-20 06:57:55,2024-03-27 18:30:00,IW_2024_4106283.pdf,,IconicWorkerUserImages/95425ba2-e0ab-40d4-b9d7-0ddbec97f6ed,,NULL,NULL,APPROVED,51d50005-613c-4bd1-9444-f1137a344c2f,33b084f8-5018-401d-a23e-352419099be5,1
cfe30a8d-ea04-4147-9d3b-da93021f7487,NULL,2023-12-05 06:35:29,NULL,2025-04-16 05:40:01,NULL,2023-12-05 18:30:00,image_hX.png,,IconicWorkerUserImages/83a5e892-1f63-4836-a746-6b0310789a78,,2023-12-12 18:30:00,NULL,PENDING,81454c0e-3f07-4e50-b713-cfdc60973f52,54fea194-4220-40ff-83dd-00c5a946dc25,0
d319cdbb-9ff8-41e5-a829-79f4fdf55815,NULL,2024-07-10 10:52:22,NULL,2024-07-10 10:53:23,NULL,2024-07-09 18:30:00,400w-Sz4asSqcR4g.webp,,IconicWorkerUserImages/043d591b-b6f2-41f8-83ca-ab101ac97302,,2024-07-17 18:30:00,2024-07-10 10:53:23,REJECTED,eea16b21-d94f-4add-a396-5bd9fbceb2a7,a67a5cbd-c05f-40d6-b194-acad31f5ee97,0
d6016e43-2ee6-4326-b0d4-bf8dc71b255c,NULL,2023-06-20 10:56:57,NULL,2023-06-20 10:56:57,NULL,2023-06-13 18:30:00,code-example.pdf,,IconicWorkerUserImages/f4a19fec-a784-4381-9431-345d32dbf8d4,,2023-06-18 18:30:00,NULL,PENDING,81454c0e-3f07-4e50-b713-cfdc60973f52,4d1a2081-7e93-495a-a028-5fe347634c7d,0
df93637e-da60-4f7f-bbe5-61433db668f0,NULL,2024-03-28 13:13:50,NULL,2024-03-28 13:13:50,NULL,2024-03-27 18:30:00,,,,,NULL,NULL,PENDING,eea16b21-d94f-4add-a396-5bd9fbceb2a7,84535435-bae3-4683-844d-6baeef2006db,1
f62422d9-ec2c-431c-82b3-e4d1b36cb12e,NULL,2023-08-24 05:33:18,NULL,2023-08-24 05:33:18,NULL,2023-08-23 18:30:00,,,,,2023-08-30 18:30:00,NULL,PENDING,6ec2ec78-a784-480a-9c41-8a49a63ab85b,dd272510-abea-4d7c-989b-4bce3091cca2,0
fdf342d7-db1c-4043-91f6-8c38e19f39f2,NULL,2023-05-19 12:24:12,NULL,2023-05-19 12:24:12,NULL,2023-05-18 18:30:00,,,,,2023-05-26 18:30:00,NULL,PENDING,2bca0fb4-f164-4de9-b6c2-6a5238e8e1a3,28f240aa-879b-4c51-bc99-999232ffdde4,0
fe6b1de7-7a77-47bb-a197-ff9e6ac2865e,NULL,2025-04-17 10:10:58,NULL,2025-04-17 10:10:58,NULL,2019-04-14 18:30:00,,,,,NULL,NULL,PENDING,eea16b21-d94f-4add-a396-5bd9fbceb2a7,b620ff42-4844-4443-be24-3e72f1e9dd32,1
