id,created_by,created_date,updated_by,updated_date,is_accepted_by_admin,is_rejected_by_admin,is_report_to_admin,rating,rating_text,type,jobdetail_id,jobsite_id,project_id,user_submitted_by_id,user_submitted_to_id,safety_rating
2cdddbbc-dfbf-4bbc-8310-a657665ae60c,NULL,2024-02-14 12:20:18,a3d2b1e9-d64f-46b7-85f5-af83442a5547,2024-02-15 07:27:45,_binary '0',_binary '0',_binary '0',5,"Contrary to popular belief, Lorem Ipsum is not simply random text. It has roots in a piece of classical Latin literature from 45 BC, making it over 2000 years old. Richard McClintock, a Latin professor at Hampden-Sydney College in Virginia, looked up",JOBSITE,NULL,1c953cbc-b87d-4c2d-ac23-23530729ff48,523099aa-3dc0-4ef9-9747-e948da12286f,a3d2b1e9-d64f-46b7-85f5-af83442a5547,c8367fc3-d459-4b83-b48b-37521e6d4795,0
2f58b260-0efa-4b5e-82e2-d4b6cf366fea,NULL,2023-12-18 09:18:54,NULL,2023-12-18 09:18:54,_binary '',_binary '0',_binary '',4,Nice process followed,JOBS,cda6e278-cd10-4c67-9e0b-92918d96ea4e,NULL,NULL,c8367fc3-d459-4b83-b48b-37521e6d4795,9e11456c-f0f6-48c7-9cbf-6f4447379727,4
32f8ff60-20dd-472b-adba-36df4b0f25bc,NULL,2024-07-11 10:30:24,NULL,2024-07-11 10:30:24,_binary '0',_binary '0',_binary '0',2,Test,JOBS,1f47be18-0f31-4e1f-adff-d21ecdecc152,NULL,NULL,9e11456c-f0f6-48c7-9cbf-6f4447379727,c8367fc3-d459-4b83-b48b-37521e6d4795,0
358ec18c-0035-481f-a8c7-a46d4524bca1,NULL,2024-07-16 10:32:05,NULL,2024-07-16 10:32:05,_binary '0',_binary '0',_binary '0',4,111,JOBS,f783e5d5-b9bf-40a4-bbb4-0f1cf6b8719d,NULL,NULL,c8367fc3-d459-4b83-b48b-37521e6d4795,9e11456c-f0f6-48c7-9cbf-6f4447379727,3
38816ae0-6f03-4dd8-93c2-cdaf00b560a7,NULL,2024-02-14 12:38:41,a3d2b1e9-d64f-46b7-85f5-af83442a5547,2024-02-15 07:26:51,_binary '',_binary '0',_binary '',5,"Contrary to popular belief, Lorem Ipsum is not simply random text. It has roots in a piece of classical Latin literature from 45 BC, making it over 2000 years old. Richard McClintock, a Latin professor at Hampden-Sydney College in Virginia, looked up",JOBSITE,NULL,2874b74f-1077-413e-b9c1-ec45ff771f03,2e402574-1412-4b09-a72c-3b5f821f0fd7,a3d2b1e9-d64f-46b7-85f5-af83442a5547,c8367fc3-d459-4b83-b48b-37521e6d4795,0
3e57f72c-26d3-4f25-a73a-dd80f60b7e5b,NULL,2024-08-05 09:09:33,NULL,2024-08-05 09:09:33,_binary '0',_binary '0',_binary '0',5,121521,JOBSITE,NULL,4bb38ad1-25ff-4a43-8a73-0b4a54382b91,98b44fe8-0e7a-4613-88ce-c6196307c4a5,c8367fc3-d459-4b83-b48b-37521e6d4795,73c35bda-c637-4513-a758-b9491df12540,5
4239bd2f-d4c4-4d3f-a153-c78021e77915,NULL,2024-06-12 04:30:48,NULL,2024-06-12 04:30:48,_binary '0',_binary '0',_binary '0',3,Test review,JOBS,b3c26193-5895-4ea5-9395-fe434fca0d9b,NULL,NULL,c8367fc3-d459-4b83-b48b-37521e6d4795,54fea194-4220-40ff-83dd-00c5a946dc25,3
45f370f8-7b92-4776-891d-ab11d90e9369,NULL,2024-08-05 09:10:05,NULL,2024-08-05 09:10:05,_binary '0',_binary '0',_binary '0',5,test full time job,JOBSITE,NULL,a300f4b5-6c32-40af-90cf-981b87486165,c025f412-1992-4c36-9005-659f602ab8dc,c8367fc3-d459-4b83-b48b-37521e6d4795,73c35bda-c637-4513-a758-b9491df12540,5
50323bde-5614-4acd-9133-88905ece0c1f,NULL,2024-06-12 12:20:48,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-06-12 12:21:24,_binary '0',_binary '0',_binary '0',5,tester,JOBS,8fbcbff1-64ff-458a-9397-341c916c7bd5,NULL,NULL,c8367fc3-d459-4b83-b48b-37521e6d4795,1ec5afe3-043f-45dd-8f4c-7a84d55db398,3
55c28b58-5b05-4a21-9e19-9a7832ae6ee8,NULL,2023-12-13 04:57:15,NULL,2023-12-13 04:57:15,_binary '0',_binary '0',_binary '0',3,Impressed by the management,JOBS,d33094d0-4837-4763-8084-c1c708d4bc2f,NULL,NULL,c8367fc3-d459-4b83-b48b-37521e6d4795,9e11456c-f0f6-48c7-9cbf-6f4447379727,4
5726b2fd-dff7-4e90-9e43-ca16c26f8947,NULL,2023-12-18 07:05:41,NULL,2023-12-18 07:05:41,_binary '0',_binary '0',_binary '0',4,Good job,JOBS,9c9b788c-7966-4c36-be35-b161b0f13818,NULL,NULL,c8367fc3-d459-4b83-b48b-37521e6d4795,9e11456c-f0f6-48c7-9cbf-6f4447379727,4
5a0911fe-fced-4eb7-b78d-b30f5688d233,NULL,2023-12-22 09:17:06,NULL,2023-12-22 09:17:06,_binary '0',_binary '0',_binary '0',4,niceee,JOBSITE,NULL,fe0d64ea-be3d-40ab-bedf-0f57b9af8fe0,243b34fc-984a-460c-8d91-452fab6a3e79,c8367fc3-d459-4b83-b48b-37521e6d4795,a3d2b1e9-d64f-46b7-85f5-af83442a5547,4
5b254136-abe8-43ce-8e0f-0a45b3e881f8,NULL,2024-08-20 09:20:13,NULL,2024-08-20 09:20:13,_binary '0',_binary '0',_binary '0',3,Test,JOBSITE,NULL,54216908-e64b-45ab-bca2-32b457136adb,2e402574-1412-4b09-a72c-3b5f821f0fd7,a3d2b1e9-d64f-46b7-85f5-af83442a5547,c8367fc3-d459-4b83-b48b-37521e6d4795,0
5bb2ab59-94c5-492c-b41c-414c744af801,NULL,2024-07-10 05:59:42,NULL,2024-07-10 05:59:42,_binary '0',_binary '0',_binary '0',2,https://prnt.sc/kgaI5V2ww1YW,JOBS,01bf8a5b-33ee-4997-a73c-a79a76131058,NULL,NULL,9e11456c-f0f6-48c7-9cbf-6f4447379727,c8367fc3-d459-4b83-b48b-37521e6d4795,0
65138967-9e28-4688-bd3c-8c0017c5ffd5,NULL,2024-06-12 05:35:26,NULL,2024-06-12 05:35:26,_binary '0',_binary '0',_binary '0',3,Test review,JOBS,b3c26193-5895-4ea5-9395-fe434fca0d9b,NULL,NULL,c8367fc3-d459-4b83-b48b-37521e6d4795,54fea194-4220-40ff-83dd-00c5a946dc25,3
68bf609e-0199-4cdb-be92-28541e35fe21,NULL,2024-07-12 06:49:17,NULL,2024-07-12 06:49:17,_binary '0',_binary '0',_binary '',3,jjjj,JOBS,5deb3b6c-3864-494c-85df-87ae18251173,NULL,NULL,9e11456c-f0f6-48c7-9cbf-6f4447379727,c8367fc3-d459-4b83-b48b-37521e6d4795,0
6aaaaa4e-03ce-44b2-9578-d3b9225c144a,NULL,2024-06-12 12:23:10,NULL,2024-06-12 12:23:10,_binary '0',_binary '0',_binary '0',3,Test,JOBS,a141f5d9-1cf1-478b-80a8-fa6644d488b0,NULL,NULL,c8367fc3-d459-4b83-b48b-37521e6d4795,1ec5afe3-043f-45dd-8f4c-7a84d55db398,4
79e220b8-565a-4d0f-b105-4973f6002ee7,NULL,2024-07-09 23:34:49,NULL,2024-07-09 23:34:49,_binary '0',_binary '0',_binary '0',4,pppp,JOBS,5deb3b6c-3864-494c-85df-87ae18251173,NULL,NULL,c8367fc3-d459-4b83-b48b-37521e6d4795,9e11456c-f0f6-48c7-9cbf-6f4447379727,4
7a869e79-22d3-482e-9e76-0e513d89a642,NULL,2024-08-02 06:54:13,NULL,2024-08-02 06:54:13,_binary '0',_binary '0',_binary '0',5,Nice ,JOBS,56733f21-c340-4bea-b97c-1d3101bf7d83,NULL,NULL,c8367fc3-d459-4b83-b48b-37521e6d4795,9e11456c-f0f6-48c7-9cbf-6f4447379727,5
7aa6011b-2cef-4356-9782-ff694ba57d0c,NULL,2024-06-12 11:19:55,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-06-12 11:48:57,_binary '0',_binary '0',_binary '',4,Tested review for testing,JOBS,5deb3b6c-3864-494c-85df-87ae18251173,NULL,NULL,c8367fc3-d459-4b83-b48b-37521e6d4795,54fea194-4220-40ff-83dd-00c5a946dc25,3
7c647f2f-0bd5-4f5e-9a89-d77bcdf8afa9,NULL,2024-06-18 10:10:36,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-07-09 08:51:32,_binary '0',_binary '0',_binary '0',3,"The standard Lorem Ipsum passage, used since the 1500s ""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.""  Section 1.10.32 of ""de Finibus Bonorum et Malorum"", written by Cicero in 45 BC ""Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam, eaque ipsa quae ab illo inventore veritatis et quasi architecto beatae vitae dicta sunt explicabo. Nemo enim ipsam voluptatem quia voluptas sit aspernatur aut odit aut fugit, sed quia consequuntur magni dolores eos qui ratione voluptatem sequi nesciunt. Neque porro quisquam est, qui dolorem ipsum quia dolor sit amet, consectetur, adipisci velit, sed quia non numquam eius modi tempora incidunt ut labore et dolore magnam aliquam quaerat voluptatem. Ut enim ad minima veniam, quis nostrum exercitationem ullam corporis suscipit laboriosam, nisi ut aliquid ex ea commodi consequatur? Quis autem vel eum iure reprehenderit qui in ea voluptate velit esse quam nihil molestiae consequatur, vel illum qui dolorem eum fugiat quo voluptas nulla pariatur?""  1914 translation by H. Rackham ""But I must explain to you how all this mistaken idea of denouncing pleasure and praising pain was born and I will give you a complete account of the system, and expound the actual teachings of the great explorer of the truth, the master-builder of human happiness. No one rejects, dislikes, or avoids pleasure itself, because it is pleasure, but because those who do not know how to pursue pleasure rationally encounter consequences that are extremely painful. Nor again is there anyone who loves or pursues or desires to obtain pain of itself, because it is pain, but because occasionally circumstances occur in which toil and pain can procure him some great pleasure. To take a trivial example, which of us ever undertakes laborious physical exercise, except to obtain some advantage from it? But who has any right to find fault with a man who chooses to enjoy a pleasure that has no annoying consequences, or one who avoids a pain that produces no resultant pleasure?""  Section 1.10.33 of ""de Finibus Bonorum et Malorum"", written by Cicero in 45 BC ""At vero eos et accusamus et iusto odio dignissimos ducimus qui blanditiis praesentium voluptatum deleniti atque corrupti quos dolores et quas molestias excepturi sint occaecati cupiditate non provident, similique sunt in culpa qui officia deserunt mollitia animi, id est laborum et dolorum fuga. Et harum quidem rerum facilis est et expedita distinctio. Nam libero tempore, cum soluta nobis est eligendi optio cumque nihil impedit quo minus id quod maxime placeat facere possimus, omnis voluptas assumenda est, omnis dolor repellendus. Temporibus autem quibusdam et aut officiis debitis aut rerum necessitatibus saepe eveniet ut et voluptates repudiandae sint et molestiae non recusandae. Itaque earum rerum hic tenetur a sapiente delectus, ut aut reiciendis voluptatibus maiores alias consequatur aut perferendis doloribus asperiores repellat.""  1914 translation by H. Rackham ""On the other hand, we denounce with righteous indignation and dislike men who are so beguiled and demoralized by the charms of pleasure of the moment, so blinded by desire, that they cannot foresee the pain and trouble that are bound to ensue; and equal blame belongs to those who fail in their duty through weakness of will, which is the same as saying through shrinking from toil and pain. These cases are perfectly simple and easy to distinguish. In a free hour, when our power of choice is untrammelled and when nothing prevents our being able to do what we like best, every pleasure is to be welcomed and every pain avoided. But in certain circumstances and owing to the claims of duty or the obligations of business it will frequently occur that pleasures have to be repudiated and annoyances accepted. The wise man therefore always holds in these matters to this principle of selection: he rejects pleasures to secure other greater pleasures, or else he endures pains to avoid worse pains.""",JOBS,1f47be18-0f31-4e1f-adff-d21ecdecc152,NULL,NULL,c8367fc3-d459-4b83-b48b-37521e6d4795,9e11456c-f0f6-48c7-9cbf-6f4447379727,4
83918ba7-7301-4a0d-b801-352690a914bd,NULL,2024-04-22 12:47:30,NULL,2024-04-22 12:47:30,_binary '0',_binary '0',_binary '0',3,Testing,JOBSITE,NULL,225e0d98-8eb2-4b85-a3da-5dd7831a9652,0d42b62a-d2c1-44ab-806c-57280cd2d05a,c8367fc3-d459-4b83-b48b-37521e6d4795,a3d2b1e9-d64f-46b7-85f5-af83442a5547,2
8eb1f7f5-287d-4984-a2ca-2d049374a791,NULL,2023-12-22 09:31:47,NULL,2023-12-22 09:31:47,_binary '0',_binary '0',_binary '0',4,loved the work assigned,JOBSITE,NULL,229ffc42-d045-40bc-86ba-4de491ac66de,57afc9a4-07c3-4fed-a690-1d8a6497fc69,a3d2b1e9-d64f-46b7-85f5-af83442a5547,c8367fc3-d459-4b83-b48b-37521e6d4795,0
9b0cb3b1-4177-450f-991a-8cd94a82b1b0,NULL,2024-05-27 09:15:56,NULL,2024-05-27 09:15:56,_binary '0',_binary '0',_binary '0',5,Test,JOBS,163cb3d1-5617-4f58-ba89-77569c13ee0f,NULL,NULL,c8367fc3-d459-4b83-b48b-37521e6d4795,54fea194-4220-40ff-83dd-00c5a946dc25,4
9d27b324-d570-4d52-b6e5-33cdc88b9d19,NULL,2024-03-20 11:11:48,NULL,2024-03-20 11:11:48,_binary '0',_binary '0',_binary '0',3,Test,JOBS,38882b02-4ba2-41af-9d23-4a9eed70d932,NULL,NULL,1ec5afe3-043f-45dd-8f4c-7a84d55db398,c8367fc3-d459-4b83-b48b-37521e6d4795,0
9dba5f49-fe0f-4891-9cb0-b7619849f882,NULL,2024-03-20 11:11:48,NULL,2024-03-20 11:11:48,_binary '0',_binary '0',_binary '',4,Test2,JOBS,f56a6228-5fa8-4e48-9755-5d651390cc0e,NULL,NULL,1ec5afe3-043f-45dd-8f4c-7a84d55db398,c8367fc3-d459-4b83-b48b-37521e6d4795,0
9e3c1b85-346d-4728-8c6f-82a6fea00999,NULL,2024-02-01 07:24:59,NULL,2024-02-01 07:24:59,_binary '0',_binary '0',_binary '0',4,Proficient,JOBS,1e39fa8f-38e3-4509-865a-c922b59b255b,NULL,NULL,1ec5afe3-043f-45dd-8f4c-7a84d55db398,19430a8c-6324-4105-8fc5-b7973e8f5d7f,0
a06a6f90-1f2f-4571-b8c5-7420e21eeb95,NULL,2024-06-13 10:31:57,NULL,2024-06-13 10:31:57,_binary '0',_binary '0',_binary '0',4,Test,JOBSITE,NULL,2874b74f-1077-413e-b9c1-ec45ff771f03,2e402574-1412-4b09-a72c-3b5f821f0fd7,c8367fc3-d459-4b83-b48b-37521e6d4795,a3d2b1e9-d64f-46b7-85f5-af83442a5547,3
a5c32f72-7425-4f4e-8ec1-0a9369f5a1ea,NULL,2024-03-20 11:11:06,NULL,2024-03-20 11:11:06,_binary '0',_binary '0',_binary '',2,review 2,JOBS,a141f5d9-1cf1-478b-80a8-fa6644d488b0,NULL,NULL,1ec5afe3-043f-45dd-8f4c-7a84d55db398,c8367fc3-d459-4b83-b48b-37521e6d4795,0
a8bc1b5b-78ee-4f38-bc1e-77f494767f50,NULL,2024-06-13 09:13:41,54fea194-4220-40ff-83dd-00c5a946dc25,2024-06-13 09:16:48,_binary '0',_binary '0',_binary '0',4,tester,JOBS,b3c26193-5895-4ea5-9395-fe434fca0d9b,NULL,NULL,54fea194-4220-40ff-83dd-00c5a946dc25,c8367fc3-d459-4b83-b48b-37521e6d4795,0
ae144579-f53c-4cb0-b0d3-ff00d3f435e7,NULL,NULL,NULL,NULL,_binary '0',_binary '0',_binary '0',3,Test review,JOBS,b3c26193-5895-4ea5-9395-fe434fca0d9b,NULL,NULL,c8367fc3-d459-4b83-b48b-37521e6d4795,54fea194-4220-40ff-83dd-00c5a946dc25,3
b65a3bc4-1b6d-4592-bd5e-95254fe9a98a,NULL,2023-12-18 07:20:51,NULL,2023-12-18 07:20:51,_binary '0',_binary '0',_binary '0',5,Great work,JOBSITE,NULL,1c953cbc-b87d-4c2d-ac23-23530729ff48,523099aa-3dc0-4ef9-9747-e948da12286f,c8367fc3-d459-4b83-b48b-37521e6d4795,a3d2b1e9-d64f-46b7-85f5-af83442a5547,5
bb090eab-96a9-4f8e-8c54-9134a96d60d0,NULL,2024-07-24 06:50:36,NULL,2024-07-24 06:50:36,_binary '0',_binary '0',_binary '0',5,Excellent!,JOBS,74f34d53-f31c-40c3-a692-0a8801b77952,NULL,NULL,c8367fc3-d459-4b83-b48b-37521e6d4795,9e11456c-f0f6-48c7-9cbf-6f4447379727,5
bbbdf7ce-4691-4894-8df4-0bdbe2ff6f43,NULL,2024-08-29 08:53:16,NULL,2024-08-29 08:53:16,_binary '0',_binary '0',_binary '0',2,Test,JOBSITE,NULL,86ab3a86-17bc-4a80-89fc-c8469d4660c3,edcb04c9-7f9e-4c81-acab-82f806acf3ee,b91189e3-47b3-44b1-a685-0252e97c7d1c,c1e99329-85c4-457f-9e56-40760d57aff5,4
c856985a-12cc-4ceb-b8f5-a30e208dceb0,NULL,2024-08-05 09:09:07,NULL,2024-08-05 09:09:07,_binary '0',_binary '0',_binary '0',5,12321,JOBSITE,NULL,4bb38ad1-25ff-4a43-8a73-0b4a54382b91,98b44fe8-0e7a-4613-88ce-c6196307c4a5,73c35bda-c637-4513-a758-b9491df12540,c8367fc3-d459-4b83-b48b-37521e6d4795,0
ca8d1483-4f94-4214-9a8a-bdecdc4ac63a,NULL,2024-06-12 04:33:24,NULL,2024-06-12 04:33:24,_binary '0',_binary '0',_binary '0',3,Test review,JOBS,b3c26193-5895-4ea5-9395-fe434fca0d9b,NULL,NULL,c8367fc3-d459-4b83-b48b-37521e6d4795,54fea194-4220-40ff-83dd-00c5a946dc25,3
d64ad3cc-150c-499c-b251-6c86b7ba6fb9,NULL,2024-07-09 23:40:34,NULL,2024-07-09 23:40:34,_binary '0',_binary '0',_binary '0',5,555df,JOBSITE,NULL,a0a73635-5401-410b-8ec6-f50113ff5881,f7e09a53-c991-4eea-b00a-5e8f2cf6d589,c1e99329-85c4-457f-9e56-40760d57aff5,c8367fc3-d459-4b83-b48b-37521e6d4795,0
d87c74f6-21c9-4901-9184-e312eff96ace,NULL,2024-08-08 08:57:12,NULL,2024-08-08 08:57:12,_binary '0',_binary '0',_binary '0',3,Test,JOBSITE,NULL,76e62fbc-227b-4d80-a669-3cd6224aa4bb,84508adf-73e6-4a7e-a61b-15991a3297fe,c8367fc3-d459-4b83-b48b-37521e6d4795,bfe47d0d-3682-4536-8d0b-cb82274ae3dd,3
dd14d809-5bb9-4baa-917b-16af5cb13abd,NULL,2023-12-13 04:57:15,NULL,2023-12-13 04:57:15,_binary '0',_binary '0',_binary '0',5,Good Job!!,JOBS,9b24cf08-d5b9-4d83-a2ef-a03df4f16959,NULL,NULL,c8367fc3-d459-4b83-b48b-37521e6d4795,9e11456c-f0f6-48c7-9cbf-6f4447379727,3
e1548a8c-8cdf-4ac6-825b-e21bf3956398,NULL,2023-12-18 08:32:29,NULL,2023-12-18 08:32:29,_binary '0',_binary '0',_binary '0',5,average performance,JOBSITE,NULL,7539a8f4-19a0-4904-989f-dc58ab0d82e3,57afc9a4-07c3-4fed-a690-1d8a6497fc69,c8367fc3-d459-4b83-b48b-37521e6d4795,a3d2b1e9-d64f-46b7-85f5-af83442a5547,5
e1548a8c-8cdf-4ac6-825b-e21bf3956399,NULL,2023-12-18 08:32:29,NULL,2023-12-18 08:32:29,_binary '0',_binary '0',_binary '0',3,average performance,JOBSITE,NULL,229ffc42-d045-40bc-86ba-4de491ac66de,57afc9a4-07c3-4fed-a690-1d8a6497fc69,c8367fc3-d459-4b83-b48b-37521e6d4795,a3d2b1e9-d64f-46b7-85f5-af83442a5547,2
e8ff6604-2dbe-4662-8642-c96b558c4e3c,NULL,2024-08-02 06:54:06,NULL,2024-08-02 06:54:06,_binary '0',_binary '0',_binary '0',3,Great Work,JOBS,3552a2dd-2b01-40f4-8c61-1e1a09ff752e,NULL,NULL,c8367fc3-d459-4b83-b48b-37521e6d4795,67ef48a7-3430-4c29-873e-75cee189c472,4
f0a83b8e-5b68-497a-b5c2-9c55a3defa82,NULL,2023-12-13 04:57:15,NULL,2023-12-13 04:57:15,_binary '0',_binary '0',_binary '0',5,Great Job done by Atalanta,JOBS,01bf8a5b-33ee-4997-a73c-a79a76131058,NULL,NULL,c8367fc3-d459-4b83-b48b-37521e6d4795,9e11456c-f0f6-48c7-9cbf-6f4447379727,5
f27cdcf3-4cb3-4c1a-aaca-105de8c9bab8,NULL,2024-07-11 11:38:49,NULL,2024-07-11 11:38:49,_binary '0',_binary '0',_binary '0',4,555,JOBS,d33094d0-4837-4763-8084-c1c708d4bc2f,NULL,NULL,9e11456c-f0f6-48c7-9cbf-6f4447379727,c8367fc3-d459-4b83-b48b-37521e6d4795,0
ffa652f5-d5f5-40cb-b742-d0e4fdea108b,NULL,2024-04-01 11:45:28,NULL,2024-04-01 11:45:28,_binary '0',_binary '0',_binary '0',3,Testing,JOBS,38882b02-4ba2-41af-9d23-4a9eed70d932,NULL,NULL,c8367fc3-d459-4b83-b48b-37521e6d4795,1ec5afe3-043f-45dd-8f4c-7a84d55db398,3
