id,created_by,created_date,updated_by,updated_date,is_power_user,is_yellow_hard_hat,point,role,submitted_date,user,user_rank
00e4ed71-b55f-48ba-b4ee-9b7d0e82cc6d,NULL,2025-05-01 04:01:17,NULL,NULL,_binary '0',_binary '0',10,WORKER,2025-05-01 04:00:03,f0819ba4-6d5a-4236-a23f-9a0a4f901b8e,5
00e6d355-28bc-416c-8820-72c787c08c63,NULL,2025-05-01 04:02:05,NULL,NULL,_binary '0',_binary '0',10,WORKER,2025-05-01 04:00:03,68d8ba4f-7dad-4960-b225-61c9e43ae656,5
00f33cb7-b7d2-442c-8eb8-a851f9111b72,NULL,2025-05-01 04:00:15,NULL,NULL,_binary '0',_binary '0',10,WORKER,2025-05-01 04:00:03,1dab0993-19dc-40b9-94b1-1515a171a95e,5
00f40af3-82e7-4811-8359-acbe3166d9ce,NULL,2025-05-01 04:00:07,NULL,NULL,_binary '0',_binary '0',10,WORKER,2025-05-01 04:00:03,3a0c6c35-960c-46f5-9e05-dc58f2421e3f,5
010b013e-35de-4764-972a-62277cf16955,NULL,2024-12-01 05:14:29,NULL,NULL,_binary '0',_binary '0',15,SUBCONTRACTOR,2024-12-01 05:14:29,12da5c59-9c07-4a46-86f5-03ad603193bf,1
010b9dcd-0651-47f1-880c-86a49e769ed4,NULL,2025-05-01 04:01:05,NULL,NULL,_binary '0',_binary '0',10,WORKER,2025-05-01 04:00:03,0077ee5c-cf09-4f7e-b07e-fcf7ac41da47,5
0117418d-90e4-4678-a7db-62e17c1a5369,NULL,2025-05-01 04:01:14,NULL,NULL,_binary '0',_binary '0',10,WORKER,2025-05-01 04:00:03,adbe6bbc-8706-4ab1-9fc8-f1480602fca4,5
011af4ef-d8c7-4cf9-bde3-b6f35aaa6abc,NULL,2025-05-01 04:00:44,NULL,NULL,_binary '0',_binary '0',10,WORKER,2025-05-01 04:00:03,03b95e43-dcc8-44b7-9c6d-285cac10ef3e,5
012dac88-707a-4980-8c3f-cb08f6f95bac,NULL,2025-05-01 04:00:20,NULL,NULL,_binary '0',_binary '0',10,WORKER,2025-05-01 04:00:03,fdc692be-4144-4b44-823d-12e6d41b020b,5
0130c5df-783f-436f-9f19-4a3d361ea9c6,NULL,2025-05-01 04:01:16,NULL,NULL,_binary '0',_binary '0',10,WORKER,2025-05-01 04:00:03,c698dd43-e1c6-4142-af9d-7555fd5c6a0b,5
013496ea-59e0-4797-b94f-53d84c9e27be,NULL,2025-05-01 04:01:36,NULL,NULL,_binary '0',_binary '0',10,WORKER,2025-05-01 04:00:03,26d08fe5-0cea-4b7c-9c21-926d79333db1,5
013b06a2-1692-495c-af26-db0cfa5cb354,NULL,2025-05-01 04:00:40,NULL,NULL,_binary '0',_binary '0',10,WORKER,2025-05-01 04:00:03,ee722637-1f9f-4905-80ed-2a40d1735071,5
01451ca7-b1c8-4077-aaf6-4894e74f98eb,NULL,2024-08-14 07:51:33,NULL,NULL,_binary '0',_binary '0',10,WORKER,2024-08-14 07:51:27,647a3680-2bbf-4dd2-8fd8-604be4a7a09d,5
01495ccb-292e-4f39-8537-10dd80bc0d04,NULL,2025-05-01 04:00:43,NULL,NULL,_binary '0',_binary '0',10,WORKER,2025-05-01 04:00:03,ca5b65bf-b504-4553-9213-5a3a6460d713,5
0150ab2a-ff68-4994-b33f-148a147677b7,NULL,2025-05-01 04:00:48,NULL,NULL,_binary '0',_binary '0',10,WORKER,2025-05-01 04:00:03,a777828a-8667-4126-a8eb-1b7989229b35,5
01819140-486d-432e-be79-537f1244ce3c,NULL,2025-05-01 04:00:21,NULL,NULL,_binary '0',_binary '0',10,WORKER,2025-05-01 04:00:03,348619c0-08e1-4dca-a681-c01c44aebedb,5
01a2001d-13f5-4fd6-a624-5fdfeb66ccde,NULL,2025-05-01 04:01:03,NULL,NULL,_binary '0',_binary '0',10,WORKER,2025-05-01 04:00:03,13949a04-ad56-4e47-bd38-6213c4b46dc9,5
01ae85ee-0270-4b4d-a7af-fedbceb32b25,NULL,2025-05-01 04:01:03,NULL,NULL,_binary '0',_binary '0',10,WORKER,2025-05-01 04:00:03,6e19736e-4781-4843-99f1-ed5942eeb1f1,5
01b352ce-419c-48b0-8d0b-b4150a60bf50,NULL,2025-05-01 04:00:06,NULL,NULL,_binary '0',_binary '0',10,WORKER,2025-05-01 04:00:03,dcce17ba-7459-4037-827f-e18967554841,5
01bb27cf-1027-4391-9cc2-a2db5020043b,NULL,2025-05-01 04:00:10,NULL,NULL,_binary '0',_binary '0',10,WORKER,2025-05-01 04:00:03,61dc8c6f-837d-4d87-a603-e804e4fa891e,5
01c41c59-c0d2-4dc1-be32-57eb50df18a9,NULL,2025-05-01 04:00:46,NULL,NULL,_binary '0',_binary '0',10,WORKER,2025-05-01 04:00:03,f95e8654-26b5-4ddc-83dc-ad9ffc7b9f96,5
01df22b2-b9a4-48b8-8ad1-592570ee0164,NULL,2025-05-01 04:02:06,NULL,NULL,_binary '0',_binary '0',10,WORKER,2025-05-01 04:00:03,83519308-7ff8-479d-98ab-a6ea2c13a9ee,5
01e80ed7-1156-4f0a-9838-ceac10f926cc,NULL,2025-05-01 04:01:07,NULL,NULL,_binary '0',_binary '0',10,WORKER,2025-05-01 04:00:03,40c8dbf0-fe76-4f6c-bfb4-d582b59cedef,5
0205c9e7-60af-42ba-bc60-ae3de2c1e0b1,NULL,2025-05-01 04:01:23,NULL,NULL,_binary '0',_binary '0',10,WORKER,2025-05-01 04:00:03,6aa8bc84-7d84-41b8-8d64-f642c70c7760,5
021e475a-662a-4cff-be92-152d1a7e5d42,NULL,2025-05-01 04:00:10,NULL,NULL,_binary '0',_binary '0',10,WORKER,2025-05-01 04:00:03,803409b9-77b8-437b-be3a-47a32ce4ffd9,5
0236dc17-8b47-4bd8-aa64-7aee2128f8c1,NULL,2025-05-01 04:00:23,NULL,NULL,_binary '0',_binary '0',10,WORKER,2025-05-01 04:00:03,a1f7e0c1-a14a-433d-9469-f4d496f7c36d,5
02384c8b-0a37-40a0-acf5-985a2cdcce07,NULL,2025-05-01 04:01:12,NULL,NULL,_binary '0',_binary '0',10,WORKER,2025-05-01 04:00:03,2bfcf8c3-255c-4c4e-b257-20edc8d0c007,5
02654837-4c3b-42f2-a2a8-3ab53ccb26c0,NULL,2025-05-01 04:00:17,NULL,NULL,_binary '0',_binary '0',10,WORKER,2025-05-01 04:00:03,8676bb2a-387f-4171-acaf-84681621395d,5
026aa416-7d2e-49f0-87e7-ffcbf80610ad,NULL,2025-05-01 04:01:35,NULL,NULL,_binary '0',_binary '0',10,WORKER,2025-05-01 04:00:03,210acd4b-18d3-4b26-8b64-073ff381e7ad,5
027bdc4a-42c3-4d31-80a5-446c6ef61d6a,NULL,2025-05-01 04:01:15,NULL,NULL,_binary '0',_binary '0',10,WORKER,2025-05-01 04:00:03,3fc4b46d-c33c-4f8b-a53b-529cc9dbea7e,5
0298d7e6-69b2-49c9-86eb-1aba87c3c2fd,NULL,2025-05-01 04:00:08,NULL,NULL,_binary '0',_binary '0',10,WORKER,2025-05-01 04:00:03,17eec5ae-f2d1-4f49-a5d5-e78a3b7debe2,5
02992883-44c0-45af-bd78-e8904f7b6074,NULL,2025-05-01 04:00:57,NULL,NULL,_binary '0',_binary '0',10,WORKER,2025-05-01 04:00:03,40e6e8df-e8a6-4f60-a8c6-710bd6865e38,5
02a31bee-9087-44fa-82f2-68ee3b157918,NULL,2025-05-01 04:01:33,NULL,NULL,_binary '0',_binary '0',10,WORKER,2025-05-01 04:00:03,cebfcaa8-46e4-45ae-b718-7ddc64c7cdef,5
02b1cfa2-3287-4156-ae69-9c33d9de8d39,NULL,2025-05-01 04:00:09,NULL,NULL,_binary '0',_binary '0',10,WORKER,2025-05-01 04:00:03,fa9d7f3e-9720-42ca-b879-c732a184ba40,5
02bbaeb9-89e2-40be-9e7f-42905c523ced,NULL,2025-05-01 04:01:15,NULL,NULL,_binary '0',_binary '0',10,WORKER,2025-05-01 04:00:03,0e8d4fb4-4b66-4438-90e8-08e80d59e0b4,5
02db1bdd-a78f-4049-96c7-b71f8180c652,NULL,2025-05-01 04:00:07,NULL,NULL,_binary '0',_binary '0',10,WORKER,2025-05-01 04:00:03,6c549d7f-ddf1-4bae-84fa-d382ca1b3e50,5
02e953fb-b202-4852-abe6-e9b36e5fa077,NULL,2024-08-16 03:21:06,NULL,NULL,_binary '0',_binary '0',15,WORKER,2024-08-16 03:21:03,992f7c4a-eff6-4332-b7ee-976cb5963a97,4
02f2d0d2-0b2a-424a-bfbc-2ea55ed3ea12,NULL,2025-05-01 04:00:23,NULL,NULL,_binary '0',_binary '0',10,WORKER,2025-05-01 04:00:03,7d7d3c43-bac3-4de9-ad36-41597c3605ae,5
02faef12-b4c3-40f0-b624-ecd0ea8fb08a,NULL,2025-05-01 04:00:06,NULL,NULL,_binary '0',_binary '0',10,WORKER,2025-05-01 04:00:03,72022cfc-6e3c-455c-b6cf-72e230124e82,5
02fbd5ac-65cd-4ccb-b4c4-192f7031b784,NULL,2025-05-01 04:00:24,NULL,NULL,_binary '0',_binary '0',10,WORKER,2025-05-01 04:00:03,9657e91e-4c01-4891-a4fe-7c975b96fac5,5
02feb8ee-408f-45cb-8a3b-69452c2e939f,NULL,2025-05-01 04:00:58,NULL,NULL,_binary '0',_binary '0',10,WORKER,2025-05-01 04:00:03,ac078b61-ee7d-46b8-84f4-fe2b879750d5,5
031f61bd-8f5b-4ad6-9dfe-16cba4a81674,NULL,2025-05-01 04:01:04,NULL,NULL,_binary '0',_binary '0',10,WORKER,2025-05-01 04:00:03,c0fc1c8b-df0f-4f6f-ab9e-9e49fff15847,5
0320b2bf-99d7-4950-9fc3-1db4fd29f34f,NULL,2025-05-01 04:00:11,NULL,NULL,_binary '0',_binary '0',10,WORKER,2025-05-01 04:00:03,4a07cc45-72ce-4c8d-926f-e70e9275430b,5
032c0bb9-0d88-4ac8-8620-0947392ffacd,NULL,2025-05-01 04:00:31,NULL,NULL,_binary '0',_binary '0',10,WORKER,2025-05-01 04:00:03,0a07ddc8-5a6d-4a85-a885-86a12fdf53b5,5
034ceab6-7576-4978-84cc-40700149cd42,NULL,2025-05-01 04:01:06,NULL,NULL,_binary '0',_binary '0',10,WORKER,2025-05-01 04:00:03,f56a6bbc-d39c-4a3e-9612-f77f4934bddc,5
0352ee0d-21b1-4497-a845-5bed0409ee99,NULL,2025-05-01 04:01:05,NULL,NULL,_binary '0',_binary '0',10,WORKER,2025-05-01 04:00:03,a41846a2-6c0a-45d6-a69d-baca831a9441,5
036357cc-e4cd-45c1-8ecf-61cdc0e36fa4,NULL,2025-05-01 04:00:34,NULL,NULL,_binary '0',_binary '0',10,WORKER,2025-05-01 04:00:03,b9a1cd10-e4dc-4bbc-8e8a-a7effb2ee858,5
0367d404-b4ff-4384-b35e-70b265d64b1e,NULL,2025-05-01 04:01:40,NULL,NULL,_binary '0',_binary '0',10,WORKER,2025-05-01 04:00:03,0de8245d-db14-40e7-ae9b-5b03ab00d503,5
03728907-bbb0-4134-a25d-e18330e67383,NULL,2025-05-01 04:00:26,NULL,NULL,_binary '0',_binary '0',10,WORKER,2025-05-01 04:00:03,6131159c-359b-48c8-b024-46e1c7a44505,5
037538a4-b664-49e4-a194-7beb3fbf3123,NULL,2025-05-01 04:00:54,NULL,NULL,_binary '0',_binary '0',10,WORKER,2025-05-01 04:00:03,9b9f7420-589a-4686-9361-02135094378b,5
03780ae8-0f2a-4d00-8cf1-6cdf055249f9,NULL,2025-05-01 04:01:35,NULL,NULL,_binary '0',_binary '0',10,WORKER,2025-05-01 04:00:03,a8b43c78-774c-4dfb-b422-e95c6d4391f1,5
037f8a63-8795-4089-9530-28df5b4012dd,NULL,2025-05-01 04:01:46,NULL,NULL,_binary '0',_binary '0',10,WORKER,2025-05-01 04:00:03,c5e25632-05cc-4f6f-8f71-0978cc3b8302,5
03869ff6-c3be-453e-bd1b-10dac2175d3a,NULL,2025-05-01 04:01:24,NULL,NULL,_binary '0',_binary '0',10,WORKER,2025-05-01 04:00:03,34a9f337-5933-4be0-b481-98c5c8c4f906,5
039dc068-eac8-4aea-acc7-394a0cd40b1c,NULL,2025-05-01 04:00:37,NULL,NULL,_binary '0',_binary '0',10,WORKER,2025-05-01 04:00:03,3c76502d-e06f-43ba-958a-fccf59e7eb07,5
03a3efd8-c0d8-41e8-9f52-fde1815d59f5,NULL,2025-05-01 04:01:50,NULL,NULL,_binary '0',_binary '0',10,WORKER,2025-05-01 04:00:03,a810731f-beed-4b22-94b5-3c4e81a35493,5
03be6724-777a-4f6d-a301-ac9ea8786e51,NULL,2025-05-01 04:00:41,NULL,NULL,_binary '0',_binary '0',10,WORKER,2025-05-01 04:00:03,84932eb6-7fd9-4f06-b6f2-70d3a50333fc,5
03c867d6-4ce4-433f-b183-411c40f16700,NULL,2025-05-01 04:00:12,NULL,NULL,_binary '0',_binary '0',10,WORKER,2025-05-01 04:00:03,31cedc4d-7e59-4609-b2e1-6dad1d7f36a1,5
03c95b9b-55b7-4176-bdfc-c2f7a0a0d50d,NULL,2025-05-01 04:01:19,NULL,NULL,_binary '0',_binary '0',10,WORKER,2025-05-01 04:00:03,a92f0b20-387b-4076-892f-bc32a9a2dabe,5
03d0fa3c-3e0c-4094-a454-1b0356477ed0,NULL,2025-05-01 04:01:43,NULL,NULL,_binary '0',_binary '0',10,WORKER,2025-05-01 04:00:03,7b09c36d-0be5-40cb-bdae-50e1fe428dcf,5
03d47249-ec8b-40f3-9ed8-cb15672dc0a3,NULL,2025-05-01 04:01:23,NULL,NULL,_binary '0',_binary '0',10,WORKER,2025-05-01 04:00:03,aae16d08-a4ac-41f4-94ab-c7b04cd6b3cf,5
03de9f7b-3055-48cc-a60a-de966389a7d9,NULL,2025-05-01 04:00:24,NULL,NULL,_binary '0',_binary '0',10,WORKER,2025-05-01 04:00:03,5a1ab3bb-9b9d-4de3-8029-75b15818c451,5
03e06ae4-10be-4b4f-879b-2160c12451c1,NULL,2025-05-01 04:01:11,NULL,NULL,_binary '0',_binary '0',10,WORKER,2025-05-01 04:00:03,3c6c3003-0e9a-47df-80a2-8ea78ef51f40,5
03f23e4b-4301-4b35-a69b-5954713797e3,NULL,2025-05-01 04:01:25,NULL,NULL,_binary '0',_binary '0',10,WORKER,2025-05-01 04:00:03,c9a281d1-7417-4e55-adfe-0904672c89a2,5
03f2fb93-176d-4994-83b7-9e7c08187c9f,NULL,2025-05-01 04:01:43,NULL,NULL,_binary '0',_binary '0',10,WORKER,2025-05-01 04:00:03,8b62d75e-1a55-4f01-9e19-e12bce1ce8c2,5
0407250e-636f-4d23-9fc8-bfef6935fd03,NULL,2025-05-01 04:01:23,NULL,NULL,_binary '0',_binary '0',10,WORKER,2025-05-01 04:00:03,83f7612e-656d-4823-8240-178b9b983683,5
040b5027-6b3c-4f35-90f5-27af45ba5e41,NULL,2024-08-14 07:54:02,NULL,NULL,_binary '',_binary '',56889720,SUBCONTRACTOR,2024-08-14 07:54:02,a3d2b1e9-d64f-46b7-85f5-af83442a5547,1
040bf30e-84b8-4272-a2d2-1d027630c0fa,NULL,2025-05-01 04:01:25,NULL,NULL,_binary '0',_binary '0',10,WORKER,2025-05-01 04:00:03,c01fd52d-daab-4180-b8a5-2ad774911864,5
040c78ec-ca63-4fe9-b878-b173bb73ead4,NULL,2025-05-01 04:01:14,NULL,NULL,_binary '0',_binary '0',10,WORKER,2025-05-01 04:00:03,5d3c591f-5c75-48e4-86ae-b38fc19bfde0,5
041be050-a3f4-4240-857a-2889594a2bb0,NULL,2025-05-01 04:01:13,NULL,NULL,_binary '0',_binary '0',10,WORKER,2025-05-01 04:00:03,6c68eb03-c45d-4bf3-9fcc-1be0fd8d2cc7,5
04220d19-80f5-4fd6-85aa-2797b34ae96e,NULL,2025-05-01 04:00:44,NULL,NULL,_binary '0',_binary '0',10,WORKER,2025-05-01 04:00:03,22392590-2d87-4ccb-a2a5-653bac5bb5c8,5
042fa964-0115-4384-b457-36f611e0ebe4,NULL,2025-05-01 04:01:32,NULL,NULL,_binary '0',_binary '0',10,WORKER,2025-05-01 04:00:03,4cfbfd4d-0f37-4338-a3e1-32e5baf45276,5
043c667c-f916-4f54-b68f-31a47cf64cd4,NULL,2025-05-01 04:00:14,NULL,NULL,_binary '0',_binary '0',10,WORKER,2025-05-01 04:00:03,d29fc4b2-a608-4724-bcf9-6416ff28b10a,5
04470d05-6594-43ef-ac16-4cfa2f3e4983,NULL,2025-05-01 04:00:18,NULL,NULL,_binary '0',_binary '0',10,WORKER,2025-05-01 04:00:03,ebb2cde3-6c79-4bab-ab1e-cbd1b19cd73d,5
04480c2e-d5af-4790-88be-d8b31a675b2b,NULL,2024-12-01 05:14:29,NULL,NULL,_binary '0',_binary '0',10,WORKER,2024-12-01 05:14:29,44915c19-af43-4341-a5d6-c8dda2695585,3
044a1a00-8b50-43e6-80f2-2d23867fb2f7,NULL,2025-05-01 04:01:52,NULL,NULL,_binary '0',_binary '0',10,WORKER,2025-05-01 04:00:03,f87fb8d5-2a4f-4297-8d5c-d382d29028e1,5
045cfed6-2c99-4ac4-9589-c0ca2dd0df1f,NULL,2025-05-01 04:01:31,NULL,NULL,_binary '0',_binary '0',10,WORKER,2025-05-01 04:00:03,7a8f83d8-4935-48e7-971e-05176db26fa4,5
0464db0d-1371-434b-aba2-2c890280a68b,NULL,2025-05-01 04:00:09,NULL,NULL,_binary '0',_binary '0',10,WORKER,2025-05-01 04:00:03,a1e4d9aa-a671-4434-b4a1-e7360592d924,5
04700e91-d339-49c2-bbf4-b81d8bf48701,NULL,2025-05-01 04:00:09,NULL,NULL,_binary '0',_binary '0',10,WORKER,2025-05-01 04:00:03,16696a77-3d13-4378-a94d-0d629515f453,5
04905fd4-8ce7-46c9-9581-5daf12812bf2,NULL,2025-05-01 04:00:13,NULL,NULL,_binary '0',_binary '0',10,WORKER,2025-05-01 04:00:03,7f25ee43-a04d-4fbb-b8de-67a1fd6a7417,5
04af66db-153c-4dea-bd91-24b46ac223cc,NULL,2025-05-01 04:00:55,NULL,NULL,_binary '0',_binary '0',10,WORKER,2025-05-01 04:00:03,d6035551-c62d-4161-bf5f-3febd054f5e9,5
04cc9188-8d0d-4e2a-a2d4-96e004242648,NULL,2025-05-01 04:01:51,NULL,NULL,_binary '0',_binary '0',10,WORKER,2025-05-01 04:00:03,69cba75e-92ed-47c4-a9a3-e264a8545a0d,5
04ccafd5-542b-416d-ac85-8431a2f21c4e,NULL,2025-05-01 04:00:10,NULL,NULL,_binary '0',_binary '0',10,WORKER,2025-05-01 04:00:03,552af024-20bf-41cf-a2f2-8df1e7687a61,5
04d2b5eb-4a11-4d74-9a0c-94af2f3c8fef,NULL,2025-05-01 04:00:36,NULL,NULL,_binary '0',_binary '0',10,WORKER,2025-05-01 04:00:03,b5f376e7-c193-47dc-8fdc-2fed66aaf286,5
04d35c4f-98b6-4c52-a2b4-ef81bb5bcc9d,NULL,2025-05-01 04:01:46,NULL,NULL,_binary '0',_binary '0',10,WORKER,2025-05-01 04:00:03,bd4be11d-025c-4dbb-b17e-cebe5f642dd1,5
04d5bc17-a716-4ce1-881f-b36d683ff112,NULL,2025-05-01 04:00:33,NULL,NULL,_binary '0',_binary '0',10,WORKER,2025-05-01 04:00:03,47e86118-e8fd-44ed-b052-ef0efcd4b6e2,5
04da4b39-6b4c-4a0f-a878-571a5bdd37a1,NULL,2025-05-01 04:00:41,NULL,NULL,_binary '0',_binary '0',10,WORKER,2025-05-01 04:00:03,13ee9ba2-91e5-4844-9ef3-7220f3443b9e,5
04e1e394-3df0-42d6-8c1d-42b06637350f,NULL,2025-05-01 04:00:37,NULL,NULL,_binary '0',_binary '0',10,WORKER,2025-05-01 04:00:03,a7d27f6f-1d95-4fa9-9ca0-3c543dfa4a2f,5
050459e5-deab-4289-acd8-8cd90e9ed857,NULL,2025-05-01 04:00:39,NULL,NULL,_binary '0',_binary '0',10,WORKER,2025-05-01 04:00:03,c942a319-77d6-4be1-b101-851f5fe0e7f6,5
050c2ad1-d182-40c3-8dc4-70c9c1b736ee,NULL,2024-08-14 07:57:08,NULL,NULL,_binary '0',_binary '0',10,WORKER,2024-08-14 07:57:03,647a3680-2bbf-4dd2-8fd8-604be4a7a09d,5
050cbbbc-d5f0-4388-a14c-028401cd2aed,NULL,2025-05-01 04:01:43,NULL,NULL,_binary '0',_binary '0',10,WORKER,2025-05-01 04:00:03,0bae15d7-e6fd-48a4-ab63-7bef28212186,5
051776c9-bce8-49af-b676-20e0c20b2208,NULL,2025-05-01 04:00:01,NULL,NULL,_binary '0',_binary '0',40,SUBCONTRACTOR,2025-05-01 04:00:01,a3d2b1e9-d64f-46b7-85f5-af83442a5547,7
051872a6-b03a-4098-b1e8-dde14605701c,NULL,2025-05-01 04:00:21,NULL,NULL,_binary '0',_binary '0',10,WORKER,2025-05-01 04:00:03,c0995f17-05dd-43da-abc1-0d664e488b97,5
05228488-f1b0-42f3-8c52-110cfb1cde4b,NULL,2025-05-01 04:01:41,NULL,NULL,_binary '0',_binary '0',10,WORKER,2025-05-01 04:00:03,c7f3f717-a75a-4cd5-9cf9-94dfcce2b574,5
052c8409-f35d-40ed-8430-c047bb1e99e9,NULL,2025-05-01 04:02:05,NULL,NULL,_binary '0',_binary '0',10,WORKER,2025-05-01 04:00:03,d7c7e228-6299-4308-b44b-4b76d7ff7821,5
0532045a-d630-4176-a59a-469e0b0cf1c9,NULL,2025-05-01 04:00:07,NULL,NULL,_binary '0',_binary '0',10,WORKER,2025-05-01 04:00:03,ded1906c-8c06-4531-9abd-9d879abd3b28,5
0532f0bb-bd10-46cf-a17f-a2ed24eba926,NULL,2025-05-01 04:00:12,NULL,NULL,_binary '0',_binary '0',10,WORKER,2025-05-01 04:00:03,64dff4c5-9a88-4f9b-8cc2-d3397f361a53,5
