id,created_by,created_date,updated_by,updated_date,change_request_status,cost,line_item,quantity,unit,change_request_id,amount
19bbc3a9-8157-4237-b686-159c89d0cdf3,8e9967a6-5915-45d4-a25e-11b1876d18df,2024-08-22 09:23:53,8e9967a6-5915-45d4-a25e-11b1876d18df,2024-08-22 09:23:53,_binary '',1,fde99cad-3c72-4cfa-9359-875cb4ec7cda,1,3a34a3dd-ddd0-4554-9d19-6501b5bd3dcb,bba40867-3d4a-4a6b-ad79-311e0c59eb72,1
1a82c7f8-0e85-4c4f-8ecf-d2a87ca0fbdf,1c414d9d-c37d-47cd-9f7d-882d51abb8e6,2024-03-28 12:02:42,1c414d9d-c37d-47cd-9f7d-882d51abb8e6,2024-03-28 12:02:42,_binary '',80,69479d06-4f34-4f01-92be-c09c7b6f79d3,1,3a34a3dd-ddd0-4554-9d19-6501b5bd3dcb,eedab9de-2c6e-4993-b4de-60d1d944d908,80
1d60db84-e5a2-479d-b279-83261b585242,c1e99329-85c4-457f-9e56-40760d57aff5,2024-05-09 09:33:13,c1e99329-85c4-457f-9e56-40760d57aff5,2024-05-09 09:33:13,_binary '',44,fb590466-53fc-48da-a201-e364f1988b60,10,3a34a3dd-ddd0-4554-9d19-6501b5bd3dcb,01f16eaf-dad3-478b-a944-d9602148bd1e,440
1f76d230-f2b4-456c-b023-63d12d76fca5,1c414d9d-c37d-47cd-9f7d-882d51abb8e6,2024-03-28 09:41:32,1c414d9d-c37d-47cd-9f7d-882d51abb8e6,2024-03-28 09:41:32,_binary '',55,69479d06-4f34-4f01-92be-c09c7b6f79d3,111,3a34a3dd-ddd0-4554-9d19-6501b5bd3dcb,5fb1d360-e3de-47ad-aed7-841ac1d6ec9f,6105
23d3d3a6-3cfc-4a01-8349-009ef74e93e0,b91189e3-47b3-44b1-a685-0252e97c7d1c,2024-04-23 11:14:28,b91189e3-47b3-44b1-a685-0252e97c7d1c,2024-04-23 11:14:28,_binary '',10,5c9aed16-a780-4d1c-bc8f-32696abf4531,10,d0a4bd70-6e24-4df8-8ecc-2ef852139a60,132e7679-27d1-43ab-80ef-a0ad3f913036,100
261f4be9-63fc-4277-95e5-7e4627082fe3,a3d2b1e9-d64f-46b7-85f5-af83442a5547,2024-02-12 09:22:34,a3d2b1e9-d64f-46b7-85f5-af83442a5547,2024-02-12 09:22:34,_binary '',10,4db9344e-ab62-4473-9626-5572f0306e5c,1,d0a4bd70-6e24-4df8-8ecc-2ef852139a60,ade73bfe-6db9-4a2e-8be8-b8adf0dc6b9a,10
28d94397-fed8-4fa5-b4f6-8ac7b3591fa0,73c35bda-c637-4513-a758-b9491df12540,2024-08-22 11:04:10,73c35bda-c637-4513-a758-b9491df12540,2024-08-22 11:04:10,_binary '',111111,d3a5d19d-fee8-4c7d-8328-196f69bd76ef,140,3a34a3dd-ddd0-4554-9d19-6501b5bd3dcb,836e9bbf-3ce8-4884-ba8c-f64b06e41b32,15555540
33c0e0b7-a632-498b-8605-b8be19403074,1c414d9d-c37d-47cd-9f7d-882d51abb8e6,2024-03-28 08:57:55,1c414d9d-c37d-47cd-9f7d-882d51abb8e6,2024-03-28 08:57:55,_binary '',4545,4032b56a-5e99-47a3-9d95-4e8cb9b337c1,40,3a34a3dd-ddd0-4554-9d19-6501b5bd3dcb,7c7ba250-82f5-4656-a80f-e75d597468a1,181800
37ffa7e9-ed30-4beb-94c2-d6d9a444cb3c,b91189e3-47b3-44b1-a685-0252e97c7d1c,2024-08-28 01:11:12,b91189e3-47b3-44b1-a685-0252e97c7d1c,2024-08-28 01:11:12,_binary '',11111,0be556ea-0a38-4276-b4ae-21c1b887bc3d,10,25287602-4727-4b94-8f8c-35d7676fc7e5,0db5da56-ad40-437e-b66d-9057364860f1,111110
3e5e68d9-f086-4ff7-9d2b-11937d47950e,c1e99329-85c4-457f-9e56-40760d57aff5,2024-05-09 09:17:24,c1e99329-85c4-457f-9e56-40760d57aff5,2024-05-09 09:17:24,_binary '',12,629c20b4-8049-44e5-be75-29b97d290411,13,d0a4bd70-6e24-4df8-8ecc-2ef852139a60,f5aad0c4-dd4e-43fb-aa60-147d2f7b0499,156
3e5fd74b-a91d-4299-bc50-eec66eaa9525,8e9967a6-5915-45d4-a25e-11b1876d18df,2024-08-22 09:34:53,8e9967a6-5915-45d4-a25e-11b1876d18df,2024-08-22 09:34:53,_binary '',10,cd3c8097-909b-4f75-9f95-80aae43d57dd,11,3a34a3dd-ddd0-4554-9d19-6501b5bd3dcb,0e2a0a35-5b56-4d68-81a0-64719ccee23c,110
41b7badb-2b5e-49a3-8494-b32d2e1f0197,a3d2b1e9-d64f-46b7-85f5-af83442a5547,2024-07-01 22:40:15,a3d2b1e9-d64f-46b7-85f5-af83442a5547,2024-07-01 22:40:15,_binary '',1515,0d664cd0-a9d4-46e9-8eef-7d2f52cbf4d3,0,3a34a3dd-ddd0-4554-9d19-6501b5bd3dcb,79aa728d-130f-4f45-acfe-40dce347e6cc,0
4590a2f1-0574-404f-9701-59df3dace6d0,b91189e3-47b3-44b1-a685-0252e97c7d1c,2024-08-28 01:05:23,b91189e3-47b3-44b1-a685-0252e97c7d1c,2024-08-28 01:05:23,_binary '',11111,0be556ea-0a38-4276-b4ae-21c1b887bc3d,10,25287602-4727-4b94-8f8c-35d7676fc7e5,7ed50525-b8d7-4319-885c-0279a9355763,111110
4a296cf4-26f3-42ad-8b94-f895d4c27840,1c414d9d-c37d-47cd-9f7d-882d51abb8e6,2024-03-28 12:02:42,1c414d9d-c37d-47cd-9f7d-882d51abb8e6,2024-03-28 12:02:42,_binary '',90,4032b56a-5e99-47a3-9d95-4e8cb9b337c1,2,3a34a3dd-ddd0-4554-9d19-6501b5bd3dcb,eedab9de-2c6e-4993-b4de-60d1d944d908,180
500388ff-5bd2-435e-9d96-34e6dbd638d2,73c35bda-c637-4513-a758-b9491df12540,2024-08-27 10:07:29,73c35bda-c637-4513-a758-b9491df12540,2024-08-27 10:07:29,_binary '',666666666,d3a5d19d-fee8-4c7d-8328-196f69bd76ef,666660,3a34a3dd-ddd0-4554-9d19-6501b5bd3dcb,738771b6-1bb7-4c11-8d94-d3eddfa55637,444439999555560
55a12bd0-5ed9-41a0-a246-5e6b25882b2d,3f8eb79e-f046-4317-adee-7b916a3ee09e,2024-04-17 12:08:16,3f8eb79e-f046-4317-adee-7b916a3ee09e,2024-04-17 12:08:16,_binary '',66,f38ac1d2-b2e7-40c8-8336-a22677d0fb92,10,3a34a3dd-ddd0-4554-9d19-6501b5bd3dcb,17e04c25-9418-45ea-82f9-c9eb569b177c,660
57d7a8eb-e82f-4261-b463-6af264aa014e,8e9967a6-5915-45d4-a25e-11b1876d18df,2024-08-22 09:27:28,8e9967a6-5915-45d4-a25e-11b1876d18df,2024-08-22 09:27:28,_binary '',1,60a37b73-bda2-4a2e-9984-82eee87054bb,1,3a34a3dd-ddd0-4554-9d19-6501b5bd3dcb,42e8e9f3-daf1-48d7-a14b-504f8992b70a,1
5a0359d2-1edd-402a-b4e4-069e2d339de2,a3d2b1e9-d64f-46b7-85f5-af83442a5547,2024-02-26 12:19:38,a3d2b1e9-d64f-46b7-85f5-af83442a5547,2024-02-26 12:19:38,_binary '',1223,0e92b9b9-1c08-41b5-a0fd-351b7b9d78ab,110,3a34a3dd-ddd0-4554-9d19-6501b5bd3dcb,cde670a0-f2f2-4877-a3a2-ac6ec47562b6,134530
5b5ed340-a5b4-4ce7-bf64-5ab4ff8c7c06,b91189e3-47b3-44b1-a685-0252e97c7d1c,2024-08-27 12:41:05,b91189e3-47b3-44b1-a685-0252e97c7d1c,2024-08-27 12:41:05,_binary '',1,5c16828e-2b97-4107-9ff6-7d54fd651791,1,25287602-4727-4b94-8f8c-35d7676fc7e5,5e3b524c-268f-449e-b80a-956e37930db2,1
5c8d9709-18b1-46aa-8e5a-be68e8c35218,1c414d9d-c37d-47cd-9f7d-882d51abb8e6,2024-04-08 09:46:10,1c414d9d-c37d-47cd-9f7d-882d51abb8e6,2024-04-08 09:46:10,_binary '',15,af1fe4c0-9d45-473d-9b23-afb677cc580e,10,3a34a3dd-ddd0-4554-9d19-6501b5bd3dcb,7474f305-888c-4f1c-afe3-659ae849bde3,150
5e30e814-c5ec-451e-90be-0baa34f0068f,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-04-19 06:55:50,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-04-19 06:55:50,_binary '',554,9d35ed49-b1a1-4af9-a2eb-447da3fb2562,0,25287602-4727-4b94-8f8c-35d7676fc7e5,9b2e557f-6d1f-44b9-936d-096ec46ffcba,0
5fd4218a-feb2-4237-8d50-86e7fbbff152,c1e99329-85c4-457f-9e56-40760d57aff5,2024-04-18 10:53:44,c1e99329-85c4-457f-9e56-40760d57aff5,2024-04-18 10:53:44,_binary '',4,629c20b4-8049-44e5-be75-29b97d290411,0,25287602-4727-4b94-8f8c-35d7676fc7e5,750c1f3d-5487-49d7-aba0-e9c67a1e737a,0
606ec686-4b96-48a0-94f1-5d1a5f6455d3,b91189e3-47b3-44b1-a685-0252e97c7d1c,2024-08-28 09:16:57,b91189e3-47b3-44b1-a685-0252e97c7d1c,2024-08-28 09:16:57,_binary '',111,0be556ea-0a38-4276-b4ae-21c1b887bc3d,110,d0a4bd70-6e24-4df8-8ecc-2ef852139a60,0a83b890-ef12-4d55-93b0-0a2a39bbf3f1,12210
6660d574-96a3-4554-b342-b2c3ba2e8502,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-07-16 11:11:32,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-07-16 11:11:32,_binary '',100,44c034e9-37b8-418f-bac4-1f78b83a5d0f,120,3a34a3dd-ddd0-4554-9d19-6501b5bd3dcb,d9109763-564b-44c9-9d69-d42fd2100bb3,12000
6867fe0b-3d47-4e18-93e4-fbac66397a7c,8e9967a6-5915-45d4-a25e-11b1876d18df,2024-07-10 07:17:00,8e9967a6-5915-45d4-a25e-11b1876d18df,2024-07-10 07:17:00,_binary '',1,4ff3a960-85fc-48a5-bfd1-48c769b816b2,1,3a34a3dd-ddd0-4554-9d19-6501b5bd3dcb,79cce3fb-24f8-4ca8-920a-a8fb43b72743,1
7dedc0f8-2266-4cda-b36f-684a84127ae9,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-04-04 10:03:28,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-04-04 10:03:28,_binary '',20,7ab3f201-6ebf-44ca-9eec-18dad175e2a0,10,53511119-55ee-4add-9d8c-a8ca8da35b59,e1b9f617-d6be-425c-8be6-34e23f8435b6,200
801beb66-4924-42b2-b8cf-865e81deddd7,73c35bda-c637-4513-a758-b9491df12540,2024-08-28 09:21:14,73c35bda-c637-4513-a758-b9491df12540,2024-08-28 09:21:14,_binary '',111,0be556ea-0a38-4276-b4ae-21c1b887bc3d,111110,3a34a3dd-ddd0-4554-9d19-6501b5bd3dcb,97e95489-1c9e-4d36-a920-e7fe2ab650ce,12333210
85bc8c21-8583-4637-a9ac-34222b55eaeb,8e9967a6-5915-45d4-a25e-11b1876d18df,2024-08-22 09:33:25,8e9967a6-5915-45d4-a25e-11b1876d18df,2024-08-22 09:33:25,_binary '',1,b3e28ca8-e2c7-4beb-b6ca-10c15998a7cb,1,3a34a3dd-ddd0-4554-9d19-6501b5bd3dcb,602b6f14-725e-4716-9099-491354db5c7d,1
87ae90aa-82ec-4648-93f6-3a6bca1ff482,1c414d9d-c37d-47cd-9f7d-882d51abb8e6,2024-03-27 04:36:02,1c414d9d-c37d-47cd-9f7d-882d51abb8e6,2024-03-27 04:36:02,_binary '',66,315c5e0f-1d9d-45bd-84a0-6388bf054329,450,3a34a3dd-ddd0-4554-9d19-6501b5bd3dcb,9a504f3d-fe23-4b09-b568-edafdd98d574,29700
88ec6f86-90d2-4942-8319-97dc60405d11,a3d2b1e9-d64f-46b7-85f5-af83442a5547,2024-02-26 11:41:26,a3d2b1e9-d64f-46b7-85f5-af83442a5547,2024-02-26 11:41:26,_binary '',159875,3729d3ba-e85b-4332-bc9d-efa4122b5aef,1410,53511119-55ee-4add-9d8c-a8ca8da35b59,5fb9d955-7af7-4aa0-bd6a-2d812562042d,225423750
899141a8-534b-4392-a2a3-b931abc27c26,1c414d9d-c37d-47cd-9f7d-882d51abb8e6,2024-03-28 05:08:38,1c414d9d-c37d-47cd-9f7d-882d51abb8e6,2024-03-28 05:08:38,_binary '',500,69479d06-4f34-4f01-92be-c09c7b6f79d3,5000,3a34a3dd-ddd0-4554-9d19-6501b5bd3dcb,ddb23877-e706-4836-bfc8-79351e18ca69,2500000
8ae09004-13ce-4d3b-93c4-e9562aea433d,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-05-09 09:23:09,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-05-09 09:23:09,_binary '',50,9d35ed49-b1a1-4af9-a2eb-447da3fb2562,10,25287602-4727-4b94-8f8c-35d7676fc7e5,fdd4851b-3e27-44b0-94bc-af96fcc9b32f,500
91998af2-ff2a-46fe-95b4-14c778ef3446,b91189e3-47b3-44b1-a685-0252e97c7d1c,2024-08-28 03:12:24,b91189e3-47b3-44b1-a685-0252e97c7d1c,2024-08-28 03:12:24,_binary '',11111,0be556ea-0a38-4276-b4ae-21c1b887bc3d,10,25287602-4727-4b94-8f8c-35d7676fc7e5,e6880763-8e65-4ff8-89f6-8186bbb2f1a5,111110
9b1e26d2-fc61-4b4f-9d43-3c2a178cf797,a3d2b1e9-d64f-46b7-85f5-af83442a5547,2024-02-12 09:22:34,a3d2b1e9-d64f-46b7-85f5-af83442a5547,2024-02-12 09:22:34,_binary '',10,cb1a6bea-fc62-4b82-8f31-bec26f10602e,10,53511119-55ee-4add-9d8c-a8ca8da35b59,ade73bfe-6db9-4a2e-8be8-b8adf0dc6b9a,100
9fe4e9e1-5acb-4e55-be01-9a43caecdd24,8e9967a6-5915-45d4-a25e-11b1876d18df,2024-04-04 10:04:12,8e9967a6-5915-45d4-a25e-11b1876d18df,2024-04-04 10:04:12,_binary '',10,7ab3f201-6ebf-44ca-9eec-18dad175e2a0,10,53511119-55ee-4add-9d8c-a8ca8da35b59,123ca800-ca68-46b4-b9cf-c1886c63241e,100
a167b334-cb58-47b0-8880-a58f5a0a9409,b91189e3-47b3-44b1-a685-0252e97c7d1c,2024-08-27 12:49:37,b91189e3-47b3-44b1-a685-0252e97c7d1c,2024-08-27 12:49:37,_binary '',1,b7817aff-a79b-4cf7-a534-c3b39b47dde3,1,3a34a3dd-ddd0-4554-9d19-6501b5bd3dcb,62e4f8ac-a2b8-419e-8c4a-88294480d692,1
a635466f-248e-4ef7-b152-0c36394566c0,a3d2b1e9-d64f-46b7-85f5-af83442a5547,2024-01-30 06:00:30,a3d2b1e9-d64f-46b7-85f5-af83442a5547,2024-01-30 06:00:30,_binary '',66,88131686-5703-49c0-a325-0bfc9b1b4ec0,55,d0a4bd70-6e24-4df8-8ecc-2ef852139a60,4612df67-cca9-4610-95f1-e90842239b8e,3630
a6f7a2c6-985f-4535-8185-b6d4a785e59a,c1e99329-85c4-457f-9e56-40760d57aff5,2024-05-09 09:27:49,c1e99329-85c4-457f-9e56-40760d57aff5,2024-05-09 09:27:49,_binary '',100,4226e6a1-59ea-49d6-9ecd-6f78c67f14ef,150,25287602-4727-4b94-8f8c-35d7676fc7e5,66ac8d86-efe5-4769-bda6-03f94e17dc4d,15000
a72a8adc-23aa-44ff-8da5-b99531dc986c,b91189e3-47b3-44b1-a685-0252e97c7d1c,2024-08-28 09:23:21,b91189e3-47b3-44b1-a685-0252e97c7d1c,2024-08-28 09:23:21,_binary '',11111,0be556ea-0a38-4276-b4ae-21c1b887bc3d,10,25287602-4727-4b94-8f8c-35d7676fc7e5,1af78d7a-777d-4682-aa3b-88247932b0eb,111110
ae61f9ff-63a1-46a3-88e7-532dbb9a0c39,1c414d9d-c37d-47cd-9f7d-882d51abb8e6,2024-03-28 03:30:11,1c414d9d-c37d-47cd-9f7d-882d51abb8e6,2024-03-28 03:30:11,_binary '',4545,4032b56a-5e99-47a3-9d95-4e8cb9b337c1,40,3a34a3dd-ddd0-4554-9d19-6501b5bd3dcb,aeea1748-3f4c-48b3-a376-2dacd05d3970,181800
b011a8d1-8b9b-435d-a158-cc634d7c713f,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-08-29 09:00:48,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-08-29 09:00:48,_binary '',444,25a5c8bd-b8ef-4e7b-ae7d-0ccb5a7a33d6,10,3a34a3dd-ddd0-4554-9d19-6501b5bd3dcb,67e84ab9-c54e-4d7a-89d1-21959a5fadc1,4440
b430676d-c95f-4561-8e77-f9bb96cc1eea,b91189e3-47b3-44b1-a685-0252e97c7d1c,2024-08-28 03:16:22,b91189e3-47b3-44b1-a685-0252e97c7d1c,2024-08-28 03:16:22,_binary '',11111,0be556ea-0a38-4276-b4ae-21c1b887bc3d,10,25287602-4727-4b94-8f8c-35d7676fc7e5,3cb1093b-ba42-4899-a7d8-7711060be3bd,111110
b70f4556-7d3e-45a1-b073-b0c6c2666d4a,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-04-18 10:45:06,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-04-18 10:45:06,_binary '',21,9d35ed49-b1a1-4af9-a2eb-447da3fb2562,0,53511119-55ee-4add-9d8c-a8ca8da35b59,31f73724-5839-441e-a29e-45fafcb51f9e,0
b94cd8f5-f93b-4053-9b63-10a07d44406c,73c35bda-c637-4513-a758-b9491df12540,2024-08-27 09:58:13,73c35bda-c637-4513-a758-b9491df12540,2024-08-27 09:58:13,_binary '',44444,d3a5d19d-fee8-4c7d-8328-196f69bd76ef,440,d0a4bd70-6e24-4df8-8ecc-2ef852139a60,b1d7e854-8f0c-4164-aa20-fae7909d61d0,19555360
bf4e924f-7abf-419d-beef-41bcde353576,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-07-19 09:16:10,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-07-19 09:16:10,_binary '',1222,59e0d1a7-1c7b-4108-83d6-3427cc97c356,12,53511119-55ee-4add-9d8c-a8ca8da35b59,649f5649-91dc-42a7-bf24-57216d293c31,14664
c091cd35-faa1-410f-bef6-de044f07231e,3f8eb79e-f046-4317-adee-7b916a3ee09e,2024-04-16 06:53:37,3f8eb79e-f046-4317-adee-7b916a3ee09e,2024-04-16 06:53:37,_binary '',100,d92a78be-f926-464d-a936-a9a3222b376f,10,3a34a3dd-ddd0-4554-9d19-6501b5bd3dcb,a267af11-071b-4634-b16c-1258bafcf677,1000
c2b5e0ad-e740-47e4-b3bd-711bdb898b1a,b91189e3-47b3-44b1-a685-0252e97c7d1c,2024-08-28 06:33:10,b91189e3-47b3-44b1-a685-0252e97c7d1c,2024-08-28 06:33:10,_binary '',11111,0be556ea-0a38-4276-b4ae-21c1b887bc3d,10,25287602-4727-4b94-8f8c-35d7676fc7e5,4d8583f0-4160-40e0-8b3f-29d4d69aa9a4,111110
cad136bd-ca79-41a2-9c74-0c83452d329a,b91189e3-47b3-44b1-a685-0252e97c7d1c,2024-08-28 09:18:25,b91189e3-47b3-44b1-a685-0252e97c7d1c,2024-08-28 09:18:25,_binary '',111111,0be556ea-0a38-4276-b4ae-21c1b887bc3d,1110,d0a4bd70-6e24-4df8-8ecc-2ef852139a60,2c755fe4-aa54-45fb-8ce1-408a6decac8b,123333210
cefb6487-2e85-40f2-9489-cf4d36bbca85,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-04-22 11:23:43,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-04-22 11:23:43,_binary '',1234567890,cd3c8097-909b-4f75-9f95-80aae43d57dd,12,25287602-4727-4b94-8f8c-35d7676fc7e5,357e0f1f-1a42-49e4-99df-6237b33f453f,14814814680
cf77a49b-38a5-42ab-a863-528f4c796eb4,1c414d9d-c37d-47cd-9f7d-882d51abb8e6,2024-03-28 04:31:47,1c414d9d-c37d-47cd-9f7d-882d51abb8e6,2024-03-28 04:31:47,_binary '',4545,4032b56a-5e99-47a3-9d95-4e8cb9b337c1,40,3a34a3dd-ddd0-4554-9d19-6501b5bd3dcb,3b2d6bde-5b94-4dbf-95f6-7d897d5de6fe,181800
cf869305-b6e3-4f82-b8b9-eb39685b6bb6,bfe47d0d-3682-4536-8d0b-cb82274ae3dd,NULL,bfe47d0d-3682-4536-8d0b-cb82274ae3dd,NULL,_binary '',1000,96106c9c-5fd9-477d-ab28-444e8f9a14f4,1,d0a4bd70-6e24-4df8-8ecc-2ef852139a60,6d4d8a01-28fd-47da-a6d1-41ef0c9830ee,1000
d0677a45-e08e-424c-a89e-09521c695061,8e9967a6-5915-45d4-a25e-11b1876d18df,2024-08-22 09:36:04,8e9967a6-5915-45d4-a25e-11b1876d18df,2024-08-22 09:36:04,_binary '',20,eecb82d2-1a89-4339-b6c8-80fdddccdb23,10,53511119-55ee-4add-9d8c-a8ca8da35b59,e2d6c754-bc08-4d82-ad4c-59d4985950bd,200
dad78e15-b208-41e7-b7d1-e0e5d55922fa,a3d2b1e9-d64f-46b7-85f5-af83442a5547,2024-02-12 09:45:53,a3d2b1e9-d64f-46b7-85f5-af83442a5547,2024-02-12 09:45:53,_binary '',15,3fdb7fd1-d38a-4cc9-9cde-3fcb8866b8f6,55,53511119-55ee-4add-9d8c-a8ca8da35b59,04017365-feaa-4ae3-97c6-bc7e400b2d4c,825
daf7a1ff-010b-4812-996d-857e9e77210f,8e9967a6-5915-45d4-a25e-11b1876d18df,2024-04-23 11:19:34,8e9967a6-5915-45d4-a25e-11b1876d18df,2024-04-23 11:19:34,_binary '',10,fd8b8815-e42e-4db4-aa09-a572082b47bc,10,53511119-55ee-4add-9d8c-a8ca8da35b59,c31fb6e3-45f0-4120-864c-56127e92d6eb,100
db83d461-8d70-4ae3-8db0-dbb3b801a3ed,c1e99329-85c4-457f-9e56-40760d57aff5,2024-02-12 10:08:01,c1e99329-85c4-457f-9e56-40760d57aff5,2024-02-12 10:08:01,_binary '',11,ab5ca425-581b-42f2-a3e9-5b13a0ac1be7,5,25287602-4727-4b94-8f8c-35d7676fc7e5,5acacb36-e70b-42c7-a4ea-4422d4d6c111,55
e5a5a353-f9de-4c8d-a95a-6e3eddefd597,8e9967a6-5915-45d4-a25e-11b1876d18df,2024-08-22 07:22:25,8e9967a6-5915-45d4-a25e-11b1876d18df,2024-08-22 07:22:25,_binary '',1,1fab9211-e7fd-4e06-a968-f82c5d355aea,1,3a34a3dd-ddd0-4554-9d19-6501b5bd3dcb,0e13dca1-0916-4cf6-9d80-678dac5f1f37,1
ed60150a-bda6-4a8b-a47a-a03114cf1e99,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-04-19 06:38:00,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-04-19 06:38:00,_binary '',123123,59e0d1a7-1c7b-4108-83d6-3427cc97c356,123213,53511119-55ee-4add-9d8c-a8ca8da35b59,cf900759-64be-4731-a132-f17c68e1f0c1,15170354199
