id,created_by,created_date,updated_by,updated_date,amount,has_advance_payment,name,percentage,change_request_id,jobsite_id
0d0b5ac5-b38f-4992-a424-aab8e8792c56,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-02-05 05:52:09,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-02-05 05:52:09,54,_binary '0',MS,100,NULL,45422f5b-4f21-4a09-a0f9-37bbbbfd4e4a
0d0f6427-b165-4f48-9857-ff465a753fd0,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-01-30 11:29:57,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-01-30 11:29:57,0,_binary '0',M2,100,NULL,4a2ad588-cb7f-43bb-b50c-1de22190f638
0dd7eb85-6f1c-40c5-bba5-ac323e0292c5,b91189e3-47b3-44b1-a685-0252e97c7d1c,2024-04-25 04:40:08,b91189e3-47b3-44b1-a685-0252e97c7d1c,2024-04-25 04:40:08,1111,_binary '0',Login,100,NULL,84994e15-f534-4590-8a7d-9d3acfb3c4a2
0e0686f3-cdb9-4040-ba71-b5abbe19b0e8,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-03-28 10:46:11,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-03-28 10:46:11,2600000,_binary '0',22222222222222222,100,ddb23877-e706-4836-bfc8-79351e18ca69,d0bdd6ab-452c-4412-b1f8-71760d50ac11
0e100ee3-67b1-4194-b9ca-2970e33107f9,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-01-30 11:27:52,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-01-30 11:27:52,0,_binary '0',M1,100,NULL,474b09a4-94ed-42bc-a1df-c89d43ea2b4a
0e167ba4-721e-4150-a486-3c5302bffc35,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-03-01 09:40:58,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-03-01 09:40:58,1000,_binary '0',PRP TEST2 01-03-2024,100,NULL,ba6afd19-5ba1-4b36-b469-a3a336df33a2
0e69d815-67e7-4b40-bf03-c5c36fe4f7f9,b91189e3-47b3-44b1-a685-0252e97c7d1c,2024-06-12 06:26:05,b91189e3-47b3-44b1-a685-0252e97c7d1c,2024-06-12 06:26:05,1111111111,_binary '0',Login,100,NULL,f1d49d1d-03b1-4917-9764-32c7eab3015b
0e997d00-460d-4c33-b731-ed647cc510ea,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-04-02 04:43:53,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-04-02 04:43:53,777,_binary '0',Login,100,NULL,e3d934c7-d30e-49f2-a1a1-d172c888c9dd
0f3fa493-7721-4f34-b17c-892453c1761c,b91189e3-47b3-44b1-a685-0252e97c7d1c,2024-04-19 09:04:02,b91189e3-47b3-44b1-a685-0252e97c7d1c,2024-04-19 09:04:02,96,_binary '0',MS,100,NULL,94d74a2c-b1ad-47fa-a404-466ec6a85d6d
0f638b7e-9041-4411-9625-d9bfee64afb9,b91189e3-47b3-44b1-a685-0252e97c7d1c,2024-07-05 08:58:38,b91189e3-47b3-44b1-a685-0252e97c7d1c,2024-07-05 08:58:38,1111111111,_binary '0',TestMS,100,NULL,430cc041-790d-4e8c-b062-e577b8318ceb
0f70ce18-4a8e-4637-9eda-979d51ee8836,b91189e3-47b3-44b1-a685-0252e97c7d1c,2024-08-21 05:04:36,b91189e3-47b3-44b1-a685-0252e97c7d1c,2024-08-21 05:04:36,1111111111,_binary '0',MS,100,NULL,d421c7c2-f8ed-4e7a-ae83-98ffe78d1f4f
0f9a0cca-2960-483c-9c02-a08d819de2f1,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-02-15 04:42:55,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-02-15 04:42:55,565,_binary '0',ms,100,NULL,68cff2dd-febd-4bbd-bbdb-bfebc8a27795
10110586-bc06-455b-8c53-67addce1a4ea,b91189e3-47b3-44b1-a685-0252e97c7d1c,2024-04-25 04:40:08,b91189e3-47b3-44b1-a685-0252e97c7d1c,2024-07-04 08:47:30,561,_binary '0',Login,50,NULL,250f10fe-eacb-48ff-b975-06e896c93f64
101d9a33-8cea-46e6-b8fe-b2f69da0997f,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-03-01 09:24:05,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-03-01 09:24:05,156,_binary '0',PRP TEST 01-03-2024,100,NULL,9b8bf7b6-4162-46a0-946a-79bea0dc302f
10535b00-5486-423f-b2f5-39e03b2fb221,b91189e3-47b3-44b1-a685-0252e97c7d1c,2024-07-05 08:58:38,b91189e3-47b3-44b1-a685-0252e97c7d1c,2024-07-05 08:58:38,1111111111,_binary '0',TestMS,100,NULL,5317f40f-0904-41f5-808d-802784d45430
10f12a3a-25ec-4f6d-bf1a-393341da6357,3f8eb79e-f046-4317-adee-7b916a3ee09e,2024-02-07 05:27:17,3f8eb79e-f046-4317-adee-7b916a3ee09e,2024-02-07 05:27:17,111,_binary '0',PRP M1,100,NULL,9e1b5193-bd62-4e38-b43b-fa1b827ff2d7
10f2e101-354f-46b2-9999-792662875b0a,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-04-17 11:48:54,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-04-17 11:48:54,45,_binary '0',MS,100,NULL,5da704d9-1f80-46b3-a701-82233af451d2
1131e7d0-183b-4ed6-8ae2-e62a86153b23,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-04-17 11:48:54,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-04-17 11:48:54,45,_binary '0',MS,100,NULL,e047985b-b8cb-4761-b212-01daf33f638d
113c409f-0444-4481-81df-9cd057a3d47d,3f8eb79e-f046-4317-adee-7b916a3ee09e,2024-02-07 05:29:00,3f8eb79e-f046-4317-adee-7b916a3ee09e,2024-02-07 05:29:00,0,_binary '0',PRP M2,100,NULL,854b80af-08d4-4ab9-9012-ba7fe2f14026
115d47ab-3b34-42d9-b356-f22619afcf2c,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-02-21 05:57:49,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-02-21 05:57:49,540,_binary '0',ms,100,NULL,aac8d153-647a-49cd-a28d-aea4dd6c463d
1192298a-c5cd-47a5-ae1a-f99f79954b1a,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-01-30 11:27:52,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-01-30 11:27:52,0,_binary '0',M1,100,NULL,711667c5-4031-4af1-a622-64a079f648a9
121ec27c-2b16-4bcc-ba28-34edb90b6fe3,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-01-30 11:27:52,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-01-30 11:27:52,0,_binary '0',M1,100,NULL,9f3a4e42-4234-443b-90e9-6b39ebfacffb
124c8e09-d50e-4edc-af1d-e1eb66931871,a3d2b1e9-d64f-46b7-85f5-af83442a5547,2023-09-06 06:19:02,a3d2b1e9-d64f-46b7-85f5-af83442a5547,2023-09-06 06:19:02,0,_binary '0',New change request,100,4f912c30-b64e-462f-9909-c63ddec279b3,225e0d98-8eb2-4b85-a3da-5dd7831a9652
126c7108-a705-47c2-b1a7-efd01b1e5872,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-01-30 11:29:57,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-01-30 11:29:57,0,_binary '0',M2,100,NULL,80293cbd-1e9d-47e1-958f-f7e44c25b711
127cb277-0c29-4024-9a3b-346abf467665,b91189e3-47b3-44b1-a685-0252e97c7d1c,2024-08-21 05:03:30,b91189e3-47b3-44b1-a685-0252e97c7d1c,2024-08-21 05:03:30,1111111111,_binary '0',MS,100,NULL,db80d2ec-0d37-43e2-a5e4-d0ac1e2ea3dd
1334b8f9-8ee6-4712-9710-fb1ce28cb63b,c0f385bf-790f-431d-8dc4-1bf83ba3a392,2025-04-28 10:47:22,c0f385bf-790f-431d-8dc4-1bf83ba3a392,2025-04-28 10:47:22,207800,_binary '0',Site Preparation,20,NULL,87a364a5-c7b2-4f94-8897-35d5bb8453e0
13491716-f594-4abb-b869-3466eabe961a,b91189e3-47b3-44b1-a685-0252e97c7d1c,2024-07-05 03:38:57,b91189e3-47b3-44b1-a685-0252e97c7d1c,2024-07-05 03:38:57,11,_binary '0',Stripe method,100,NULL,7a437e55-0068-4b92-8c8d-53054e9c4d41
1385471e-3e4c-4a2b-b721-9dc5578be43c,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-02-22 12:41:27,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-02-22 12:41:27,777,_binary '0',ms,100,NULL,9b5f5676-6b2e-42dd-97de-69d861bcb294
14a7e9bc-204c-4065-9ef8-af87905a7424,b91189e3-47b3-44b1-a685-0252e97c7d1c,2024-07-04 08:47:23,b91189e3-47b3-44b1-a685-0252e97c7d1c,2024-07-04 08:47:30,561,_binary '0',Login scenario,50,NULL,8c0fd34d-84bd-450e-8b51-dd6252562f8f
14bb357c-f006-47b2-ac00-3ce1793abbbb,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-07-30 12:46:30,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-07-30 12:46:30,777,_binary '0',test ,100,NULL,6ccbbf37-6151-4e2a-a795-1dc67525e88c
14f1018a-53f6-4534-a990-a47eeedcd1c2,c0f385bf-790f-431d-8dc4-1bf83ba3a392,2025-04-28 10:48:59,c0f385bf-790f-431d-8dc4-1bf83ba3a392,2025-04-28 10:48:59,141000,_binary '0',Performance Optimization,20,NULL,d246baf6-0d26-44d0-b3b0-3927ba6fb826
15249415-9b87-4a90-a1e3-534f17db956b,b91189e3-47b3-44b1-a685-0252e97c7d1c,2024-04-23 08:55:01,b91189e3-47b3-44b1-a685-0252e97c7d1c,2024-04-23 08:55:01,65,_binary '0',Payment,100,NULL,de5cecf3-918b-484c-a569-015e776e0cf6
1547c1e4-3376-49e1-9384-6f6afcd888da,b91189e3-47b3-44b1-a685-0252e97c7d1c,2024-08-22 05:42:07,b91189e3-47b3-44b1-a685-0252e97c7d1c,2024-08-22 05:42:07,15555540,_binary '0',tes2,100,836e9bbf-3ce8-4884-ba8c-f64b06e41b32,4187013b-d1c5-4fcf-bbf8-04eb187fea4a
155c716d-5130-46a7-98a4-eb0f3dd0e983,b91189e3-47b3-44b1-a685-0252e97c7d1c,2024-08-27 04:49:05,b91189e3-47b3-44b1-a685-0252e97c7d1c,2024-08-27 04:49:05,444439999555560,_binary '0',PRP PRP PRP,100,738771b6-1bb7-4c11-8d94-d3eddfa55637,4187013b-d1c5-4fcf-bbf8-04eb187fea4a
155e38f0-9105-4daf-8d39-8d3c61188bb3,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-01-30 11:29:57,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-01-30 11:29:57,0,_binary '0',M2,100,NULL,fe39b9b9-ee13-4a6d-8809-f2e642474202
156b60c9-f98a-45cd-88f1-c9583ae0ed17,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-07-30 12:46:30,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-07-30 12:46:30,777,_binary '0',test ,100,NULL,62c8e48a-8d9b-42c8-b056-1a0a6e24e6ba
15d5c07d-b267-4744-90c4-90158fb6496b,b91189e3-47b3-44b1-a685-0252e97c7d1c,2024-07-05 04:52:41,b91189e3-47b3-44b1-a685-0252e97c7d1c,2024-07-05 04:52:41,1111111111,_binary '0',Login,100,NULL,52b4edba-e212-479f-9b72-f441f8ed5c86
163b38ee-91fb-4c8c-b530-242f5faa2784,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-01-23 07:24:17,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-01-23 07:24:17,22,_binary '0',MS,100,NULL,46a9f002-8f6d-4006-b338-c8d1623cb044
1707d621-a2e9-4a71-8faf-9f709371763b,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-01-30 11:27:52,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-01-30 11:27:52,0,_binary '0',M1,100,NULL,7f6d4559-77b3-4bab-98cd-1e67c166caba
1718f1dc-b554-4316-8cbb-5bf9e0ec7123,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-03-14 08:43:52,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-03-14 08:43:52,66,_binary '0',Logout,100,NULL,6eff64a7-4ce2-4d4f-b1f3-f91bdf6593d8
173d0e20-faa6-4339-bc1a-cb41e5dcb8a4,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-04-17 10:05:14,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-04-17 10:05:14,777,_binary '0',MS,100,NULL,de8528c8-c259-4479-8631-1dd55bf8e478
17782195-a776-4776-9bf1-9df45368066d,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-04-17 11:47:53,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-04-17 11:47:53,0,_binary '0',MS,100,NULL,384d9e8f-c233-4707-a809-5e4d5f33227e
179ed4f7-4554-4ef0-b3a4-de7b93834849,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-02-22 04:13:50,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-02-22 04:13:50,777,_binary '0',MS,100,NULL,6ec9da2b-4b80-4bca-8fda-514723342a38
17b6935e-7730-45cc-9549-8027143cabcf,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-01-30 11:29:57,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-01-30 11:29:57,0,_binary '0',M2,100,NULL,3d1b7d20-48ef-493e-898d-a5495cb9e69d
17b6afbd-787d-4160-a0b3-a555d9c9a7cc,8e9967a6-5915-45d4-a25e-11b1876d18df,2024-08-22 07:29:22,8e9967a6-5915-45d4-a25e-11b1876d18df,2024-08-22 07:29:22,200,_binary '0',Hsz test for second jobsite,100,e1b9f617-d6be-425c-8be6-34e23f8435b6,3adb2b79-1b51-4c9b-98e0-cfcd20ff2119
189802bd-590e-45c5-9802-6e11d4d50502,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-01-30 11:29:57,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-01-30 11:29:57,0,_binary '0',M2,100,NULL,d4798378-d04c-437d-85e5-6c2dee2646b1
18c1e008-6924-4b46-88f5-e3282bdca4a9,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-01-30 11:29:57,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-01-30 11:29:57,0,_binary '0',M2,100,NULL,72d8b53b-25d6-4fed-972a-e990ce931c02
18f71ac9-c598-4e3e-80c0-e97a290ebbf7,19430a8c-6324-4105-8fc5-b7973e8f5d7f,2023-09-01 12:24:30,19430a8c-6324-4105-8fc5-b7973e8f5d7f,2023-09-01 12:26:47,0,_binary '0',MS1,100,NULL,308dbea4-584d-4b3e-95ef-3bf1ef777c40
196c6656-47ac-4652-bdb1-d6f669d7ed03,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-07-30 12:46:30,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-07-30 12:46:30,777,_binary '0',test ,100,NULL,3e440195-0925-4360-89ae-84009fa64a5e
19d8e7a1-70aa-49aa-a0ca-7ffcf2119916,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-05-28 04:02:34,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-05-28 04:02:34,11,_binary '0',JobJunction fix rate mi,100,NULL,9394bd38-1fd2-4290-a538-c97722eb9403
1a042568-a749-4193-a00f-bdb965f04dee,c8367fc3-d459-4b83-b48b-37521e6d4795,2022-11-21 08:50:04,c8367fc3-d459-4b83-b48b-37521e6d4795,2022-11-21 08:50:04,1000,_binary '0',Additional Bid Amount,100,6d4d8a01-28fd-47da-a6d1-41ef0c9830ee,badae1fe-653a-43dc-ac7a-280358001705
1a12d0e8-c297-46eb-9533-920ab82f9d7c,c0f385bf-790f-431d-8dc4-1bf83ba3a392,2025-04-28 10:48:59,c0f385bf-790f-431d-8dc4-1bf83ba3a392,2025-04-28 10:48:59,141000,_binary '0',Final Certification,20,NULL,d246baf6-0d26-44d0-b3b0-3927ba6fb826
1d20dd7a-13d3-4306-9cd3-c53397f47216,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-03-01 09:24:05,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-03-01 09:24:05,156,_binary '0',PRP TEST 01-03-2024,100,NULL,f1d66d69-17ed-4e51-a59e-83ee05927d1e
1d52d2f7-846d-4122-ba48-7b50d1b33fd1,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-04-03 06:35:36,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-04-03 06:35:36,10,_binary '0',1,100,NULL,6da62704-e28a-457b-9e7c-3df7db605bcc
