id,created_by,created_date,updated_by,updated_date,answer,question,jobsite_id,project_id,replied_by_id,user_id
31851715-21b0-4f41-8c63-8e55857b7d54,c1e99329-85c4-457f-9e56-40760d57aff5,2024-04-22 11:33:28,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-04-22 12:06:07,"The standard Lorem Ipsum passage, used since the 1500sn""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum","The standard Lorem Ipsum passage, used since the 1500sn""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum",5a059381-8831-49ed-a21d-0c6c87c65fc9,87adab77-a29c-46ae-ae92-ce3bcc9b8234,c8367fc3-d459-4b83-b48b-37521e6d4795,c1e99329-85c4-457f-9e56-40760d57aff5
3b87b582-70bd-44cd-89a9-72b3b040243e,c1e99329-85c4-457f-9e56-40760d57aff5,2024-03-19 04:43:07,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-03-19 04:49:03,This is a test answer.,This is a test question,e8effa99-2a52-4897-9507-8473a3ae3f7b,f355d81f-6b37-47d0-8e5e-32285f3aa1f5,c8367fc3-d459-4b83-b48b-37521e6d4795,c1e99329-85c4-457f-9e56-40760d57aff5
3c081860-6da5-4406-927e-c43b80630b9b,a3d2b1e9-d64f-46b7-85f5-af83442a5547,2024-02-15 10:01:03,a3d2b1e9-d64f-46b7-85f5-af83442a5547,2024-02-15 10:01:03,,"Contrary to popular belief, Lorem Ipsum is not simply random text. It has roots in a piece of classical Latin literature from 45 BC, making it over 2000 years old. Richard McClintock, a Latin professor at Hampden-Sydney College in Virginia, looked up one of the more obscure Latin words, consectetur, from a Lorem Ipsum passage, and going through the cites of the word in classical literature, discovered the undoubtable source. Lorem Ipsum comes from sections 1.10.32 and 1.10.33 of ""de Finibus Bono",badae1fe-653a-43dc-ac7a-280358001705,66a83bf5-8b87-49c4-8e65-9b705f4c3823,NULL,a3d2b1e9-d64f-46b7-85f5-af83442a5547
41a648a0-d526-4c58-9c3f-b6efd4ad7cce,a3d2b1e9-d64f-46b7-85f5-af83442a5547,2024-02-08 11:45:44,a3d2b1e9-d64f-46b7-85f5-af83442a5547,2024-02-08 11:45:44,,"Lorem ipsum dolor sit amet, consectetur adipisicing elit, sed do eiusmodtempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam,quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodoconsequat. Duis aute irure dolor in reprehenderit in voluptate velit essecillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat nonproident, sunt in culpa qui officia deserunt mollit anim id est laborum.Lorem ipsum dolor sit amet, consectetur adipisicing elit, s",9e053282-a6ec-4cf3-b6e5-3a2eb9c9b422,faf71bbc-4464-4cf5-a58c-c488a3bcf6bd,NULL,a3d2b1e9-d64f-46b7-85f5-af83442a5547
45a5b06d-47ce-4232-89d4-00a824974a98,a3d2b1e9-d64f-46b7-85f5-af83442a5547,2024-02-15 10:01:35,a3d2b1e9-d64f-46b7-85f5-af83442a5547,2024-02-15 10:01:35,,"Contrary to popular belief, Lorem Ipsum is not simply random text. It has roots in a piece of classical Latin literature from 45 BC, making it over 2000 years old. Richard McClintock, a Latin professor at Hampden-Sydney College in Virginia, looked up one of the more obscure Latin words, consectetur, from a Lorem Ipsum passage, and going through the cites of the word in classical literature, discovered the undoubtable source. Lorem Ipsum comes from sections 1.10.32 and 1.10.33 of ""de Finibus Bono",badae1fe-653a-43dc-ac7a-280358001705,66a83bf5-8b87-49c4-8e65-9b705f4c3823,NULL,a3d2b1e9-d64f-46b7-85f5-af83442a5547
4841fb88-7469-463b-a64f-e1c1c229e9d0,8e9967a6-5915-45d4-a25e-11b1876d18df,2024-04-25 11:02:29,b91189e3-47b3-44b1-a685-0252e97c7d1c,2024-04-25 11:04:25,Ans1,"Where can I get some?nThere are many variations of passages of Lorem Ipsum available, but the majority have suffered alteration in some form, by injected humour, or randomised words which don't look even slightly believable. If you are going to use a passage of Lorem Ipsum, you need to be sure there isn't anything embarrassing hidden in the middle of text. All the Lorem Ipsum generators on the Internet tend to repeat predefined chunks as necessary, making this the first true generator on the Int",645c5a29-7ba3-407a-ad0e-9cdf786dff09,481cef1a-c0c0-4bd1-9c3c-948b125302b8,b91189e3-47b3-44b1-a685-0252e97c7d1c,8e9967a6-5915-45d4-a25e-11b1876d18df
48b1eefc-3f8e-45dd-bbea-233c791fa3a9,a3d2b1e9-d64f-46b7-85f5-af83442a5547,2024-02-15 10:01:35,a3d2b1e9-d64f-46b7-85f5-af83442a5547,2024-02-15 10:01:35,,"Contrary to popular belief, Lorem Ipsum is not simply random text. It has roots in a piece of classical Latin literature from 45 BC, making it over 2000 years old. Richard McClintock, a Latin professor at Hampden-Sydney College in Virginia, looked up one of the more obscure Latin words, consectetur, from a Lorem Ipsum passage, and going through the cites of the word in classical literature, discovered the undoubtable source. Lorem Ipsum comes from sections 1.10.32 and 1.10.33 of ""de Finibus Bono",badae1fe-653a-43dc-ac7a-280358001705,66a83bf5-8b87-49c4-8e65-9b705f4c3823,NULL,a3d2b1e9-d64f-46b7-85f5-af83442a5547
52b3c765-33fc-4e63-858e-7a03f210cf4f,6fdfa82e-6825-4658-a162-a518011bffd8,2025-04-21 12:57:26,c0f385bf-790f-431d-8dc4-1bf83ba3a392,2025-04-21 13:02:49,Allow some time we will assign technician.,Any preventive measures to avoid future occurrences​.,540cc3cf-a547-4996-b54b-e3e0e8af8e37,de657a5e-8e86-4341-b4b3-d161a029122d,c0f385bf-790f-431d-8dc4-1bf83ba3a392,6fdfa82e-6825-4658-a162-a518011bffd8
54b0cea0-9d2b-45d4-851c-db30cf9afa99,6fdfa82e-6825-4658-a162-a518011bffd8,2025-04-21 12:57:26,c0f385bf-790f-431d-8dc4-1bf83ba3a392,2025-04-21 13:02:49,Allow some time we will assign technician.,Recommended steps for resolution.,540cc3cf-a547-4996-b54b-e3e0e8af8e37,de657a5e-8e86-4341-b4b3-d161a029122d,c0f385bf-790f-431d-8dc4-1bf83ba3a392,6fdfa82e-6825-4658-a162-a518011bffd8
54e69c26-62ce-4267-8b93-0ee1a283eabc,a3d2b1e9-d64f-46b7-85f5-af83442a5547,2024-02-08 11:40:45,a3d2b1e9-d64f-46b7-85f5-af83442a5547,2024-02-08 11:40:45,,"Lorem ipsum dolor sit amet, consectetur adipisicing elit, sed do eiusmodtempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam,quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodoconsequat. Duis aute irure dolor in reprehenderit in voluptate velit essecillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat nonproident, sunt in culpa qui officia deserunt mollit anim id est laborum.Lorem ipsum dolor sit amet, consectetur adipisicing elit, s",27d59306-60c8-429a-ac37-7e0f4f9343af,faf71bbc-4464-4cf5-a58c-c488a3bcf6bd,NULL,a3d2b1e9-d64f-46b7-85f5-af83442a5547
561dd2ed-56ee-4e72-8f41-03bbd47bae45,a3d2b1e9-d64f-46b7-85f5-af83442a5547,2024-02-15 10:01:35,a3d2b1e9-d64f-46b7-85f5-af83442a5547,2024-02-15 10:01:35,,"Contrary to popular belief, Lorem Ipsum is not simply random text. It has roots in a piece of classical Latin literature from 45 BC, making it over 2000 years old. Richard McClintock, a Latin professor at Hampden-Sydney College in Virginia, looked up one of the more obscure Latin words, consectetur, from a Lorem Ipsum passage, and going through the cites of the word in classical literature, discovered the undoubtable source. Lorem Ipsum comes from sections 1.10.32 and 1.10.33 of ""de Finibus Bono",badae1fe-653a-43dc-ac7a-280358001705,66a83bf5-8b87-49c4-8e65-9b705f4c3823,NULL,a3d2b1e9-d64f-46b7-85f5-af83442a5547
5dc8da35-2700-4f4a-a97b-a8e1c374bf70,c1e99329-85c4-457f-9e56-40760d57aff5,2024-08-22 10:36:39,c1e99329-85c4-457f-9e56-40760d57aff5,2024-08-22 10:36:39,,test,cc7fc76a-698c-45a4-9a8e-0b53515e6eb0,9467c620-3031-49be-861c-379b5c57c84a,NULL,c1e99329-85c4-457f-9e56-40760d57aff5
5f23e5f6-3bc6-400f-93b8-558e5d341078,a3d2b1e9-d64f-46b7-85f5-af83442a5547,2024-02-08 11:40:06,a3d2b1e9-d64f-46b7-85f5-af83442a5547,2024-02-08 11:40:06,,"Lorem ipsum dolor sit amet, consectetur adipisicing elit, sed do eiusmodtempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam,quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodoconsequat. Duis aute irure dolor in reprehenderit in voluptate velit essecillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat nonproident, sunt in culpa qui officia deserunt mollit anim id est laborum.Lorem ipsum dolor sit amet, consectetur adipisicing elit, s",27d59306-60c8-429a-ac37-7e0f4f9343af,faf71bbc-4464-4cf5-a58c-c488a3bcf6bd,NULL,a3d2b1e9-d64f-46b7-85f5-af83442a5547
6087b355-6fbb-4202-bfd9-621e465e808b,c1e99329-85c4-457f-9e56-40760d57aff5,2024-08-22 10:38:05,c1e99329-85c4-457f-9e56-40760d57aff5,2024-08-22 10:38:05,,test,dd26d7d5-c439-4253-9e53-20b2b150445e,0c6c35ad-693c-4352-aeda-4616581e606c,NULL,c1e99329-85c4-457f-9e56-40760d57aff5
628e4d8f-5672-43aa-8895-7a6dac6c7c5a,a3d2b1e9-d64f-46b7-85f5-af83442a5547,2024-02-08 11:40:45,a3d2b1e9-d64f-46b7-85f5-af83442a5547,2024-02-08 11:40:45,,"Lorem ipsum dolor sit amet, consectetur adipisicing elit, sed do eiusmodtempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam,quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodoconsequat. Duis aute irure dolor in reprehenderit in voluptate velit essecillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat nonproident, sunt in culpa qui officia deserunt mollit anim id est laborum.Lorem ipsum dolor sit amet, consectetur adipisicing elit, s",27d59306-60c8-429a-ac37-7e0f4f9343af,faf71bbc-4464-4cf5-a58c-c488a3bcf6bd,NULL,a3d2b1e9-d64f-46b7-85f5-af83442a5547
6641140b-283c-427d-ae6f-eb7e01650817,a3d2b1e9-d64f-46b7-85f5-af83442a5547,2024-01-24 05:09:11,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-01-24 05:26:54,iknjk,hii test Q & A,1c953cbc-b87d-4c2d-ac23-23530729ff48,93033508-51fb-4417-8679-331d22c488ed,c8367fc3-d459-4b83-b48b-37521e6d4795,a3d2b1e9-d64f-46b7-85f5-af83442a5547
699081c9-c33c-433b-ab92-b450e0c61931,a3d2b1e9-d64f-46b7-85f5-af83442a5547,2024-02-01 08:58:16,a3d2b1e9-d64f-46b7-85f5-af83442a5547,2024-02-01 08:58:16,,This is a test question,614c7509-26a4-44e1-a0c0-ce4ce0805876,0eb192bf-715c-43d9-bc38-22c2a5744c83,NULL,a3d2b1e9-d64f-46b7-85f5-af83442a5547
6e82a7d7-ea75-4072-85ef-f7d0fc716765,a3d2b1e9-d64f-46b7-85f5-af83442a5547,2024-03-20 11:49:15,a3d2b1e9-d64f-46b7-85f5-af83442a5547,2024-03-20 11:49:15,,This is a test question,aab76978-8ba9-4f32-add3-b04a70cb761b,89b640d3-534d-4d1a-ac56-5461feca72f9,NULL,a3d2b1e9-d64f-46b7-85f5-af83442a5547
70226a4d-14c6-43f5-bb52-8ce8c17ff0a9,73c35bda-c637-4513-a758-b9491df12540,2024-08-23 05:55:42,73c35bda-c637-4513-a758-b9491df12540,2024-08-23 05:55:42,,test,4187013b-d1c5-4fcf-bbf8-04eb187fea4a,78f3ee77-0d06-4391-85a5-bb36eca4a377,NULL,73c35bda-c637-4513-a758-b9491df12540
7166909b-0ca7-479b-bcde-3496a703a175,a3d2b1e9-d64f-46b7-85f5-af83442a5547,2024-02-15 10:01:35,a3d2b1e9-d64f-46b7-85f5-af83442a5547,2024-02-15 10:01:35,,"Contrary to popular belief, Lorem Ipsum is not simply random text. It has roots in a piece of classical Latin literature from 45 BC, making it over 2000 years old. Richard McClintock, a Latin professor at Hampden-Sydney College in Virginia, looked up one of the more obscure Latin words, consectetur, from a Lorem Ipsum passage, and going through the cites of the word in classical literature, discovered the undoubtable source. Lorem Ipsum comes from sections 1.10.32 and 1.10.33 of ""de Finibus Bono",badae1fe-653a-43dc-ac7a-280358001705,66a83bf5-8b87-49c4-8e65-9b705f4c3823,NULL,a3d2b1e9-d64f-46b7-85f5-af83442a5547
75b4547e-6857-4d1d-8c3e-62c47bb420c2,a3d2b1e9-d64f-46b7-85f5-af83442a5547,2024-02-08 11:45:45,a3d2b1e9-d64f-46b7-85f5-af83442a5547,2024-02-08 11:45:45,,"Lorem ipsum dolor sit amet, consectetur adipisicing elit, sed do eiusmodtempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam,quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodoconsequat. Duis aute irure dolor in reprehenderit in voluptate velit essecillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat nonproident, sunt in culpa qui officia deserunt mollit anim id est laborum.Lorem ipsum dolor sit amet, consectetur adipisicing elit, s",9e053282-a6ec-4cf3-b6e5-3a2eb9c9b422,faf71bbc-4464-4cf5-a58c-c488a3bcf6bd,NULL,a3d2b1e9-d64f-46b7-85f5-af83442a5547
78efbefc-34ab-4d42-ae8b-ce493fa6c5de,a3d2b1e9-d64f-46b7-85f5-af83442a5547,2024-02-08 12:05:17,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-04-22 11:57:50,This is a testing ,My first question 1,c7828149-16f6-4459-9f1c-89250e821652,5f5fc3f4-90c9-4244-86d8-e97a76997e80,c8367fc3-d459-4b83-b48b-37521e6d4795,a3d2b1e9-d64f-46b7-85f5-af83442a5547
7b128aef-2d33-4d6d-9981-ce1a7db31409,a3d2b1e9-d64f-46b7-85f5-af83442a5547,2024-02-20 09:16:54,a3d2b1e9-d64f-46b7-85f5-af83442a5547,2024-02-20 09:16:54,,this is test que,1c953cbc-b87d-4c2d-ac23-23530729ff48,523099aa-3dc0-4ef9-9747-e948da12286f,NULL,a3d2b1e9-d64f-46b7-85f5-af83442a5547
857bd3ab-b873-46cb-8df7-d225da353dfe,73c35bda-c637-4513-a758-b9491df12540,2024-08-23 05:36:05,73c35bda-c637-4513-a758-b9491df12540,2024-08-23 05:36:05,,test,4187013b-d1c5-4fcf-bbf8-04eb187fea4a,78f3ee77-0d06-4391-85a5-bb36eca4a377,NULL,73c35bda-c637-4513-a758-b9491df12540
85a1a253-52bc-4d98-98db-797c2b2a20eb,a3d2b1e9-d64f-46b7-85f5-af83442a5547,2024-02-08 11:40:46,a3d2b1e9-d64f-46b7-85f5-af83442a5547,2024-02-08 11:40:46,,"Lorem ipsum dolor sit amet, consectetur adipisicing elit, sed do eiusmodtempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam,quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodoconsequat. Duis aute irure dolor in reprehenderit in voluptate velit essecillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat nonproident, sunt in culpa qui officia deserunt mollit anim id est laborum.Lorem ipsum dolor sit amet, consectetur adipisicing elit, s",27d59306-60c8-429a-ac37-7e0f4f9343af,faf71bbc-4464-4cf5-a58c-c488a3bcf6bd,NULL,a3d2b1e9-d64f-46b7-85f5-af83442a5547
8bce3001-acc5-4d9b-8b5d-a885ecf3efda,73c35bda-c637-4513-a758-b9491df12540,2024-08-27 09:35:04,b91189e3-47b3-44b1-a685-0252e97c7d1c,2024-08-27 04:19:12,This is answer for testing.,This question is for testing.,889ef1cd-f181-4b94-ad53-4ba25323191c,cc5a0eac-5ea5-4933-a32a-9eeee062dcc9,b91189e3-47b3-44b1-a685-0252e97c7d1c,73c35bda-c637-4513-a758-b9491df12540
8cc348a2-5004-4546-a08b-4e2ec2faf3cb,1c414d9d-c37d-47cd-9f7d-882d51abb8e6,2024-07-16 11:37:56,1c414d9d-c37d-47cd-9f7d-882d51abb8e6,2024-07-16 11:37:56,,test 1,2219cb4b-279d-41cd-bd89-66e04ffcb34a,f82294fb-6393-498a-bc5a-504e309bc6dd,NULL,1c414d9d-c37d-47cd-9f7d-882d51abb8e6
916e4320-7bf9-4018-8cd5-5ad40dc2f0af,a3d2b1e9-d64f-46b7-85f5-af83442a5547,2024-02-08 12:06:41,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-04-22 11:57:50,Ans by aac,test 2,c7828149-16f6-4459-9f1c-89250e821652,5f5fc3f4-90c9-4244-86d8-e97a76997e80,c8367fc3-d459-4b83-b48b-37521e6d4795,a3d2b1e9-d64f-46b7-85f5-af83442a5547
93405487-9076-443f-9e56-b43d4dc4b106,c1e99329-85c4-457f-9e56-40760d57aff5,2024-04-22 11:55:55,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-04-22 11:57:49,answer given,Test hszindsub@yopmail.com,c7828149-16f6-4459-9f1c-89250e821652,5f5fc3f4-90c9-4244-86d8-e97a76997e80,c8367fc3-d459-4b83-b48b-37521e6d4795,c1e99329-85c4-457f-9e56-40760d57aff5
93e6b808-4d02-460c-98b9-627dfd8f52e6,8e9967a6-5915-45d4-a25e-11b1876d18df,2024-04-25 10:52:08,b91189e3-47b3-44b1-a685-0252e97c7d1c,2024-04-25 10:52:51,"nWhat is Lorem Ipsum?nLorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more r","The standard Lorem Ipsum passage, used since the 1500sn""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum",0d9ece42-0a94-4033-be43-cd67e51be8cc,f257c0ae-e893-4dee-a6fd-25851628babc,b91189e3-47b3-44b1-a685-0252e97c7d1c,8e9967a6-5915-45d4-a25e-11b1876d18df
