id,created_by,created_date,updated_by,updated_date,city,cost,description,job_code,latitude,location,longitude,state,status,title,zip_code,assigned_to,project_id,supervisor,user_id,attachment_link,jobsite_type,annual_salary_from,annual_salary_to,estimated_start_date,hourly_rate_from,hourly_rate_to,is401kretirement,is_health_benifit,is_pay_for_milage,is_per_diem,is_relocation_benifit,is_yearly_bonus,job_type,last_saved_step,milage_rate,minimum_mile,no_of_opening_job,per_diem_rate,region,special_qualification,worker_margin,experience_id,job_title,jobsite_number
029b30eb-7f2a-4440-a2d1-5c5d92d7ba59,NULL,2024-08-23 04:54:58,NULL,2024-11-21 05:17:53,New York,0,Test,aa,40.7709628,"1881 Broadway, New York, NY 10023, USA",-73.9824979,New York,DRAFT,Test,10023,NULL,6e6a69fb-42dd-4e11-8c66-9659e6f9f807,NULL,b91189e3-47b3-44b1-a685-0252e97c7d1c,NULL,1,0,0,2024-08-26 18:30:00,1,5,_binary '0',_binary '0',_binary '',_binary '',_binary '0',_binary '0',0,0,2,65,1,1,Manhattan,,0,8fe2bfbc-5b67-47b0-bb9d-675c2b5ab9a2,91e9943d-03a2-4436-93d5-452ac58a7ec6,7544
02d9a80a-9f8d-4140-b418-6fe14632693b,NULL,2024-04-02 09:21:18,NULL,2024-04-02 10:57:34,San Francisco,0,"""On the other hand, we denounce with righteous indignation and dislike men who are so beguiled and demoralized by the charms of pleasure of the moment, so blinded by desire, that they cannot foresee the pain and trouble that are bound to ensue; and equal blame belongs to those who fail in their duty through weakness of will, which is the same as saying through shrinking from toil and pain. These cases are perfectly simple and easy to distinguish. In a free hour, when our power of choice is untrammelled and when nothing prevents our being able to do what we like best, every pleasure is to be welcomed and every pain avoided. But in certain circumstances and owing to the claims of duty or the obligations of business it will frequently occur that pleasures have to be repudiated and annoyances accepted. The wise man therefore always holds in these matters to this principle of selection: he rejects pleasures to secure other greater pleasures, or else he endures pains to avoid worse pains.""nn",Uhj8,37.6187585,"SFO Terminal 3 Concourse E, San Francisco, CA 94128, USA",-122.3845135,California,POSTED,Easycollab,94128,NULL,00ffcd17-3639-443f-b3f8-4eba0295f2a8,NULL,c8367fc3-d459-4b83-b48b-37521e6d4795,NULL,1,0,0,2024-04-15 18:30:00,10,20,_binary '0',_binary '0',_binary '',_binary '',_binary '0',_binary '0',0,0,100,10000,1,60,Mid-Atlantic,,0,8fe2bfbc-5b67-47b0-bb9d-675c2b5ab9a2,92a06771-79be-4504-ae50-c4c6ab3228f2,5621
02ed7cca-a506-4977-8e74-c9a17b64cf61,b91189e3-47b3-44b1-a685-0252e97c7d1c,2024-04-19 09:02:50,b91189e3-47b3-44b1-a685-0252e97c7d1c,2024-04-19 09:27:35,San Francisco,96,"The standard Lorem Ipsum passage, used since the 1500sn""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim ven",SDfew,37.6187585,"SFO Terminal 3 Concourse E, San Francisco, CA 94128, USA",-122.3845135,California,IN_PROGRESS,Panels,94128,8e9967a6-5915-45d4-a25e-11b1876d18df,e6ad9b39-8917-4acf-8524-f4bd85b77789,NULL,b91189e3-47b3-44b1-a685-0252e97c7d1c,https://www.lipsum.com/,0,0,0,NULL,0,0,_binary '0',_binary '0',_binary '0',_binary '0',_binary '0',_binary '0',NULL,0,0,0,0,0,NULL,NULL,0,NULL,NULL,6630
0326cb7d-2412-4c49-b990-19702ff44bc8,NULL,2024-02-27 12:55:05,NULL,2024-03-08 10:33:47,New Orleans,0,"In the midst of bustling streets and whispered dreams, there lies a sanctuary of forgotten melodies and untold tales. Shadows dance in the flickering lamplight, weaving secrets into the fabric of the night. Each step echoes with the weight of history, a symphony of footsteps echoing through time.nnIn this labyrinth of cobblestone pathways and ivy-covered walls, the past intertwines with the present, creating a tapestry of memories that stretches into eternity. Here, whispers of love linger in the air like the scent of freshly bloomed roses, while echoes of laughter resonate through the narrow alleys.nnBut amidst the beauty lies a darkness, a shadow that lurks in the corners of the forgotten city. It whispers of lost souls and broken promises, of dreams left unfulfilled and hearts left shattered. Yet even in the depths of despair, there is a glimmer of hope, a flicker of light that refuses to be extinguished.nnFor in this forgotten city, amidst the chaos and the turmoil, there lies a resilience that cannot be broken. It is the resilience of the human spirit, the ability to endure and overcome even the greatest of obstacles. And so, as the stars twinkle overhead and the moon casts its gentle glow upon the streets below, the forgotten city remains a beacon of hope in a world filled with darkness.",1222,29.95106579999999,"New Orleans, LA, USA",-90.0715323,Louisiana,DRAFT,Test hourbase,12555,NULL,67c78042-1aa8-476d-a30a-ed93c8f90ba9,NULL,c8367fc3-d459-4b83-b48b-37521e6d4795,NULL,1,0,0,2024-02-28 18:30:00,10,20,_binary '0',_binary '0',_binary '0',_binary '0',_binary '0',_binary '0',0,0,0,0,1,0,North-West,,0,46e16d41-a356-4a11-9581-d8321e2c9bd5,d8d42dba-fa06-4a3a-a5dd-ad7e89f30ad7,7842
03d7a55a-c510-42f4-a7ce-a864f0c5c51a,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-01-30 11:26:09,c8367fc3-d459-4b83-b48b-37521e6d4795,2025-04-17 04:26:43,Alabaster,150,Second Fix rate jobsite,9876,33.2442813,"Alabaster, AL, USA",-86.8163773,Alabama,POSTED,Sunset Heights High-Rise Sunset Heights High-Rise ,39544,NULL,191f817e-7577-4aaf-a7a6-84e389887c7c,NULL,c8367fc3-d459-4b83-b48b-37521e6d4795,,0,0,0,NULL,0,0,_binary '0',_binary '0',_binary '0',_binary '0',_binary '0',_binary '0',NULL,0,0,0,0,0,NULL,NULL,0,NULL,NULL,7237
043f6693-fba1-4687-a5c0-5772af715b59,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-01-30 11:26:09,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-08-16 06:58:29,Alabaster,150,Second Fix rate jobsite,9876,33.2442813,"Alabaster, AL, USA",-86.8163773,Alabama,IN_PROGRESS,Sunset Heights High-Rise Sunset Heights High-Rise ,39544,a3d2b1e9-d64f-46b7-85f5-af83442a5547,dd216be6-eb63-4ccd-b7c0-8523728cf302,NULL,c8367fc3-d459-4b83-b48b-37521e6d4795,,0,0,0,NULL,0,0,_binary '0',_binary '0',_binary '0',_binary '0',_binary '0',_binary '0',NULL,0,0,0,0,0,NULL,NULL,0,NULL,NULL,3850
04749385-e70f-4087-9441-1b1f5084b068,NULL,2024-02-07 12:06:25,NULL,2024-02-15 06:38:47,Surat,0,PRP TEST H111,1112,21.1959098,"Adajan, Surat, Gujarat, India",72.79330209999999,Gujarat,POSTED,PRP TEST H111,95458,NULL,8262643a-fe64-48c7-89ae-6dc920bd8c03,NULL,3f8eb79e-f046-4317-adee-7b916a3ee09e,NULL,1,0,0,2024-02-07 18:30:00,150,8950,_binary '0',_binary '0',_binary '',_binary '',_binary '0',_binary '0',0,0,5840,8540,454,96580,Adajan,,0,b6db52f0-eeda-467d-b8b3-efdde0ff5859,bf761909-f824-4a08-9ed4-c81524159420,5198
049aa640-65a0-464b-a480-583e4f402374,NULL,2024-01-31 06:59:34,NULL,2024-07-04 04:11:49,New York,0,First Hourly Jobsite,123,40.7127753,"New York, NY, USA",-74.0059728,Alabama,IN_PROGRESS,First Hourly Jobsite,19112,73c35bda-c637-4513-a758-b9491df12540,063c2c14-a010-40fc-b950-a300e0756df5,NULL,c8367fc3-d459-4b83-b48b-37521e6d4795,NULL,1,0,0,2024-02-04 18:30:00,2,3,_binary '0',_binary '0',_binary '0',_binary '0',_binary '0',_binary '0',0,0,0,0,10,0,Mid-Atlantic,,0,8fe2bfbc-5b67-47b0-bb9d-675c2b5ab9a2,d8d42dba-fa06-4a3a-a5dd-ad7e89f30ad7,7085
05000159-70b5-4904-8c0a-340151b39a5b,NULL,2022-11-10 06:05:19,NULL,2022-11-21 08:16:06,Cupertino,0,Electrification work,HJ001,37.32938770000001,"1 Apple Park Way, Cupertino, CA 95014, USA",-122.0084115,California,CANCELLED,Electric Work,95014,9e11456c-f0f6-48c7-9cbf-6f4447379727,84508adf-73e6-4a7e-a61b-15991a3297fe,NULL,c8367fc3-d459-4b83-b48b-37521e6d4795,NULL,1,0,0,2023-01-01 18:30:00,20,25,_binary '0',_binary '0',_binary '0',_binary '0',_binary '0',_binary '0',0,0,0,0,1,0,South-West,,0,46e16d41-a356-4a11-9581-d8321e2c9bd5,02eb803e-d163-4924-90f0-12d212d1e41f,8878
0557d31c-70d7-4084-8d0c-cf9a1f7fb4c4,c0f385bf-790f-431d-8dc4-1bf83ba3a392,2025-04-30 05:28:15,c0f385bf-790f-431d-8dc4-1bf83ba3a392,2025-04-30 05:50:37,Gorham,125500,Setup of backup battery and PV system in agricultural region.	,SMG002,43.7499427,"15 Maple Ridge Rd, Gorham, ME 04038, USA",-70.5106727,Maine,IN_PROGRESS,Rural Solar Grid Site Beta,04038,6fdfa82e-6825-4658-a162-a518011bffd8,64c1e657-18d7-4898-9bba-836061f604bc,NULL,c0f385bf-790f-431d-8dc4-1bf83ba3a392,,0,0,0,NULL,0,0,_binary '0',_binary '0',_binary '0',_binary '0',_binary '0',_binary '0',NULL,0,0,0,0,0,NULL,NULL,0,NULL,NULL,9577
0574fc4a-8ff1-4b6f-aa9b-839ba252b918,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-01-30 11:24:37,c8367fc3-d459-4b83-b48b-37521e6d4795,2025-04-23 06:03:57,New York,0,First fix rate job site,1234,40.7127753,"New York, NY, USA",-74.0059728,New York,POSTED,First fix rate jobsite,39500,NULL,25091d13-44da-461f-9db0-39c1bb889f66,NULL,c8367fc3-d459-4b83-b48b-37521e6d4795,,0,0,0,NULL,0,0,_binary '0',_binary '0',_binary '0',_binary '0',_binary '0',_binary '0',NULL,0,0,0,0,0,NULL,NULL,0,NULL,NULL,4673
0578d357-e93d-4532-a325-30709e0e55cf,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-02-07 04:35:30,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-02-09 11:34:35,Surat,6342,best jobsite,888,21.1959098,"Adajan, Surat, Gujarat, India",72.79330209999999,Gujarat,IN_PROGRESS,prp test 888,5455,c1e99329-85c4-457f-9e56-40760d57aff5,6c01f0ff-b347-40af-8f44-90f2f5b10b89,NULL,c8367fc3-d459-4b83-b48b-37521e6d4795,,0,0,0,NULL,0,0,_binary '0',_binary '0',_binary '0',_binary '0',_binary '0',_binary '0',NULL,0,0,0,0,0,NULL,NULL,0,NULL,NULL,6886
057c7abf-d415-4324-9868-c4e20cf8e946,c8367fc3-d459-4b83-b48b-37521e6d4795,2025-04-23 06:47:33,c8367fc3-d459-4b83-b48b-37521e6d4795,2025-04-25 04:40:51,Ann Arbor,5600,Responsible for installing rooftop solar panels for residential and commercial buildings. Must follow safety protocols and electrical standards.	,SPRI-001	,42.2547435,"2354 Ridge Ave, Ann Arbor, MI 48104, USA",-83.71600939999999,Michigan,POSTED,Site Project Supervisor,48104,NULL,4d30d78a-853f-4265-92a1-397c22919c50,NULL,c8367fc3-d459-4b83-b48b-37521e6d4795,,0,0,0,NULL,0,0,_binary '0',_binary '0',_binary '0',_binary '0',_binary '0',_binary '0',NULL,0,0,0,0,0,NULL,NULL,0,NULL,NULL,1828
05815f69-27fc-43de-8db5-be90e702ed59,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-01-30 11:26:09,c8367fc3-d459-4b83-b48b-37521e6d4795,2025-04-17 05:14:29,Alabaster,150,Second Fix rate jobsite,9876,33.2442813,"Alabaster, AL, USA",-86.8163773,Alabama,POSTED,Sunset Heights High-Rise Sunset Heights High-Rise ,39544,NULL,458613ed-9522-4a37-bbc6-7e82dbb01ebc,NULL,c8367fc3-d459-4b83-b48b-37521e6d4795,,0,0,0,NULL,0,0,_binary '0',_binary '0',_binary '0',_binary '0',_binary '0',_binary '0',NULL,0,0,0,0,0,NULL,NULL,0,NULL,NULL,3547
05f9afc2-65f5-45f8-859f-63732cd943cd,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-01-30 11:26:09,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-08-22 11:24:50,Alabaster,15,Second Fix rate jobsite,9876,33.2442813,"Alabaster, AL, USA",-86.8163773,Alabama,IN_PROGRESS,Second Fix rate jobsite,39544,c1e99329-85c4-457f-9e56-40760d57aff5,1c01fdee-119b-4d6d-9635-628c6c9f9586,NULL,c8367fc3-d459-4b83-b48b-37521e6d4795,,0,0,0,NULL,0,0,_binary '0',_binary '0',_binary '0',_binary '0',_binary '0',_binary '0',NULL,0,0,0,0,0,NULL,NULL,0,NULL,NULL,1868
0657f19c-8e7f-4f7a-b51d-e71f0d3a5e32,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-02-23 10:47:26,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-02-23 10:50:12,Surat,777,LaravelDeveloper2,LaravelDeveloper2,21.2033535,"6R3R+83V, Railway Station Area, Varachha, Surat, Gujarat 395008, India",72.8401746,Gujarat,POSTED,LaravelDeveloper2,39500,NULL,a0a67f1e-5bc7-42b0-9572-d3b193e35b8b,NULL,c8367fc3-d459-4b83-b48b-37521e6d4795,,0,0,0,NULL,0,0,_binary '0',_binary '0',_binary '0',_binary '0',_binary '0',_binary '0',NULL,0,0,0,0,0,NULL,NULL,0,NULL,NULL,7682
0658777d-6e4b-40e5-a80f-07c0a0fae6c3,19430a8c-6324-4105-8fc5-b7973e8f5d7f,2023-09-01 08:53:32,19430a8c-6324-4105-8fc5-b7973e8f5d7f,2023-09-01 09:17:39,Jerez de la Frontera,0,NcnP2 project,12345,36.6850064,"Jerez de la Frontera, Cádiz, Spain",-6.126074399999999,Andalusia,POSTED,NcnP2 project,12334,NULL,3d363465-3a35-4642-accc-f6e4937cb2d9,NULL,19430a8c-6324-4105-8fc5-b7973e8f5d7f,,0,0,0,NULL,0,0,_binary '0',_binary '0',_binary '0',_binary '0',_binary '0',_binary '0',NULL,0,0,0,0,0,NULL,NULL,0,NULL,NULL,5576
06f48e5a-09ed-405c-a3ca-e61b4e462fd0,NULL,2024-05-28 04:03:40,NULL,2024-05-28 09:52:41,Hyderabad,0,dsf,1111,17.4371604,"CCPX+VM6, Swathi Avenue, Ameerpet, Hyderabad, Telangana 500016, India",78.4491409,Telangana,IN_PROGRESS,JobJunction hourly rate,500016,a3d2b1e9-d64f-46b7-85f5-af83442a5547,8078b86b-54ff-436f-9491-73ed7b193777,NULL,c8367fc3-d459-4b83-b48b-37521e6d4795,NULL,1,0,0,2024-05-29 18:30:00,440,5250,_binary '0',_binary '0',_binary '',_binary '',_binary '0',_binary '0',0,0,40,540,111,50,Ameerpet,dfec,0,46e16d41-a356-4a11-9581-d8321e2c9bd5,91e9943d-03a2-4436-93d5-452ac58a7ec6,3415
078ccc87-1602-4984-bf70-afc9cc6f4314,3f8eb79e-f046-4317-adee-7b916a3ee09e,2024-02-07 05:24:56,3f8eb79e-f046-4317-adee-7b916a3ee09e,2024-04-16 06:21:56,Surat,111,prp jobsite,111,21.1959098,"Adajan, Surat, Gujarat, India",72.79330209999999,Gujarat,IN_PROGRESS,prp test jobsite 1,1236,73c35bda-c637-4513-a758-b9491df12540,df575746-9eea-4781-93f7-84bf753330ff,NULL,3f8eb79e-f046-4317-adee-7b916a3ee09e,,0,0,0,NULL,0,0,_binary '0',_binary '0',_binary '0',_binary '0',_binary '0',_binary '0',NULL,0,0,0,0,0,NULL,NULL,0,NULL,NULL,2141
07a9890d-6aeb-4f89-a7fc-010ab0af3e93,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-04-19 06:29:07,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-05-24 08:54:24,Zahra,0,development,12,29.2675753,"Jassem Mohamed Al Kharafi Rd Block 7, Al Zahraa South Surra، Zahra 13151, Kuwait",47.9927896,Hawalli Governorate,DRAFT,New ,13151,NULL,950435a8-09ca-4f3a-89ac-b0355627ba1a,2d90eeeb-03d0-4962-a7e2-157584255268,c8367fc3-d459-4b83-b48b-37521e6d4795,,0,0,0,NULL,0,0,_binary '0',_binary '0',_binary '0',_binary '0',_binary '0',_binary '0',NULL,0,0,0,0,0,NULL,NULL,0,NULL,NULL,9119
081e9d7f-4d46-4d58-87a9-5771b083de50,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-04-17 10:05:45,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-04-17 10:11:47,Osnabrück,45,"The standard Lorem Ipsum passage, used since the 1500sn""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim ven",e878,52.2799112,"49 Osnabrück, Germany",8.0471788,Lower Saxony,IN_PROGRESS,Jobsite2FR,60263,8e9967a6-5915-45d4-a25e-11b1876d18df,30bcf14f-a0e6-4a3d-b86a-7c42b5ebfb61,NULL,c8367fc3-d459-4b83-b48b-37521e6d4795,,0,0,0,NULL,0,0,_binary '0',_binary '0',_binary '0',_binary '0',_binary '0',_binary '0',NULL,0,0,0,0,0,NULL,NULL,0,NULL,NULL,5070
0827b1f5-e59a-49f0-9295-64a8059129fb,NULL,2024-01-31 07:01:48,NULL,2025-04-14 09:01:38,London,0,Second Hourly Jobsite,123,51.5072178,"London, UK",-0.1275862,England,POSTED,Elm Street Shopping Plaza Elm Street Shopping Plaz,44144,NULL,ea083622-17cc-4d88-bdd6-b2b3b338cb98,NULL,c8367fc3-d459-4b83-b48b-37521e6d4795,NULL,1,0,0,2024-02-04 18:30:00,10,12,_binary '0',_binary '0',_binary '0',_binary '0',_binary '0',_binary '0',0,0,0,0,2,0,Mid-Atlantic,,0,8fe2bfbc-5b67-47b0-bb9d-675c2b5ab9a2,bf761909-f824-4a08-9ed4-c81524159420,9057
08eb7de4-82a2-426e-82f2-b157f3dd3517,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-02-07 04:35:30,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-02-16 04:18:29,Hjallerup,6342,best jobsite,888,57.166266,"9320 Hjallerup, Denmark",10.147852,Arkansas,IN_PROGRESS,prp test 888,9320,c1e99329-85c4-457f-9e56-40760d57aff5,98822878-bf96-44b0-9347-ccb6df6b96da,NULL,c8367fc3-d459-4b83-b48b-37521e6d4795,,0,0,0,NULL,0,0,_binary '0',_binary '0',_binary '0',_binary '0',_binary '0',_binary '0',NULL,0,0,0,0,0,NULL,NULL,0,NULL,NULL,8406
08faf918-0ad1-4865-b021-3e31803e3778,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-01-30 11:24:37,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-08-01 11:54:28,New York,5,First fix rate job site,1234,40.7127753,"New York, NY, USA",-74.0059728,New York,IN_PROGRESS,First fix rate jobsite,39500,a3d2b1e9-d64f-46b7-85f5-af83442a5547,88120d93-1af1-4fbc-bdaa-47fa5f817e0d,NULL,c8367fc3-d459-4b83-b48b-37521e6d4795,,0,0,0,NULL,0,0,_binary '0',_binary '0',_binary '0',_binary '0',_binary '0',_binary '0',NULL,0,0,0,0,0,NULL,NULL,0,NULL,NULL,2615
