id,created_by,created_date,updated_by,updated_date,cost,description,reason_to_reject,status,title,jobsite_id,project_id,raised_by_id,raised_to_id
2c755fe4-aa54-45fb-8ce1-408a6decac8b,b91189e3-47b3-44b1-a685-0252e97c7d1c,2024-08-28 09:18:25,73c35bda-c637-4513-a758-b9491df12540,2024-08-28 09:19:02,123333210,dfgb,NULL,APPROVED,tetsh,49a53b14-21ff-44b0-8eb1-c6efb304ea27,7f1d525e-5f18-46ce-9a46-9388a2d8b013,b91189e3-47b3-44b1-a685-0252e97c7d1c,73c35bda-c637-4513-a758-b9491df12540
2c777788-f3ba-4be2-9ce2-68573214e999,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-03-01 09:59:48,c1e99329-85c4-457f-9e56-40760d57aff5,2024-05-09 09:28:42,0,TEST CHANGE REQUEST 1,NULL,APPROVED,TEST CHANGE REQUEST 1,cc2feb40-f976-4a28-90f1-06f074681e50,9bdac0e9-6ccd-4d6b-9f3e-2c5bad9bc98e,c8367fc3-d459-4b83-b48b-37521e6d4795,c1e99329-85c4-457f-9e56-40760d57aff5
31d4df35-3eeb-4bf9-a216-910b698d2661,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-04-04 07:03:57,8e9967a6-5915-45d4-a25e-11b1876d18df,2024-08-22 09:40:38,0,Test from client alex,NULL,REJECTED,Test from client alex,0d5535e6-5f0d-4009-996d-2f83830860e9,2e59f3f8-4b69-4851-ab96-866ff01995a6,c8367fc3-d459-4b83-b48b-37521e6d4795,8e9967a6-5915-45d4-a25e-11b1876d18df
31f73724-5839-441e-a29e-45fafcb51f9e,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-04-18 10:45:06,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-04-18 10:45:06,0,"nfreestarnWhat is Lorem Ipsum?nLorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, a",NULL,PENDING,Test,41ac9fc2-d389-4931-9fce-f6bb7b9a8659,a2f9edf4-df43-4ab4-8105-e476bcae111f,c8367fc3-d459-4b83-b48b-37521e6d4795,c1e99329-85c4-457f-9e56-40760d57aff5
357e0f1f-1a42-49e4-99df-6237b33f453f,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-04-22 11:23:43,8e9967a6-5915-45d4-a25e-11b1876d18df,2024-08-22 08:54:10,14814814680,"The standard Lorem Ipsum passage, used since the 1500sn""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum",NULL,APPROVED,Lorem Ipsum is simply dummy text of the printing and typesetting industry Lorem Ipsum is simply dumm,15dba020-0c20-4d17-b8c7-02203ae3250a,0fdf5fbd-b395-4da2-85c1-90e89d48d4ec,c8367fc3-d459-4b83-b48b-37521e6d4795,8e9967a6-5915-45d4-a25e-11b1876d18df
3b2d6bde-5b94-4dbf-95f6-7d897d5de6fe,1c414d9d-c37d-47cd-9f7d-882d51abb8e6,2024-03-28 03:43:58,1c414d9d-c37d-47cd-9f7d-882d51abb8e6,2024-03-28 04:31:26,4545,ppppp,NULL,PENDING,cccccc,d0bdd6ab-452c-4412-b1f8-71760d50ac11,9f334f04-478c-4f50-ba10-bf0f8c5dd841,1c414d9d-c37d-47cd-9f7d-882d51abb8e6,c8367fc3-d459-4b83-b48b-37521e6d4795
3c6f5b11-0243-4d79-9f3e-bee072186958,b91189e3-47b3-44b1-a685-0252e97c7d1c,2024-08-28 01:05:59,b91189e3-47b3-44b1-a685-0252e97c7d1c,2024-08-28 01:05:59,111110,prp test change request,NULL,PENDING,prp test change request,49a53b14-21ff-44b0-8eb1-c6efb304ea27,7f1d525e-5f18-46ce-9a46-9388a2d8b013,b91189e3-47b3-44b1-a685-0252e97c7d1c,73c35bda-c637-4513-a758-b9491df12540
3cb1093b-ba42-4899-a7d8-7711060be3bd,b91189e3-47b3-44b1-a685-0252e97c7d1c,2024-08-28 03:16:22,b91189e3-47b3-44b1-a685-0252e97c7d1c,2024-08-28 03:16:22,111110,prp test change request,NULL,PENDING,prp test change request,49a53b14-21ff-44b0-8eb1-c6efb304ea27,7f1d525e-5f18-46ce-9a46-9388a2d8b013,b91189e3-47b3-44b1-a685-0252e97c7d1c,73c35bda-c637-4513-a758-b9491df12540
41fce1f4-758c-4605-8ba3-151c4243435f,c1e99329-85c4-457f-9e56-40760d57aff5,2024-02-12 09:55:35,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-02-12 10:00:28,6,"nWhat is Lorem Ipsum?nLorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more r",NULL,REJECTED,Test,f14eb9a5-16ef-4d5f-9228-a15f9017a64c,03b0fde9-0af9-470c-a385-499207009bd9,c1e99329-85c4-457f-9e56-40760d57aff5,c8367fc3-d459-4b83-b48b-37521e6d4795
4210c62d-e8a4-4c16-bc63-ffe9b66c2768,a3d2b1e9-d64f-46b7-85f5-af83442a5547,2024-07-02 03:48:33,a3d2b1e9-d64f-46b7-85f5-af83442a5547,2024-07-02 03:48:33,5,"The standard Lorem Ipsum passage, used since the 1500sn""Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum",NULL,PENDING,Test,cbc7000e-bf7e-4d49-b3d6-bddfc8748ebf,7c657fc0-ddcf-428c-a889-729636f6badf,a3d2b1e9-d64f-46b7-85f5-af83442a5547,c8367fc3-d459-4b83-b48b-37521e6d4795
42e8e9f3-daf1-48d7-a14b-504f8992b70a,8e9967a6-5915-45d4-a25e-11b1876d18df,2024-08-22 09:27:28,b91189e3-47b3-44b1-a685-0252e97c7d1c,2024-08-22 10:48:03,1,test,NULL,APPROVED,test,a29f47ec-f8ee-4ae8-b78d-122f243d2048,600b6823-b312-4a8e-9361-44260444d316,8e9967a6-5915-45d4-a25e-11b1876d18df,b91189e3-47b3-44b1-a685-0252e97c7d1c
4612df67-cca9-4610-95f1-e90842239b8e,a3d2b1e9-d64f-46b7-85f5-af83442a5547,2024-01-30 06:00:30,a3d2b1e9-d64f-46b7-85f5-af83442a5547,2024-01-30 06:00:30,66,Demo,NULL,PENDING,test change request,229ffc42-d045-40bc-86ba-4de491ac66de,57afc9a4-07c3-4fed-a690-1d8a6497fc69,a3d2b1e9-d64f-46b7-85f5-af83442a5547,c8367fc3-d459-4b83-b48b-37521e6d4795
4671fe70-71c0-42f7-bdfb-a550d899ae77,3f8eb79e-f046-4317-adee-7b916a3ee09e,2024-04-17 12:01:22,3f8eb79e-f046-4317-adee-7b916a3ee09e,2024-04-17 12:01:22,0,dcv,NULL,PENDING,pppp,fdce8ccf-2cf4-472a-a701-8cd0e1f49d4b,95651905-3055-4d23-8f64-8a4ab10f38ef,3f8eb79e-f046-4317-adee-7b916a3ee09e,73c35bda-c637-4513-a758-b9491df12540
489ab017-d314-432e-a1bd-2dd4f5057b96,b91189e3-47b3-44b1-a685-0252e97c7d1c,2024-08-22 11:02:31,73c35bda-c637-4513-a758-b9491df12540,2024-08-22 11:03:11,110,ppp,NULL,APPROVED,ppp,4187013b-d1c5-4fcf-bbf8-04eb187fea4a,78f3ee77-0d06-4391-85a5-bb36eca4a377,b91189e3-47b3-44b1-a685-0252e97c7d1c,73c35bda-c637-4513-a758-b9491df12540
4d8583f0-4160-40e0-8b3f-29d4d69aa9a4,b91189e3-47b3-44b1-a685-0252e97c7d1c,2024-08-28 06:33:10,73c35bda-c637-4513-a758-b9491df12540,2024-08-28 03:23:36,111110,prp test change request,NULL,APPROVED,prp test change request,49a53b14-21ff-44b0-8eb1-c6efb304ea27,7f1d525e-5f18-46ce-9a46-9388a2d8b013,b91189e3-47b3-44b1-a685-0252e97c7d1c,73c35bda-c637-4513-a758-b9491df12540
4f912c30-b64e-462f-9909-c63ddec279b3,c8367fc3-d459-4b83-b48b-37521e6d4795,2023-09-06 06:15:37,a3d2b1e9-d64f-46b7-85f5-af83442a5547,2023-09-06 06:19:02,0,Please accept my change request,NULL,APPROVED,New change request,225e0d98-8eb2-4b85-a3da-5dd7831a9652,0d42b62a-d2c1-44ab-806c-57280cd2d05a,c8367fc3-d459-4b83-b48b-37521e6d4795,a3d2b1e9-d64f-46b7-85f5-af83442a5547
500cebeb-8108-41d1-a67d-f1c900c79dc7,a3d2b1e9-d64f-46b7-85f5-af83442a5547,2022-11-29 13:14:21,c8367fc3-d459-4b83-b48b-37521e6d4795,2022-11-29 13:14:46,0,Subcontractor change request,NULL,APPROVED,Subcontractor change request,225e0d98-8eb2-4b85-a3da-5dd7831a9652,0d42b62a-d2c1-44ab-806c-57280cd2d05a,a3d2b1e9-d64f-46b7-85f5-af83442a5547,c8367fc3-d459-4b83-b48b-37521e6d4795
5acacb36-e70b-42c7-a4ea-4422d4d6c111,c1e99329-85c4-457f-9e56-40760d57aff5,2024-02-12 10:08:01,c1e99329-85c4-457f-9e56-40760d57aff5,2024-02-12 10:08:01,11,Lorem ipsum,NULL,PENDING,Test,3b121cb9-d810-43da-959a-194a841b61ac,6c01f0ff-b347-40af-8f44-90f2f5b10b89,c1e99329-85c4-457f-9e56-40760d57aff5,c8367fc3-d459-4b83-b48b-37521e6d4795
5e3b524c-268f-449e-b80a-956e37930db2,b91189e3-47b3-44b1-a685-0252e97c7d1c,2024-08-27 12:41:05,b91189e3-47b3-44b1-a685-0252e97c7d1c,2024-08-27 12:41:05,1,Test,NULL,PENDING,Test,3094bfa9-7c54-4fc6-948a-77e9446153cb,cc5a0eac-5ea5-4933-a32a-9eeee062dcc9,b91189e3-47b3-44b1-a685-0252e97c7d1c,73c35bda-c637-4513-a758-b9491df12540
5fb1d360-e3de-47ad-aed7-841ac1d6ec9f,1c414d9d-c37d-47cd-9f7d-882d51abb8e6,2024-03-28 09:41:32,1c414d9d-c37d-47cd-9f7d-882d51abb8e6,2024-03-28 09:41:32,55,popop,NULL,PENDING,pop,d0bdd6ab-452c-4412-b1f8-71760d50ac11,9f334f04-478c-4f50-ba10-bf0f8c5dd841,1c414d9d-c37d-47cd-9f7d-882d51abb8e6,c8367fc3-d459-4b83-b48b-37521e6d4795
5fb9d955-7af7-4aa0-bd6a-2d812562042d,a3d2b1e9-d64f-46b7-85f5-af83442a5547,2024-02-26 11:41:26,a3d2b1e9-d64f-46b7-85f5-af83442a5547,2024-02-26 11:41:26,159875,dfvdf,NULL,PENDING,ppppp112,225e0d98-8eb2-4b85-a3da-5dd7831a9652,0d42b62a-d2c1-44ab-806c-57280cd2d05a,a3d2b1e9-d64f-46b7-85f5-af83442a5547,c8367fc3-d459-4b83-b48b-37521e6d4795
602b6f14-725e-4716-9099-491354db5c7d,8e9967a6-5915-45d4-a25e-11b1876d18df,2024-08-22 09:25:38,8e9967a6-5915-45d4-a25e-11b1876d18df,2024-08-22 09:33:25,1,test,NULL,PENDING,test,989fdb44-0c9e-4111-b7ea-7d63172a118e,0fdf5fbd-b395-4da2-85c1-90e89d48d4ec,8e9967a6-5915-45d4-a25e-11b1876d18df,c8367fc3-d459-4b83-b48b-37521e6d4795
60fbfc71-c63e-4007-b444-6876b0b9aeca,b91189e3-47b3-44b1-a685-0252e97c7d1c,2024-08-28 01:23:37,b91189e3-47b3-44b1-a685-0252e97c7d1c,2024-08-28 01:23:37,111110,prp test change request,NULL,PENDING,prp test change request,49a53b14-21ff-44b0-8eb1-c6efb304ea27,7f1d525e-5f18-46ce-9a46-9388a2d8b013,b91189e3-47b3-44b1-a685-0252e97c7d1c,73c35bda-c637-4513-a758-b9491df12540
613d4542-84b4-463d-8353-54dfdd7ad197,a3d2b1e9-d64f-46b7-85f5-af83442a5547,2024-02-26 11:34:54,a3d2b1e9-d64f-46b7-85f5-af83442a5547,2024-02-26 11:34:54,0,fgvbgf,NULL,PENDING,ppppp,225e0d98-8eb2-4b85-a3da-5dd7831a9652,0d42b62a-d2c1-44ab-806c-57280cd2d05a,a3d2b1e9-d64f-46b7-85f5-af83442a5547,c8367fc3-d459-4b83-b48b-37521e6d4795
62e4f8ac-a2b8-419e-8c4a-88294480d692,b91189e3-47b3-44b1-a685-0252e97c7d1c,2024-08-27 12:47:43,b91189e3-47b3-44b1-a685-0252e97c7d1c,2024-08-27 12:49:37,1,Test Description,NULL,PENDING,test client,569cc8ae-a311-4070-a71c-05b0a246fd68,c56cada9-e6bf-4458-ab09-81af07dec6f0,b91189e3-47b3-44b1-a685-0252e97c7d1c,8e9967a6-5915-45d4-a25e-11b1876d18df
649f5649-91dc-42a7-bf24-57216d293c31,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-04-19 06:37:31,c1e99329-85c4-457f-9e56-40760d57aff5,2024-08-22 07:26:56,14664,werwre,NULL,REJECTED,erewr,3692cdc3-8abe-4efe-ad97-62ae1d563709,a2f9edf4-df43-4ab4-8105-e476bcae111f,c8367fc3-d459-4b83-b48b-37521e6d4795,c1e99329-85c4-457f-9e56-40760d57aff5
66ac8d86-efe5-4769-bda6-03f94e17dc4d,c1e99329-85c4-457f-9e56-40760d57aff5,2024-03-01 11:12:15,c1e99329-85c4-457f-9e56-40760d57aff5,2024-05-09 09:27:49,15000,prp subcontractor ,NULL,PENDING,PRP LINE ITEM 01-03-2024,cb45755f-500b-4866-bf64-d8c9168c372c,9bdac0e9-6ccd-4d6b-9f3e-2c5bad9bc98e,c1e99329-85c4-457f-9e56-40760d57aff5,c8367fc3-d459-4b83-b48b-37521e6d4795
67e84ab9-c54e-4d7a-89d1-21959a5fadc1,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-08-29 09:00:48,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-08-29 09:00:48,4440,fgyhuj,NULL,PENDING,gf,62f06f4c-91af-410b-af74-bb710b8bd5cc,ba36cab0-497e-44aa-ad5e-e0e6fdf6ae78,c8367fc3-d459-4b83-b48b-37521e6d4795,c1e99329-85c4-457f-9e56-40760d57aff5
6c8a2d77-b7a0-4917-b016-042bff14f212,a3d2b1e9-d64f-46b7-85f5-af83442a5547,2024-02-26 11:00:24,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-02-26 11:02:32,0,sdewd,NULL,APPROVED,ppppp,225e0d98-8eb2-4b85-a3da-5dd7831a9652,0d42b62a-d2c1-44ab-806c-57280cd2d05a,a3d2b1e9-d64f-46b7-85f5-af83442a5547,c8367fc3-d459-4b83-b48b-37521e6d4795
6d4d8a01-28fd-47da-a6d1-41ef0c9830ee,bfe47d0d-3682-4536-8d0b-cb82274ae3dd,2022-11-21 08:49:33,c8367fc3-d459-4b83-b48b-37521e6d4795,2022-11-21 08:50:04,1000,Additional Amount,NULL,APPROVED,Additional Bid Amount,76e62fbc-227b-4d80-a669-3cd6224aa4bb,84508adf-73e6-4a7e-a61b-15991a3297fe,bfe47d0d-3682-4536-8d0b-cb82274ae3dd,c8367fc3-d459-4b83-b48b-37521e6d4795
6f11ff3e-5b53-4486-9b0a-bbab8be11a2c,3f8eb79e-f046-4317-adee-7b916a3ee09e,2024-04-17 12:08:55,3f8eb79e-f046-4317-adee-7b916a3ee09e,2024-04-17 12:08:55,0,fc,NULL,PENDING,without line item,fdce8ccf-2cf4-472a-a701-8cd0e1f49d4b,95651905-3055-4d23-8f64-8a4ab10f38ef,3f8eb79e-f046-4317-adee-7b916a3ee09e,73c35bda-c637-4513-a758-b9491df12540
738771b6-1bb7-4c11-8d94-d3eddfa55637,73c35bda-c637-4513-a758-b9491df12540,2024-08-27 10:06:43,b91189e3-47b3-44b1-a685-0252e97c7d1c,2024-08-27 04:49:05,444439999555560,dsfffffffxbgdc,NULL,APPROVED,PRP PRP PRP,4187013b-d1c5-4fcf-bbf8-04eb187fea4a,78f3ee77-0d06-4391-85a5-bb36eca4a377,73c35bda-c637-4513-a758-b9491df12540,b91189e3-47b3-44b1-a685-0252e97c7d1c
7474f305-888c-4f1c-afe3-659ae849bde3,1c414d9d-c37d-47cd-9f7d-882d51abb8e6,2024-04-08 09:46:10,3f8eb79e-f046-4317-adee-7b916a3ee09e,2024-04-08 09:46:29,150,dr,NULL,APPROVED,hi,c3080f00-ca7c-4bff-87b1-6660b55c1c0e,e9e47927-dbad-49af-acf0-736819ddc8d0,1c414d9d-c37d-47cd-9f7d-882d51abb8e6,3f8eb79e-f046-4317-adee-7b916a3ee09e
750c1f3d-5487-49d7-aba0-e9c67a1e737a,c1e99329-85c4-457f-9e56-40760d57aff5,2024-04-18 10:53:44,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-05-09 09:24:52,0,Test,NULL,REJECTED,Test,db8b27cc-07e5-4b51-91d6-7831d61fc365,87adab77-a29c-46ae-ae92-ce3bcc9b8234,c1e99329-85c4-457f-9e56-40760d57aff5,c8367fc3-d459-4b83-b48b-37521e6d4795
76128f31-b547-41ec-bfa1-adf020530cb5,b91189e3-47b3-44b1-a685-0252e97c7d1c,2024-08-28 01:15:39,b91189e3-47b3-44b1-a685-0252e97c7d1c,2024-08-28 01:15:39,111110,prp test change request,NULL,PENDING,prp test change request,49a53b14-21ff-44b0-8eb1-c6efb304ea27,7f1d525e-5f18-46ce-9a46-9388a2d8b013,b91189e3-47b3-44b1-a685-0252e97c7d1c,73c35bda-c637-4513-a758-b9491df12540
773537b9-7a9d-4ac8-8ce4-2a02e5b0330f,3f8eb79e-f046-4317-adee-7b916a3ee09e,2024-02-08 06:53:55,3f8eb79e-f046-4317-adee-7b916a3ee09e,2024-02-08 06:53:55,0,dsfv,NULL,PENDING,1233,4a03fcc9-d550-4d16-b07f-2bbd27eeca38,1100b8d8-042d-42bd-af32-1b7195a32e03,3f8eb79e-f046-4317-adee-7b916a3ee09e,73c35bda-c637-4513-a758-b9491df12540
79aa728d-130f-4f45-acfe-40dce347e6cc,a3d2b1e9-d64f-46b7-85f5-af83442a5547,2024-07-01 22:40:15,a3d2b1e9-d64f-46b7-85f5-af83442a5547,2024-07-01 22:40:15,0,pppp,NULL,PENDING,test,6b5fcb6f-80f1-418e-9dbb-31e883de2c92,12db7f88-4136-41c0-bac9-41c07854b721,a3d2b1e9-d64f-46b7-85f5-af83442a5547,c8367fc3-d459-4b83-b48b-37521e6d4795
