id,created_by,created_date,updated_by,updated_date,approved_date,billable_miles,mileage_description,non_billable_miles,overtime_hour,status,total_miles_travelled,tsheet_respose_id,week_end,week_start,work_date,work_description,work_hour,client_id,job_bid_detail_id,worker_id,jobsite_bid_detail_id,timezone
0873d2f7-18ae-4c36-bffc-5c4509c9a092,NULL,2024-01-22 07:35:02,NULL,2024-01-22 09:15:02,NULL,12,a. Travel – Start of Day,0,0,REQUESTED,0,360788896,2024-01-21 00:00:00,2024-01-15 00:00:00,2024-01-21 00:00:00,,0.22,c8367fc3-d459-4b83-b48b-37521e6d4795,NULL,1ec5afe3-043f-45dd-8f4c-7a84d55db398,ed1bbc6c-6f38-4adb-a210-b64d5ee2cd1b,NULL
09905e02-cfb4-4880-b8f7-810f3a10e1c8,NULL,2022-01-25 09:10:03,NULL,2022-02-15 09:45:45,2022-02-15 09:45:45,0,,0,0,REQUESTED,0,188454278,2022-01-30 00:00:00,2022-01-24 00:00:00,2022-01-25 00:00:00,,50,c8367fc3-d459-4b83-b48b-37521e6d4795,938f3819-9189-43ce-b188-85bcb012c331,54fea194-4220-40ff-83dd-00c5a946dc25,NULL,NULL
0a700f98-c5c7-4d28-946c-78483673ffcc,NULL,2023-08-17 23:35:13,NULL,2023-08-24 06:30:07,NULL,10,d. Travel – Site to Material,0,0,REQUESTED,0,326501300,2023-08-19 18:30:00,2023-08-13 18:30:00,2023-08-16 18:30:00,,0.2,19430a8c-6324-4105-8fc5-b7973e8f5d7f,ab00e3a1-a87d-4703-89e2-08fd1ef4ff2c,1825fbea-7e33-498e-8cda-2020a840633a,NULL,NULL
0aea88a9-c960-434e-9310-efd301ca153b,NULL,2024-02-20 06:15:03,NULL,2024-02-20 06:36:51,2024-02-20 06:36:51,12,c. Travel – Site to Site,0,0,APPROVED,0,367133656,2024-02-25 00:00:00,2024-02-19 00:00:00,2024-02-19 00:00:00,,0.02,c8367fc3-d459-4b83-b48b-37521e6d4795,NULL,1ec5afe3-043f-45dd-8f4c-7a84d55db398,aa70ba5f-3038-4d82-bd5e-22ae5685bd0c,NULL
0b30258e-607e-4957-b9aa-52464ebf0979,NULL,2023-01-19 10:55:02,NULL,2024-06-21 08:18:50,2024-06-21 08:18:50,0,d. Travel – Site to Material,0,0,APPROVED,0,276867938,2023-01-22 00:00:00,2023-01-16 00:00:00,2023-01-19 00:00:00,,0.23,c8367fc3-d459-4b83-b48b-37521e6d4795,3d2bd703-8b72-4b44-93d5-b5219f91a443,54fea194-4220-40ff-83dd-00c5a946dc25,NULL,NULL
0b618ab3-74bb-4eac-bc4c-1c6f5e59fad4,NULL,2024-03-01 10:30:06,NULL,2024-03-01 10:32:10,2024-03-01 10:32:10,4544,,0,0,APPROVED,0,369533816,2024-03-03 00:00:00,2024-02-26 00:00:00,2024-03-01 00:00:00,,0.016666666666666666,c8367fc3-d459-4b83-b48b-37521e6d4795,NULL,ea8d9856-029d-4071-8305-def44004aca8,367be0bb-8d9e-44e3-b6b7-2925a7e14e4c,NULL
0ce8a367-bcef-4a33-bbc1-492d741b936e,NULL,2024-04-12 10:40:04,NULL,2024-04-18 08:55:43,2024-04-18 08:55:43,80,Travel - Start of the day;Travel - Start of the day,0,0,APPROVED,0,51390330;51386918,2024-04-14 00:00:00,2024-04-08 00:00:00,2024-04-12 00:00:00,pppp test BILLABLE no;notes its test after break,0.38,3f8eb79e-f046-4317-adee-7b916a3ee09e,f023c051-2514-4f34-a8ef-32a53367c967,0c36a187-4358-49d8-96da-a03c74687490,NULL,Asia/Kolkata
0d15b960-5e7a-4917-acb7-b970bb3ddd57,NULL,2022-12-22 06:45:32,NULL,2022-12-22 07:55:26,NULL,0,f. Per Diem – Travel into Market,0,16,REQUESTED,0,270884146,2022-12-24 18:30:00,2022-12-18 18:30:00,2022-12-19 18:30:00,,24,c8367fc3-d459-4b83-b48b-37521e6d4795,NULL,54fea194-4220-40ff-83dd-00c5a946dc25,c0568d0b-46ea-481b-ae4a-b9760c60b094,NULL
0dcfe192-3eca-48fb-97c1-1f86bbdf0630,NULL,2024-02-20 00:45:20,NULL,2024-02-26 07:05:13,NULL,12,c. Travel – Site to Site,0,0,REQUESTED,0,367133656,2024-02-24 18:30:00,2024-02-18 18:30:00,2024-02-18 18:30:00,,0.02,c8367fc3-d459-4b83-b48b-37521e6d4795,NULL,1ec5afe3-043f-45dd-8f4c-7a84d55db398,aa70ba5f-3038-4d82-bd5e-22ae5685bd0c,NULL
0fdfcc04-387a-4788-92ad-bd75bf081112,NULL,2024-07-30 04:12:26,NULL,2024-08-05 23:30:11,NULL,0,,0,0,REQUESTED,0,154619866;154619856,2024-08-03 18:30:00,2024-07-28 18:30:00,2024-07-29 18:30:00,testingn;This is for testing timesheet creation,0.03,c8367fc3-d459-4b83-b48b-37521e6d4795,5ced4988-3305-452c-9420-dabb6ca5ffef,c9a92ec3-4ed8-4db2-b186-cb54e9864a29,NULL,Asia/Kolkata
10b1ee8d-a6f5-4fb4-9dc2-ba726eb78f93,NULL,2022-12-30 06:05:01,NULL,2022-12-30 07:15:58,2022-12-30 07:15:58,0,c. Travel – Site to Site,0,0,APPROVED,0,272510508,2023-01-01 00:00:00,2022-12-26 00:00:00,2022-12-29 00:00:00,,0.1,c8367fc3-d459-4b83-b48b-37521e6d4795,8aed4286-0747-4f38-9450-e15ba67cd933,54fea194-4220-40ff-83dd-00c5a946dc25,NULL,NULL
12738c8e-15f7-4656-b8a0-95aba8256d9c,NULL,2024-04-01 00:56:16,NULL,2024-04-08 03:35:09,NULL,874,Travel - Start of the day;Travel - Start of the day;Travel - Start of the day,0,0,REQUESTED,0,49233896;49233092;49233250,2024-04-06 18:30:00,2024-03-31 18:30:00,2024-03-31 18:30:00,T2;Timesheet aac;aac2,0.25,c8367fc3-d459-4b83-b48b-37521e6d4795,92f24aed-e77f-412d-9bb1-70c18cdc6877,97f643e5-b5b2-43a2-9c7a-ae9743219120,NULL,NULL
12e721b8-54fc-4822-864e-87d8d4e2f80e,NULL,2022-12-17 00:00:01,NULL,2023-01-31 06:53:22,2023-01-31 06:53:22,0,,0,0,APPROVED,0,268805006;268806806;268836144,2022-12-18 00:00:00,2022-12-12 00:00:00,2022-12-13 00:00:00,,2.43,c8367fc3-d459-4b83-b48b-37521e6d4795,NULL,9e11456c-f0f6-48c7-9cbf-6f4447379727,c3808176-fc7c-4692-8165-7a2f08157e61,NULL
1875056d-a9f5-4834-8114-964aacb0f475,NULL,2022-12-21 10:40:02,NULL,2024-03-29 09:15:38,NULL,0,f. Per Diem – Travel into Market,0,0,REJECTED,0,270884150,2022-12-25 00:00:00,2022-12-19 00:00:00,2022-12-21 00:00:00,,2.6,c8367fc3-d459-4b83-b48b-37521e6d4795,NULL,54fea194-4220-40ff-83dd-00c5a946dc25,c0568d0b-46ea-481b-ae4a-b9760c60b094,NULL
1abb657c-31e4-4969-a562-40a3321c9995,NULL,2024-04-03 01:00:34,NULL,2024-04-09 06:35:09,NULL,323,Travel - Start of the day;Travel - Start of the day;Travel - Start of the day,0,0,REQUESTED,0,49468492;49468490;49467984,2024-04-06 18:30:00,2024-03-31 18:30:00,2024-04-01 18:30:00,login 3rd time ;login 2nd time;patilpau2501@gmail.com use 3 minit only,0.12,3f8eb79e-f046-4317-adee-7b916a3ee09e,f023c051-2514-4f34-a8ef-32a53367c967,0c36a187-4358-49d8-96da-a03c74687490,NULL,Asia/Kolkata
1ac30d36-7ed0-4e6f-bcfc-601d59fa5614,NULL,2022-02-24 00:20:20,NULL,2022-02-25 03:10:11,NULL,0,,0,0,REQUESTED,0,195263162;195272212,2022-02-26 18:30:00,2022-02-20 18:30:00,2022-02-20 18:30:00,,0.32,c8367fc3-d459-4b83-b48b-37521e6d4795,9fbd5aac-c329-49d0-a9f7-0e6834db5274,9e11456c-f0f6-48c7-9cbf-6f4447379727,NULL,NULL
1b224277-fc88-4668-8ab9-25620785cbd8,NULL,2024-05-03 10:15:01,NULL,2024-05-06 05:49:23,2024-05-06 05:49:23,50,Travel - Start of the day,0,0,APPROVED,0,54465568,2024-04-28 00:00:00,2024-04-22 00:00:00,2024-04-27 00:00:00,OTnAutomatically clocked out after being on the clock for 7 days. You should really take a break :)nQuickBooks Time Support,24,b91189e3-47b3-44b1-a685-0252e97c7d1c,90fe97af-93ec-4d45-ad89-c00c07b47f81,c9a92ec3-4ed8-4db2-b186-cb54e9864a29,NULL,Asia/Kolkata
1bde2d3c-49d4-4497-ba9a-a16d89d5d1dd,NULL,2024-02-29 13:35:03,NULL,2024-02-29 13:41:13,2024-02-29 13:41:13,56,e. Travel – Material to Site,0,0,APPROVED,0,369276254,2024-03-03 00:00:00,2024-02-26 00:00:00,2024-02-29 00:00:00,,0.07,c8367fc3-d459-4b83-b48b-37521e6d4795,NULL,22085403-2511-4edd-afaa-ae4d63e220c2,3f094e82-40a5-46c7-bdb4-1f09ce8b65ac,NULL
1c4e51c9-327b-4fcc-9b72-9c4f51e7b7c0,NULL,2022-12-22 06:45:39,NULL,2022-12-22 07:55:32,NULL,0,f. Per Diem – Travel into Market,0,0,REQUESTED,0,270884150,2022-12-24 18:30:00,2022-12-18 18:30:00,2022-12-20 18:30:00,,2.6,c8367fc3-d459-4b83-b48b-37521e6d4795,NULL,54fea194-4220-40ff-83dd-00c5a946dc25,c0568d0b-46ea-481b-ae4a-b9760c60b094,NULL
1dd93102-d64a-452d-a97b-0c7d3c6e67dc,NULL,2024-08-15 10:00:14,NULL,2024-08-18 23:00:01,NULL,0,,0,0,REQUESTED,0,158261884,2024-08-11 00:00:00,2024-08-05 00:00:00,2024-08-11 00:00:00,Automatically clocked out after being on the clock for 7 days. You should really take a break :)nQuickBooks Time Support,24,c8367fc3-d459-4b83-b48b-37521e6d4795,a8956eae-d265-48dc-9ff7-245ae2bb8d19,c9a92ec3-4ed8-4db2-b186-cb54e9864a29,NULL,Asia/Kolkata
1e7d5f63-c10c-45ee-90be-a35d3bf0b53a,NULL,2024-01-23 07:17:47,NULL,2024-01-23 13:36:12,2024-01-23 13:36:12,12,Travel - Start of the day,0,0,APPROVED,0,9857414;9871364,2024-01-27 00:00:00,2024-01-21 00:00:00,2024-01-22 00:00:00,,2.08,19430a8c-6324-4105-8fc5-b7973e8f5d7f,b555b560-3648-4cd9-923b-21fa4a90956c,8f1dd1d6-1764-4223-9c81-117250c9a119,NULL,NULL
2074a108-a6bb-43ad-9bc6-9a240ef276ed,NULL,2022-01-28 06:01:05,NULL,2022-01-29 10:09:34,2022-01-29 10:09:34,0,,0,0,APPROVED,0,189212086,2022-01-30 00:00:00,2022-01-24 00:00:00,2022-01-27 00:00:00,,0.95,c8367fc3-d459-4b83-b48b-37521e6d4795,eabde091-bcc7-43a0-9c27-3beb549b87a8,9e11456c-f0f6-48c7-9cbf-6f4447379727,NULL,NULL
223d93e8-d75d-46a0-a17a-c54d573f962b,NULL,2024-07-31 12:00:09,NULL,2024-08-27 11:02:45,NULL,0,,0,0,REJECTED,0,155413866,2024-08-04 00:00:00,2024-07-29 00:00:00,2024-07-31 00:00:00,HR based Project,0.03,b91189e3-47b3-44b1-a685-0252e97c7d1c,NULL,c9a92ec3-4ed8-4db2-b186-cb54e9864a29,1127e134-9d4c-4f69-8df0-54d4a98cdb22,Asia/Kolkata
24255496-0da3-4a31-a8b7-a10787dfa691,NULL,2024-03-29 04:16:13,NULL,2024-04-05 07:20:15,NULL,7936,Travel - Start of the day;Travel - Start of the day;Travel - Start of the day;Travel - Start of the day,0,0,REQUESTED,0,48924478;48924620;48945798;48945800,2024-03-30 18:30:00,2024-03-24 18:30:00,2024-03-28 18:30:00,[ppppp];Alex Neilson|6584|Machine design,0.47,c8367fc3-d459-4b83-b48b-37521e6d4795,92f24aed-e77f-412d-9bb1-70c18cdc6877,97f643e5-b5b2-43a2-9c7a-ae9743219120,NULL,Asia/Kolkata
262a3037-1f74-43bd-a99e-8b24476da870,NULL,2024-08-15 10:00:27,NULL,2024-08-20 01:36:20,2024-08-20 01:36:20,0,,0,0,APPROVED,0,158261890,2024-08-18 00:00:00,2024-08-12 00:00:00,2024-08-14 00:00:00,Automatically clocked out after being on the clock for 7 days. You should really take a break :)nQuickBooks Time Support,24,c8367fc3-d459-4b83-b48b-37521e6d4795,a8956eae-d265-48dc-9ff7-245ae2bb8d19,c9a92ec3-4ed8-4db2-b186-cb54e9864a29,NULL,Asia/Kolkata
2633bb9b-fe21-49cf-beb2-f341e0c77386,NULL,2024-07-31 06:30:36,NULL,2024-08-05 23:30:22,NULL,0,,0,0,REQUESTED,0,155413866,2024-08-03 18:30:00,2024-07-28 18:30:00,2024-07-30 18:30:00,HR based Project,0.03,b91189e3-47b3-44b1-a685-0252e97c7d1c,NULL,c9a92ec3-4ed8-4db2-b186-cb54e9864a29,1127e134-9d4c-4f69-8df0-54d4a98cdb22,Asia/Kolkata
26f70eb3-3bae-4098-b7ae-c682239c938c,NULL,2024-01-23 07:17:18,NULL,2024-01-23 13:35:53,2024-01-23 13:35:53,0,,0,0,APPROVED,0,9174602,2024-01-20 00:00:00,2024-01-14 00:00:00,2024-01-20 00:00:00,,24,19430a8c-6324-4105-8fc5-b7973e8f5d7f,b555b560-3648-4cd9-923b-21fa4a90956c,8f1dd1d6-1764-4223-9c81-117250c9a119,NULL,NULL
27cbf885-0e23-4d63-b7e3-570f0899d950,NULL,2024-03-01 06:55:07,NULL,2024-07-01 07:06:29,2024-07-01 07:06:29,90000,e. Travel – Material to Site,0,0,APPROVED,0,369528328,2024-03-03 00:00:00,2024-02-26 00:00:00,2024-03-01 00:00:00,PRP TEST Tsheet,0.03,c8367fc3-d459-4b83-b48b-37521e6d4795,NULL,1ec5afe3-043f-45dd-8f4c-7a84d55db398,aaf11faf-4c20-4f31-9a38-2f1ce3fed0f5,NULL
283251af-32f3-4144-942f-1f382d6d0b9e,NULL,2024-03-13 10:45:03,NULL,2024-03-13 11:22:35,2024-03-13 11:22:35,101010,e. Travel – Material to Site,0,0,APPROVED,0,371991424,2024-03-17 00:00:00,2024-03-11 00:00:00,2024-03-13 00:00:00,,0.02,c8367fc3-d459-4b83-b48b-37521e6d4795,eb197157-a1d2-47d5-8f23-45f4bab3e471,1ec5afe3-043f-45dd-8f4c-7a84d55db398,NULL,NULL
28a5f7e6-0e9e-4eea-a201-22c76a22d0bc,NULL,2022-11-21 10:50:02,NULL,2023-01-31 00:16:59,2023-01-31 00:16:59,0,,0,0,APPROVED,0,263698450,2022-11-27 00:00:00,2022-11-21 00:00:00,2022-11-21 00:00:00,,2.13,c8367fc3-d459-4b83-b48b-37521e6d4795,NULL,9e11456c-f0f6-48c7-9cbf-6f4447379727,fcc891aa-e868-460b-bb03-a89bbfa180d1,NULL
298103bd-235b-4de9-8ac1-f62e39b717fb,NULL,2024-03-29 06:25:04,NULL,2024-04-02 09:19:34,2024-04-02 09:19:34,5445,Travel - Start of the day,0,0,APPROVED,0,48924880,2024-03-31 00:00:00,2024-03-25 00:00:00,2024-03-29 00:00:00,VIRTUAL REALITY DESIGNER job 1st day,0.2,3f8eb79e-f046-4317-adee-7b916a3ee09e,462687ca-eb58-4f05-92bc-f481467be061,97f643e5-b5b2-43a2-9c7a-ae9743219120,NULL,Asia/Kolkata
2b71eba3-e097-4373-9482-e4d7ce64913d,NULL,2024-03-04 06:52:46,NULL,2024-03-08 04:30:22,NULL,4544,,0,0,REQUESTED,0,369533816,2024-03-02 18:30:00,2024-02-25 18:30:00,2024-02-29 18:30:00,,0.02,c8367fc3-d459-4b83-b48b-37521e6d4795,NULL,ea8d9856-029d-4071-8305-def44004aca8,367be0bb-8d9e-44e3-b6b7-2925a7e14e4c,NULL
2c95d598-a239-483b-8e6f-8b6b8fe2112e,NULL,2024-05-03 10:15:23,NULL,2024-05-06 05:49:23,2024-05-06 05:49:23,50,Travel - Start of the day,0,0,APPROVED,0,54465570,2024-04-28 00:00:00,2024-04-22 00:00:00,2024-04-28 00:00:00,OTnAutomatically clocked out after being on the clock for 7 days. You should really take a break :)nQuickBooks Time Support,24,b91189e3-47b3-44b1-a685-0252e97c7d1c,90fe97af-93ec-4d45-ad89-c00c07b47f81,c9a92ec3-4ed8-4db2-b186-cb54e9864a29,NULL,Asia/Kolkata
2db43b0e-6cfb-490c-91a7-64d792891288,NULL,2024-03-30 04:50:05,NULL,2024-06-20 10:20:07,2024-06-20 10:20:07,20,Travel - Start of the day,0,0,APPROVED,0,49077194,2024-03-31 00:00:00,2024-03-25 00:00:00,2024-03-30 00:00:00,prp@test,1.15,3f8eb79e-f046-4317-adee-7b916a3ee09e,NULL,97f643e5-b5b2-43a2-9c7a-ae9743219120,ee5ee7c9-7ae5-454a-8c5a-09c8e97ce9ae,Asia/Kolkata
2e75ca5b-af5b-48b2-8ecf-3fc020adcb93,NULL,2024-01-24 04:15:02,NULL,2024-02-01 06:55:49,2024-02-01 06:55:49,12,a. Travel – Start of Day,0,0,APPROVED,0,361371182,2024-01-28 00:00:00,2024-01-22 00:00:00,2024-01-23 00:00:00,,0.47,c8367fc3-d459-4b83-b48b-37521e6d4795,4d06e6a7-e03c-4110-ad9b-c987b1faa67e,1ec5afe3-043f-45dd-8f4c-7a84d55db398,NULL,NULL
2fb51edc-89d8-45f9-8801-c1aaf27de639,NULL,2024-05-06 01:15:24,NULL,2024-05-10 04:10:08,NULL,50,Travel - Start of the day,0,0,REQUESTED,0,54689722,2024-05-11 18:30:00,2024-05-05 18:30:00,2024-05-05 18:30:00,6/5/24,0.08,b91189e3-47b3-44b1-a685-0252e97c7d1c,3a921277-76d4-499e-8128-9e4aed570cfc,c9a92ec3-4ed8-4db2-b186-cb54e9864a29,NULL,Asia/Kolkata
31701b4a-c407-4e1f-aece-52c3b6c13129,NULL,2024-04-03 01:01:05,NULL,2024-04-09 06:35:19,NULL,1100,Travel - Start of the day;Travel - Start of the day,0,0,REQUESTED,0,49468470;49468636,2024-04-06 18:30:00,2024-03-31 18:30:00,2024-04-01 18:30:00,,0.05,c8367fc3-d459-4b83-b48b-37521e6d4795,03131b5c-aa71-4f00-980a-baba262160c5,0c36a187-4358-49d8-96da-a03c74687490,NULL,Asia/Kolkata
321c6871-efbd-4342-a9a8-4c75591b581e,NULL,2024-05-27 05:10:03,NULL,2024-05-29 06:14:09,2024-05-29 06:14:09,20,Travel - Start of the day,0,0,APPROVED,0,58869532,2024-06-02 00:00:00,2024-05-27 00:00:00,2024-05-27 00:00:00,,0.03,b91189e3-47b3-44b1-a685-0252e97c7d1c,7aaacd2b-d200-4ed5-8b5b-13da3d9a1dfd,c9a92ec3-4ed8-4db2-b186-cb54e9864a29,NULL,Asia/Kolkata
32694d1e-5249-4e4c-a578-5fbcc49fdfa2,NULL,2023-08-21 02:45:13,NULL,2023-08-28 05:55:06,NULL,10,d. Travel – Site to Material,0,0,REQUESTED,0,327139650,2023-08-26 18:30:00,2023-08-20 18:30:00,2023-08-20 18:30:00,,0.03,19430a8c-6324-4105-8fc5-b7973e8f5d7f,54054a00-962b-42a1-ba99-b07119919da9,4ff1f163-f4e9-4cbe-841b-0395e1658396,NULL,NULL
33597e3c-fe6e-4e67-be9f-c54e23aa09a9,NULL,2024-02-16 10:30:04,NULL,2024-02-16 11:01:31,2024-02-16 11:01:31,12,c. Travel – Site to Site,0,0,APPROVED,0,366539748,2024-02-18 00:00:00,2024-02-12 00:00:00,2024-02-16 00:00:00,,0.12,c8367fc3-d459-4b83-b48b-37521e6d4795,75c1d9c9-f576-43ac-8b95-e485f38503fa,1ec5afe3-043f-45dd-8f4c-7a84d55db398,NULL,NULL
38d50454-d6d9-4dc0-b804-cba81f5ee213,NULL,2024-06-24 03:30:24,NULL,2024-06-28 08:00:06,NULL,1000,Travel - Start of the day,0,0,REQUESTED,0,87590344,2024-06-22 18:30:00,2024-06-16 18:30:00,2024-06-20 18:30:00,,0,c8367fc3-d459-4b83-b48b-37521e6d4795,a8956eae-d265-48dc-9ff7-245ae2bb8d19,c9a92ec3-4ed8-4db2-b186-cb54e9864a29,NULL,Asia/Kolkata
392e319b-882d-43ab-975a-7959796f511f,NULL,2023-11-22 11:25:02,NULL,2024-06-20 04:35:53,2024-06-20 04:35:53,21,b. Travel – End of Day,0,0,APPROVED,0,348848408,2023-11-26 00:00:00,2023-11-20 00:00:00,2023-11-22 00:00:00,noted,0.07,c8367fc3-d459-4b83-b48b-37521e6d4795,NULL,1ec5afe3-043f-45dd-8f4c-7a84d55db398,98f780e6-9487-4fce-9e0a-6de20455492e,NULL
395c4121-f6da-45a0-ac84-d2465694b4cd,NULL,2024-08-08 07:00:07,NULL,2024-08-15 23:00:03,NULL,0,,0,0,REQUESTED,0,157185420,2024-08-11 00:00:00,2024-08-05 00:00:00,2024-08-08 00:00:00,8-8,0.05,c8367fc3-d459-4b83-b48b-37521e6d4795,0b0d042d-7e88-4235-957e-e1b1c94f9ac5,c9a92ec3-4ed8-4db2-b186-cb54e9864a29,NULL,Asia/Kolkata
3a4721c2-4124-4fba-8551-0575b6f1d075,NULL,2024-01-24 00:15:35,NULL,2024-01-30 07:15:32,NULL,12,a. Travel – Start of Day,0,0,REQUESTED,0,361110278,2024-01-27 18:30:00,2024-01-21 18:30:00,2024-01-22 18:30:00,,0.02,19430a8c-6324-4105-8fc5-b7973e8f5d7f,df6347f9-8873-4adc-a986-de4c4a417315,1ec5afe3-043f-45dd-8f4c-7a84d55db398,NULL,NULL
3abfdec5-3a63-468c-b5ff-8b038781432a,NULL,2022-01-25 06:01:04,NULL,2022-02-15 09:45:45,2022-02-15 09:45:45,23,a. Travel – Start of Day,0,0,APPROVED,0,188209912,2022-01-30 00:00:00,2022-01-24 00:00:00,2022-01-24 00:00:00,Notes,0.02,c8367fc3-d459-4b83-b48b-37521e6d4795,938f3819-9189-43ce-b188-85bcb012c331,54fea194-4220-40ff-83dd-00c5a946dc25,NULL,NULL
3c99c2d2-b8e1-46d3-b30a-632e8c6609ce,NULL,2024-04-01 04:25:13,NULL,2024-06-20 10:19:02,2024-06-20 10:19:02,20,Travel - Start of the day,0,0,APPROVED,0,49232986,2024-04-07 00:00:00,2024-04-01 00:00:00,2024-04-01 00:00:00,VANSHIKA LAD|1623|SUSTAINABILITY CONSULTANT 2 day,9.85,3f8eb79e-f046-4317-adee-7b916a3ee09e,NULL,97f643e5-b5b2-43a2-9c7a-ae9743219120,4044c581-1d67-46a2-bd8e-b0b94808be36,Asia/Kolkata
