id,created_by,created_date,updated_by,updated_date,accepted_date,content,document_name,document_path,is_accepted,is_active,msa_type,type,version,accepted_by_id,user_id
103b8a0b-ae1a-40b8-a16a-65d827be9ae7,01,2024-02-26 09:45:36,01,2024-02-26 09:45:36,NULL,<p><strong>Project Test MSA</strong></p>,NULL,NULL,_binary '0',_binary '',GLOBAL,PROJECT,1,NULL,ac9dc4b5-258b-4bc1-a75f-c7db141918f2
11026588-10e2-40d9-9e9f-fcf91ed59466,01,2024-08-27 11:44:24,01,2024-08-27 11:44:24,2024-08-27 11:48:53,<p><strong>Project Test MSA</strong></p>,MSA_1.pdf,IconicWorkerUserImages/fd1c2242-11f0-4c9e-b18d-7b438e6e825d,_binary '',_binary '',GLOBAL,PROJECT,1,7b254d0a-f432-4ad7-bd72-2f1cc5f9d8e7,7b254d0a-f432-4ad7-bd72-2f1cc5f9d8e7
12a6c8a9-2bf1-4e81-a588-e9b38fd25e50,01,2024-02-05 23:20:56,01,2024-02-05 23:20:56,NULL,<p><strong>Jobs Test MSA</strong></p>,NULL,NULL,_binary '0',_binary '',GLOBAL,JOBS,1,NULL,ab75297c-b434-4c17-99ae-1d30325b80e3
135ccada-49db-4f7c-9437-4f5d200c6670,01,2024-07-05 10:31:37,01,2024-07-05 10:31:37,NULL,<p><strong>Project Test MSA</strong></p>,NULL,NULL,_binary '0',_binary '',GLOBAL,PROJECT,1,NULL,fab5a722-2b46-4df4-b838-edbf13ab3077
13cccd61-1a2a-4b31-afbe-369cc379f299,01,2024-06-26 04:42:25,01,2024-06-26 04:42:25,NULL,<p><strong>Project Test MSA</strong></p>,NULL,NULL,_binary '0',_binary '',GLOBAL,PROJECT,1,NULL,17df6d66-1676-4fe6-8720-7f5d14911933
13d8a432-802a-4738-900d-c69b1ec09c2b,01,2024-02-06 01:47:50,01,2024-02-06 01:47:50,NULL,<p><strong>Project Test MSA</strong></p>,NULL,NULL,_binary '0',_binary '',GLOBAL,PROJECT,1,NULL,5e7bccc4-1ca3-4af7-8726-d77594b72508
15529dcf-b1fa-4b4e-99ac-14a28f831bb3,01,2024-02-06 12:48:51,01,2024-02-06 12:48:51,NULL,<p><strong>Jobs Test MSA</strong></p>,NULL,NULL,_binary '0',_binary '',GLOBAL,JOBS,1,NULL,9940546e-387a-45e1-86bd-c3d6c367c79c
16261e71-99e4-4932-b793-ef5f6029d805,01,2024-02-05 23:37:33,01,2024-02-05 23:37:33,NULL,<p><strong>Jobs Test MSA</strong></p>,NULL,NULL,_binary '0',_binary '',GLOBAL,JOBS,1,NULL,2becb945-9677-4486-923a-c127868e79bc
1962476a-857d-4a54-b580-b66088d22c06,01,2024-07-08 06:53:05,01,2024-07-08 06:53:05,NULL,<p><strong>Jobs Test MSA</strong></p>,NULL,NULL,_binary '0',_binary '',GLOBAL,JOBS,1,NULL,6e6a92e5-3815-41aa-992c-95a647c45faf
1b01ae78-e695-4cf7-9a4e-159f229553bb,01,2024-02-06 14:03:54,01,2024-02-06 14:03:54,NULL,<p><strong>Jobs Test MSA</strong></p>,NULL,NULL,_binary '0',_binary '',GLOBAL,JOBS,1,NULL,3f1a0470-14b2-4554-90a0-b596a189f088
1b73d806-ea98-4879-84d1-66ed93d3c938,01,2021-11-02 07:51:28,01,2022-01-27 14:12:40,NULL,<p><strong>Jobs Test MSA</strong></p>,NULL,NULL,_binary '0',_binary '0',GLOBAL,JOBS,1,NULL,9daed003-5712-4264-af30-7a545db50bca
1c417329-b0a5-4ba5-89f9-9401f0648474,01,2022-01-25 15:15:22,01,2022-01-27 14:12:35,2022-01-25 15:29:24,<p><strong>Jobs Test MSA</strong></p>,MSA_1.pdf,IconicWorkerUserImages/3142f8a1-ea83-4493-a598-b1944711e7a5,_binary '',_binary '0',GLOBAL,JOBS,1,1459f8aa-5b5e-45f2-9bdc-f3097960a439,1459f8aa-5b5e-45f2-9bdc-f3097960a439
1cb4cc43-5384-4954-8e64-252e53a832a3,01,2022-01-27 14:12:45,01,2022-01-27 14:12:45,NULL,<p>Job Project MSA 2</p>,NULL,NULL,_binary '0',_binary '',GLOBAL,JOBS,2,NULL,f54134ef-2556-425c-aa97-c1b6b618dc1a
1d29f705-912c-441f-b65d-d651656196ac,01,2022-06-21 04:48:12,01,2022-06-21 05:41:27,2022-06-21 05:52:45,<p>Job Test MSA 2</p>,MSA_2.pdf,IconicWorkerUserImages/9a877223-5a90-4c70-a81d-ed8ae489c12c,_binary '',_binary '',GLOBAL,PROJECT,2,a69a9857-30f7-4676-b610-a09c3d5e3f40,a69a9857-30f7-4676-b610-a09c3d5e3f40
211b7e06-6265-48c5-9904-7bca6782377c,01,2024-06-13 05:39:44,01,2024-06-13 05:39:44,NULL,<p><strong>Jobs Test MSA</strong></p>,NULL,NULL,_binary '0',_binary '',GLOBAL,JOBS,1,NULL,bdcb344d-950c-47fd-bb44-2ca3968edfdb
225467f8-b0b7-473b-a9b6-9e62f3c2433e,01,2022-01-27 14:11:00,01,2022-01-27 14:11:00,NULL,<p>Job Test MSA 2</p>,NULL,NULL,_binary '0',_binary '',GLOBAL,PROJECT,2,NULL,9fd96859-1704-45be-9855-88268c001558
2291d548-2961-47d7-b998-f7ba39c8ce19,01,2024-02-06 12:51:47,01,2024-02-06 12:51:47,NULL,<p><strong>Project Test MSA</strong></p>,NULL,NULL,_binary '0',_binary '',GLOBAL,PROJECT,1,NULL,6056d080-1c01-4e64-8378-e4076c91ad7d
24e56981-795a-448d-8168-e67efce03866,01,2022-02-11 13:52:42,01,2022-02-11 13:52:42,2022-02-11 14:03:54,<p>Job Test MSA 2</p>,MSA_2.pdf,IconicWorkerUserImages/873f9040-9272-4e35-a57a-021ff2347c5c,_binary '',_binary '',GLOBAL,PROJECT,2,7f70391a-967d-4611-93c8-472df9f657df,7f70391a-967d-4611-93c8-472df9f657df
25d85b91-8968-4e96-b2c9-42bd677294ef,01,2024-02-06 13:30:27,01,2024-02-06 13:30:27,NULL,<p><strong>Jobs Test MSA</strong></p>,NULL,NULL,_binary '0',_binary '',GLOBAL,JOBS,1,NULL,f4d276a2-4ae4-4959-8c38-1c10a8708f87
27c9cf5b-f40a-4466-a8ae-00aafbd58fb8,01,2022-01-25 15:18:30,01,2022-01-27 14:10:44,NULL,<p>As agreed</p>,NULL,NULL,_binary '0',_binary '0',CUSTOMIZED,PROJECT,1,NULL,1459f8aa-5b5e-45f2-9bdc-f3097960a439
27e2dc07-afd5-4818-a34f-51f988b29a09,01,2024-02-26 09:45:37,01,2024-02-26 09:45:37,NULL,<p><strong>Jobs Test MSA</strong></p>,NULL,NULL,_binary '0',_binary '',GLOBAL,JOBS,1,NULL,ac9dc4b5-258b-4bc1-a75f-c7db141918f2
2819a65a-b50f-48e8-a4ab-884178a78707,01,2024-06-27 05:53:42,01,2024-06-27 05:53:42,NULL,<p><strong>Project Test MSA</strong></p>,NULL,NULL,_binary '0',_binary '',GLOBAL,PROJECT,1,NULL,a32e45dd-7c22-4d76-ae90-55bc3041af96
2847fd4b-a544-40c2-8a6f-6167eb9c95ee,01,2024-07-08 06:53:05,01,2024-07-08 06:53:05,NULL,<p><strong>Project Test MSA</strong></p>,NULL,NULL,_binary '0',_binary '',GLOBAL,PROJECT,1,NULL,6e6a92e5-3815-41aa-992c-95a647c45faf
2b5ee420-f0ac-4d7c-a1c9-211a68d326d1,01,2022-01-27 14:10:39,01,2022-01-27 14:10:39,NULL,<p>Job Test MSA 2</p>,NULL,NULL,_binary '0',_binary '',GLOBAL,PROJECT,2,NULL,2500bdc4-7c9f-4200-a31f-8b9c7129e0de
2c969b69-7bdc-4664-91ad-6c0037f28434,01,2024-02-06 13:36:06,01,2024-02-06 13:36:06,NULL,<p><strong>Project Test MSA</strong></p>,NULL,NULL,_binary '0',_binary '',GLOBAL,PROJECT,1,NULL,e5d2f0ba-9367-4744-a89a-446df3118618
2d194aeb-1612-40d1-87a1-ccf53943411c,01,2024-02-06 13:36:07,01,2024-02-06 13:36:07,NULL,<p><strong>Jobs Test MSA</strong></p>,NULL,NULL,_binary '0',_binary '',GLOBAL,JOBS,1,NULL,e5d2f0ba-9367-4744-a89a-446df3118618
2deacf42-f045-4312-9762-a10b45c1f112,01,2024-02-05 10:56:12,01,2024-02-05 10:56:12,NULL,<p><strong>Jobs Test MSA</strong></p>,NULL,NULL,_binary '0',_binary '',GLOBAL,JOBS,1,NULL,0b396c55-5672-4b51-9f5c-896d789383cd
2e45fd95-c366-4a07-85f9-244850d9e6cb,01,2022-01-27 14:12:24,01,2022-01-27 14:12:24,NULL,<p>Job Project MSA 2</p>,NULL,NULL,_binary '0',_binary '',GLOBAL,JOBS,2,NULL,02
30beacd5-2dea-427c-a7d6-270565310ac5,01,2024-02-06 08:48:04,01,2024-02-06 08:48:04,NULL,<p><strong>Jobs Test MSA</strong></p>,NULL,NULL,_binary '0',_binary '',GLOBAL,JOBS,1,NULL,82505bfc-ea24-424a-b40e-68701653e6ae
32bb753e-bf93-4157-8bf8-a9445dd8714d,01,2024-08-08 09:15:55,01,2024-08-08 09:18:20,NULL,<p>ppppp2</p>,NULL,NULL,_binary '0',_binary '0',CUSTOMIZED,PROJECT,2,NULL,e50807b0-60e6-46ee-a3be-0a2b0f1a7136
336bda3c-6baa-45bc-9b36-cc0ef8a7de72,01,2024-02-06 00:15:54,01,2024-02-06 00:15:54,NULL,<p><strong>Jobs Test MSA</strong></p>,NULL,NULL,_binary '0',_binary '',GLOBAL,JOBS,1,NULL,ad9b86c8-5ba2-4d6e-b735-0d8338b03ba1
3481424c-9f87-4b6c-ae2d-fe2fc4127920,01,2024-08-27 11:44:24,01,2024-08-27 11:44:24,2024-08-27 11:50:48,<p><strong>Jobs Test MSA</strong></p>,MSA_1.pdf,IconicWorkerUserImages/be9cceeb-1feb-42d3-8560-54e3de9e0092,_binary '',_binary '',GLOBAL,JOBS,1,7b254d0a-f432-4ad7-bd72-2f1cc5f9d8e7,7b254d0a-f432-4ad7-bd72-2f1cc5f9d8e7
3566a791-1f7f-49a3-bf40-8ab70d85c335,01,2022-01-27 14:10:55,01,2022-01-27 14:10:55,NULL,<p>Job Test MSA 2</p>,NULL,NULL,_binary '0',_binary '',GLOBAL,PROJECT,2,NULL,c9106f23-b445-4a0a-aba9-791ba3cda9d9
37fe2ca5-1255-4fd8-abb8-b834be0c6d1f,01,2022-01-27 14:12:39,01,2022-01-27 14:12:39,NULL,<p>Job Project MSA 2</p>,NULL,NULL,_binary '0',_binary '',GLOBAL,JOBS,2,NULL,560e1899-9457-4146-8250-0efa50eeb7c4
3c460ed0-8d2f-4c03-be21-734d82f289a5,01,2024-02-06 12:19:29,01,2024-02-06 12:19:29,NULL,<p><strong>Jobs Test MSA</strong></p>,NULL,NULL,_binary '0',_binary '',GLOBAL,JOBS,1,NULL,3eb03401-0887-4820-b734-6e589a632c85
4194e84b-2b54-46f2-a411-a76efee8b9b2,01,2021-06-25 13:43:41,01,2022-01-27 14:11:01,NULL,<p><strong>Project Test MSA</strong></p>,NULL,NULL,_binary '0',_binary '0',GLOBAL,PROJECT,1,NULL,ec6eb6e7-cf27-4df3-960c-3b2eec9dd1a7
425aa170-135b-4f92-bd4a-763be1e71d8e,01,2023-11-08 06:45:06,01,2023-11-08 06:45:06,2023-11-08 06:47:35,<p><strong>Project Test MSA</strong></p>,MSA_1.pdf,IconicWorkerUserImages/71c75cbb-f089-4cee-ace4-a15a9120c5b5,_binary '',_binary '',GLOBAL,PROJECT,1,f0ff98fb-1811-4940-8054-c8b127ad6554,f0ff98fb-1811-4940-8054-c8b127ad6554
427eeed8-9e33-42f5-98ff-da0dde85bc02,01,2022-06-21 04:48:13,01,2022-06-21 04:48:13,2022-06-21 05:52:56,<p>Job Project MSA 2</p>,MSA_2.pdf,IconicWorkerUserImages/8be98067-b79a-4a11-808f-7ca5e152916e,_binary '',_binary '',GLOBAL,JOBS,2,a69a9857-30f7-4676-b610-a09c3d5e3f40,a69a9857-30f7-4676-b610-a09c3d5e3f40
4314615c-76c3-4fcb-a8e9-18b46a6a97a0,01,2022-01-27 14:10:38,01,2022-01-27 14:10:38,2023-11-06 04:34:53,<p>Job Test MSA 2</p>,MSA_2.pdf,IconicWorkerUserImages/114dd2cb-968e-41c5-ba8c-1b43ed298b1f,_binary '',_binary '',GLOBAL,PROJECT,2,c8367fc3-d459-4b83-b48b-37521e6d4795,c8367fc3-d459-4b83-b48b-37521e6d4795
43b014df-66fc-4220-8d78-a5526132b0b5,01,2022-02-10 13:48:32,01,2022-02-10 13:48:32,2022-02-10 17:18:26,<p>Job Project MSA 2</p>,MSA_2.pdf,IconicWorkerUserImages/3ed5bfce-535e-4180-81f6-bd86a45bb9b6,_binary '',_binary '',GLOBAL,JOBS,2,ba76ab82-500d-40c0-a6ab-130d35381de8,ba76ab82-500d-40c0-a6ab-130d35381de8
458069ff-fa06-4998-8fef-d9053d8fdf83,01,2022-01-27 14:10:40,01,2022-01-27 14:10:40,NULL,<p>Job Test MSA 2</p>,NULL,NULL,_binary '0',_binary '',GLOBAL,PROJECT,2,NULL,1323fd42-50e4-4ec7-b01e-15b96a180dbd
4aeae4cc-f2ee-45a3-bfa3-899c9de11041,01,2024-07-03 12:08:40,01,2024-07-03 12:08:40,NULL,<p><strong>Project Test MSA</strong></p>,NULL,NULL,_binary '0',_binary '',GLOBAL,PROJECT,1,NULL,025318be-df72-4f81-aea3-80638434038a
4b41dc22-23a8-47dd-8e5e-10daa63c0f05,01,2024-02-06 12:51:47,01,2024-02-06 12:51:47,NULL,<p><strong>Jobs Test MSA</strong></p>,NULL,NULL,_binary '0',_binary '',GLOBAL,JOBS,1,NULL,6056d080-1c01-4e64-8378-e4076c91ad7d
4b484ef4-4174-46e6-a3cd-ceadacb1592d,01,2024-07-03 12:08:40,01,2024-07-03 12:08:40,NULL,<p><strong>Jobs Test MSA</strong></p>,NULL,NULL,_binary '0',_binary '',GLOBAL,JOBS,1,NULL,025318be-df72-4f81-aea3-80638434038a
4bd18ba2-8ea0-49bb-8d91-d3b3ec2c0127,01,2022-01-27 14:12:37,01,2022-01-27 14:12:37,NULL,<p>Job Project MSA 2</p>,NULL,NULL,_binary '0',_binary '',GLOBAL,JOBS,2,NULL,59d2ad47-2903-4724-aaf0-7a0e626f1108
4bdc7634-d19c-43d2-a916-832328561b2a,01,2024-08-27 12:18:23,01,2024-08-27 12:18:23,2024-08-27 12:19:23,<p><strong>Jobs Test MSA</strong></p>,MSA_1.pdf,IconicWorkerUserImages/f85714bd-ee18-4b67-a2d0-1a5e0bb927eb,_binary '',_binary '',GLOBAL,JOBS,1,41f85656-7f97-4cfb-aad6-02455efe1370,41f85656-7f97-4cfb-aad6-02455efe1370
4bfd293d-ce7c-4d02-be3e-41b0ca960d1e,01,2024-08-27 12:18:23,01,2024-08-27 12:18:23,2024-08-27 12:19:17,<p><strong>Project Test MSA</strong></p>,MSA_1.pdf,IconicWorkerUserImages/2530134c-70f8-4f83-9150-3136426c4f87,_binary '',_binary '',GLOBAL,PROJECT,1,41f85656-7f97-4cfb-aad6-02455efe1370,41f85656-7f97-4cfb-aad6-02455efe1370
4e729f5a-b416-4e1f-98fc-26ea093ccb5b,01,2023-07-25 09:16:59,01,2024-08-27 11:38:44,2023-07-25 10:17:12,<p>Job Test MSA 2</p>,MSA_2.pdf,IconicWorkerUserImages/0c00334c-64c6-4ca5-80dd-1c86e0d41bf2,_binary '',_binary '0',GLOBAL,PROJECT,2,b91189e3-47b3-44b1-a685-0252e97c7d1c,b91189e3-47b3-44b1-a685-0252e97c7d1c
50520175-6eb7-4cc4-9e2d-af843edcd168,01,2024-02-26 09:40:35,01,2024-02-26 09:40:35,NULL,<p><strong>Jobs Test MSA</strong></p>,NULL,NULL,_binary '0',_binary '',GLOBAL,JOBS,1,NULL,4c0092ed-7254-4369-a807-f9dbd6e11d24
5133e3e7-2da4-47dc-b661-7fa16e9ff983,01,2024-08-08 09:15:12,01,2024-08-08 09:15:55,NULL,<p>ppppp</p>,NULL,NULL,_binary '0',_binary '0',CUSTOMIZED,PROJECT,1,NULL,e50807b0-60e6-46ee-a3be-0a2b0f1a7136
5251c3bc-2014-4880-8576-15ec5146df07,01,2022-02-10 13:48:30,01,2022-02-10 13:48:30,2022-02-10 13:51:56,<p>Job Test MSA 2</p>,MSA_2.pdf,IconicWorkerUserImages/a0505d84-7b29-4484-845c-024662a23ce1,_binary '',_binary '',GLOBAL,PROJECT,2,ba76ab82-500d-40c0-a6ab-130d35381de8,ba76ab82-500d-40c0-a6ab-130d35381de8
53c1ad0c-4576-43bd-a104-1f8668b27490,01,2024-08-27 11:41:17,01,2024-08-27 11:41:17,NULL,<p>test job msa</p>,NULL,NULL,_binary '0',_binary '',CUSTOMIZED,JOBS,3,NULL,b91189e3-47b3-44b1-a685-0252e97c7d1c
547e225e-b8f1-4a0b-b125-16696d6d80db,01,2024-02-05 10:56:11,01,2024-02-05 10:56:11,NULL,<p><strong>Project Test MSA</strong></p>,NULL,NULL,_binary '0',_binary '',GLOBAL,PROJECT,1,NULL,0b396c55-5672-4b51-9f5c-896d789383cd
55000baa-e5e1-4ab7-90bc-8688e74e6018,01,2022-02-07 04:38:56,01,2022-02-07 04:38:56,NULL,<p>Job Project MSA 2</p>,NULL,NULL,_binary '0',_binary '',GLOBAL,JOBS,2,NULL,1afb4dff-9a73-4453-a2d8-6e05ee206d8f
553af477-2cf9-4c65-a26e-c612a97c01ad,01,2022-02-07 04:38:55,01,2022-02-07 04:38:55,NULL,<p>Job Test MSA 2</p>,NULL,NULL,_binary '0',_binary '',GLOBAL,PROJECT,2,NULL,1afb4dff-9a73-4453-a2d8-6e05ee206d8f
5a6453c9-f0fc-496e-85c4-aae8581d8128,01,2024-08-27 10:10:24,01,2024-08-27 11:38:44,NULL,<p>SAVE</p>,NULL,NULL,_binary '0',_binary '0',CUSTOMIZED,PROJECT,5,NULL,b91189e3-47b3-44b1-a685-0252e97c7d1c
5b8c5e69-bbe2-4158-8aad-3d77fb55f52a,01,2022-01-27 14:10:45,01,2022-01-27 14:10:45,NULL,<p>Job Test MSA 2</p>,NULL,NULL,_binary '0',_binary '',GLOBAL,PROJECT,2,NULL,eac53e97-d293-4f8a-845d-917f5c4190c0
5baadae9-3b16-4006-b89c-e88fa41fc2cd,01,2024-08-27 10:09:19,01,2024-08-27 11:38:44,NULL,<p>test</p>,NULL,NULL,_binary '0',_binary '0',CUSTOMIZED,PROJECT,3,NULL,b91189e3-47b3-44b1-a685-0252e97c7d1c
5d509103-8bd8-402c-9ec0-27932a6468c2,01,2024-08-27 10:09:53,01,2024-08-27 11:38:44,NULL,<p>TEsT</p>,NULL,NULL,_binary '0',_binary '0',CUSTOMIZED,PROJECT,4,NULL,b91189e3-47b3-44b1-a685-0252e97c7d1c
5de0e2da-a6fc-46c3-886b-24021bf06971,01,2023-08-23 09:10:56,01,2023-08-23 09:10:56,2023-08-23 09:24:48,<p><strong>Project Test MSA</strong></p>,MSA_1.pdf,IconicWorkerUserImages/f27d894a-4269-4997-bd9d-272225699caa,_binary '',_binary '',GLOBAL,PROJECT,1,05addf6d-680e-4dcc-8131-a9257b17624b,05addf6d-680e-4dcc-8131-a9257b17624b
5e3f0458-c84e-4fb1-a28f-718533904e48,01,2023-07-25 09:51:57,01,2024-08-27 11:38:44,NULL,<p>By client</p>,NULL,NULL,_binary '0',_binary '0',CUSTOMIZED,PROJECT,1,NULL,b91189e3-47b3-44b1-a685-0252e97c7d1c
5f8e36a2-603e-4d7e-bf0d-4e4f903361b2,01,2023-04-04 07:17:08,01,2023-04-04 07:17:08,NULL,<p>Job Test MSA 2</p>,NULL,NULL,_binary '0',_binary '',GLOBAL,PROJECT,2,NULL,e0405bc0-b09a-49f7-a7c4-f9f7b9a26bef
5fc89d3c-3971-4098-aae8-ef09d28cee67,01,2023-08-23 09:10:57,01,2023-08-23 09:10:57,2023-08-23 09:25:28,<p><strong>Jobs Test MSA</strong></p>,MSA_1.pdf,IconicWorkerUserImages/ba477cae-90d7-4cf1-8452-f5a630c05be5,_binary '',_binary '',GLOBAL,JOBS,1,05addf6d-680e-4dcc-8131-a9257b17624b,05addf6d-680e-4dcc-8131-a9257b17624b
5fe4d3d4-67ae-47ec-bd49-8bb651c0ea0e,01,2024-08-22 11:30:48,01,2024-08-27 11:38:44,2024-08-23 06:39:53,<p>By client</p>,MSA_2.pdf,IconicWorkerUserImages/e601b7b3-72a1-47b4-a1ef-668733fdcbac,_binary '',_binary '0',CUSTOMIZED,PROJECT,2,b91189e3-47b3-44b1-a685-0252e97c7d1c,b91189e3-47b3-44b1-a685-0252e97c7d1c
6006bc0d-ce44-45dd-86d8-cf66a301d760,01,2024-02-06 12:48:50,01,2024-02-06 12:48:50,NULL,<p><strong>Project Test MSA</strong></p>,NULL,NULL,_binary '0',_binary '',GLOBAL,PROJECT,1,NULL,9940546e-387a-45e1-86bd-c3d6c367c79c
60871357-ea1a-4873-b658-d9864a1df9ce,01,2024-02-06 08:48:02,01,2024-02-06 08:48:02,NULL,<p><strong>Project Test MSA</strong></p>,NULL,NULL,_binary '0',_binary '',GLOBAL,PROJECT,1,NULL,82505bfc-ea24-424a-b40e-68701653e6ae
61cbef0f-3bdd-4bda-83a3-bbb4a655f624,01,2022-01-27 14:12:47,01,2022-01-27 14:12:47,NULL,<p>Job Project MSA 2</p>,NULL,NULL,_binary '0',_binary '',GLOBAL,JOBS,2,NULL,c9106f23-b445-4a0a-aba9-791ba3cda9d9
6251f17e-77e8-4f0b-b9df-8b140215af9b,01,2024-02-26 09:40:33,01,2024-02-26 09:40:33,NULL,<p><strong>Project Test MSA</strong></p>,NULL,NULL,_binary '0',_binary '',GLOBAL,PROJECT,1,NULL,4c0092ed-7254-4369-a807-f9dbd6e11d24
6265930d-40fd-4ebd-be33-4eee77b74fc8,01,2021-06-25 13:43:23,01,2022-01-27 14:12:29,2021-06-30 08:36:39,<p><strong>Jobs Test MSA</strong></p>,MSA_1.pdf,IconicWorkerUserImages/95ef9c56-9409-4496-ba42-2efb5f3520f7,_binary '',_binary '0',GLOBAL,JOBS,1,c8367fc3-d459-4b83-b48b-37521e6d4795,c8367fc3-d459-4b83-b48b-37521e6d4795
653e7bed-fa0c-4392-a987-51d4cb638fab,01,2024-08-23 08:28:38,01,2024-08-23 08:28:38,2024-08-23 08:30:27,<p><strong>Project Test MSA</strong></p>,MSA_1.pdf,IconicWorkerUserImages/6f247018-42a3-4c21-a71b-d4a1bf0bcebe,_binary '',_binary '',GLOBAL,PROJECT,1,a7886ae9-6026-4d0d-a0be-dc1de0320cd8,a7886ae9-6026-4d0d-a0be-dc1de0320cd8
6552e56a-5af2-4df1-9f9e-6c8be8e56a25,01,2024-02-06 12:22:03,01,2024-02-06 12:22:03,NULL,<p><strong>Project Test MSA</strong></p>,NULL,NULL,_binary '0',_binary '',GLOBAL,PROJECT,1,NULL,c0ad3451-c05e-4d4a-8a4f-ccd289afee96
66069763-8f06-4a1f-9e20-b34dc9840a5b,01,2023-11-20 09:34:06,01,2023-11-20 09:34:06,2024-08-27 11:55:01,<p><strong>Project Test MSA</strong></p>,MSA_1.pdf,IconicWorkerUserImages/8f4a30f7-2c9f-4db8-9e93-0892dc2ced6f,_binary '',_binary '',GLOBAL,PROJECT,1,a217d6e6-ef73-4632-a981-2d35c32eadff,a217d6e6-ef73-4632-a981-2d35c32eadff
67c91688-8739-489a-9580-3f1b7062adf4,01,2024-02-06 01:07:01,01,2024-02-06 01:07:01,NULL,<p><strong>Jobs Test MSA</strong></p>,NULL,NULL,_binary '0',_binary '',GLOBAL,JOBS,1,NULL,0c0d18ea-f21f-4cee-a1d7-a52190a4a8dc
68b073b8-b404-4e0e-bb56-8201d77c1937,01,2022-01-27 14:10:54,01,2022-01-27 14:10:54,NULL,<p>Job Test MSA 2</p>,NULL,NULL,_binary '0',_binary '',GLOBAL,PROJECT,2,NULL,f54134ef-2556-425c-aa97-c1b6b618dc1a
6a00a0bf-2a9d-46ea-bc06-812eb0eeb90e,01,2022-01-27 14:10:50,01,2022-01-27 14:10:50,NULL,<p>Job Test MSA 2</p>,NULL,NULL,_binary '0',_binary '',GLOBAL,PROJECT,2,NULL,33adc4a3-74a5-4479-a29b-d380bfca2a3f
6a093cef-a1cf-403a-bafc-a3f774fe8720,01,2024-04-03 05:31:52,01,2024-04-03 05:31:52,NULL,<p><strong>Project Test MSA</strong></p>,NULL,NULL,_binary '0',_binary '',GLOBAL,PROJECT,1,NULL,7fdef030-00c5-4002-99ad-9868811e4ff5
