id,created_by,created_date,updated_by,updated_date,bid_due_date,completion_date,cost,is_negotiable,is_save_as_draft,last_saved_step,latitude,longitude,project_cancelled_date,project_completed_date,project_posted_date,region,start_date,state,status,title,type,assigned_to,company_id,industry_id,supervisor,user_id,attachment_link,project_number,is_single_jobsite
06c06320-4d83-470d-9fb9-d70e814e2c04,c8367fc3-d459-4b83-b48b-37521e6d4795,2023-02-06 11:00:03,c8367fc3-d459-4b83-b48b-37521e6d4795,2023-02-06 11:02:26,2023-02-06 18:30:00,2023-02-08 18:30:00,5,_binary '',_binary '0',0,34.5573549,-92.28634029999999,NULL,NULL,2023-02-06 11:02:26,Mid-West,2023-02-07 18:30:00,Arkansas,POSTED,DemoTester,OPEN_MARKET_REQUEST,NULL,22ab8d30-c91a-4129-813b-ab55f73bd56b,aa3d743f-9d22-4f3d-a47d-7ba562198f6d,NULL,c8367fc3-d459-4b83-b48b-37521e6d4795,,3726,0
06d0cc68-ff2e-403e-a44e-eeaee2391cdc,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-06-12 11:30:27,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-06-13 06:59:33,2024-06-12 18:30:00,2024-06-26 18:30:00,0,_binary '',_binary '0',0,0,0,NULL,NULL,2024-06-13 05:59:29,North-West,2024-06-16 18:30:00,Arizona,IN_PROGRESS,testcommunication,OPEN_MARKET_REQUEST,NULL,NULL,aa3d743f-9d22-4f3d-a47d-7ba562198f6d,NULL,c8367fc3-d459-4b83-b48b-37521e6d4795,,4031,0
076d4433-e10f-42dd-b959-c2b515508394,b91189e3-47b3-44b1-a685-0252e97c7d1c,2024-06-07 04:28:52,b91189e3-47b3-44b1-a685-0252e97c7d1c,2024-07-04 10:35:19,2024-06-12 18:30:00,2024-06-29 18:30:00,0,_binary '',_binary '0',0,0,0,NULL,NULL,2024-07-04 10:35:19,Mid-West,2024-06-26 18:30:00,Alaska,IN_PROGRESS,testhr_3,OPEN_MARKET_REQUEST,NULL,NULL,aa3d743f-9d22-4f3d-a47d-7ba562198f6d,NULL,b91189e3-47b3-44b1-a685-0252e97c7d1c,,1003,0
07a092c3-f3f8-4940-b91e-861d587688af,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-01-30 11:23:54,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-07-12 12:27:05,2024-07-19 18:30:00,2024-09-26 18:30:00,0,_binary '',_binary '0',0,0,0,NULL,NULL,2024-07-12 12:07:19,Mid-Atlantic,2024-09-20 18:30:00,Alabama,POSTED,PRP TEST MIX JOBSITE NRW_1,OPEN_MARKET_REQUEST,NULL,619867e5-7ce0-4139-95cc-a8af62240896,aa3d743f-9d22-4f3d-a47d-7ba562198f6d,NULL,c8367fc3-d459-4b83-b48b-37521e6d4795,,5610,0
07bc9602-8a8e-44bf-9fbd-32e660a74461,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-02-29 04:40:37,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-03-29 09:52:02,2024-02-29 18:30:00,2024-03-09 18:30:00,0,_binary '',_binary '0',0,0,0,NULL,NULL,2024-03-29 09:52:02,Mid-West,2024-03-01 18:30:00,Arizona,IN_PROGRESS,TEST TSHEET 2 _2,OPEN_MARKET_REQUEST,NULL,e7dfc22d-1a62-47fb-a167-d20be4faad53,5497877d-e632-46ae-8823-272f5073c085,NULL,c8367fc3-d459-4b83-b48b-37521e6d4795,,9889,0
07d8c1f5-a80c-45a1-b643-01a8e1e0eee0,b91189e3-47b3-44b1-a685-0252e97c7d1c,2024-04-19 09:01:27,b91189e3-47b3-44b1-a685-0252e97c7d1c,2024-07-08 12:21:58,2024-04-21 18:30:00,2024-04-29 18:30:00,195,_binary '',_binary '0',0,0,0,NULL,NULL,2024-07-08 12:21:58,North-West,2024-04-23 18:30:00,Maryland,POSTED,Solar plant_6,PRIVATE_REQUEST,NULL,NULL,aa3d743f-9d22-4f3d-a47d-7ba562198f6d,NULL,b91189e3-47b3-44b1-a685-0252e97c7d1c,https://www.lipsum.com/,9151,0
07fa30eb-57d5-4657-80e8-e4cd64827993,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-02-05 05:49:19,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-02-16 05:28:38,2024-02-05 18:30:00,2024-02-28 18:30:00,51,_binary '',_binary '0',0,0,0,NULL,2024-02-16 05:28:38,2024-02-09 10:41:48,North-West,2024-02-19 18:30:00,North Dakota,COMPLETED,Healthcare_1,OPEN_MARKET_REQUEST,c1e99329-85c4-457f-9e56-40760d57aff5,NULL,5497877d-e632-46ae-8823-272f5073c085,NULL,c8367fc3-d459-4b83-b48b-37521e6d4795,,8667,0
083fdeed-7244-4554-bedd-4492e6413cab,a69a9857-30f7-4676-b610-a09c3d5e3f40,2022-06-27 05:02:26,a69a9857-30f7-4676-b610-a09c3d5e3f40,2022-07-19 11:35:42,2022-06-27 18:30:00,2022-08-29 18:30:00,83000,_binary '',_binary '0',0,35.20105,-91.8318334,NULL,2022-07-19 11:35:42,2022-07-04 04:39:01,North-East,2022-07-03 18:30:00,Arkansas,COMPLETED,NarolaTestUan1_1,OPEN_MARKET_REQUEST,13c3dd8f-1a6e-4f15-b22d-2b5d3f243796,22ab8d30-c91a-4129-813b-ab55f73bd56b,5497877d-e632-46ae-8823-272f5073c085,NULL,a69a9857-30f7-4676-b610-a09c3d5e3f40,,3417,0
085d75e4-a1b3-452c-8790-398b0b09b705,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-02-05 05:49:19,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-02-15 05:08:01,2024-02-05 18:30:00,2024-02-28 18:30:00,0,_binary '',_binary '0',0,0,0,NULL,NULL,2024-02-15 05:08:01,North-West,2024-02-19 18:30:00,North Dakota,POSTED,HSZ hour base_1,OPEN_MARKET_REQUEST,NULL,NULL,5497877d-e632-46ae-8823-272f5073c085,NULL,c8367fc3-d459-4b83-b48b-37521e6d4795,,2458,0
0922b019-1577-4b1d-a1f6-401749569a1f,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-04-10 04:06:58,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-05-02 05:41:29,2024-04-16 18:30:00,2024-04-28 18:30:00,565,_binary '',_binary '0',0,0,0,NULL,NULL,2024-04-16 09:10:34,Mid-Atlantic,2024-04-23 18:30:00,Alaska,POSTED,HSZ Projectbid_1,OPEN_MARKET_REQUEST,NULL,NULL,5497877d-e632-46ae-8823-272f5073c085,NULL,c8367fc3-d459-4b83-b48b-37521e6d4795,,8966,0
0951a93d-954e-4167-82fa-6be94571faee,ba76ab82-500d-40c0-a6ab-130d35381de8,2022-02-10 14:07:58,ba76ab82-500d-40c0-a6ab-130d35381de8,2022-02-10 17:19:43,2022-03-14 18:30:00,2022-12-30 18:30:00,10000,_binary '',_binary '0',0,37.4315734,-78.6568942,NULL,NULL,2022-02-10 17:19:44,South-West,2022-03-31 18:30:00,Virginia,POSTED,Network Maintenance,OPEN_MARKET_REQUEST,NULL,e7dfc22d-1a62-47fb-a167-d20be4faad53,aa3d743f-9d22-4f3d-a47d-7ba562198f6d,NULL,ba76ab82-500d-40c0-a6ab-130d35381de8,NULL,1707,0
09531cee-0999-4bce-af00-33fecde29b31,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-03-18 06:22:28,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-03-18 09:41:42,2024-03-18 18:30:00,2024-07-19 18:30:00,789,_binary '',_binary '0',0,0,0,NULL,NULL,2024-03-18 06:24:12,Mid-West,2024-05-23 18:30:00,Alaska,IN_PROGRESS,payaltest,OPEN_MARKET_REQUEST,c1e99329-85c4-457f-9e56-40760d57aff5,619867e5-7ce0-4139-95cc-a8af62240896,5497877d-e632-46ae-8823-272f5073c085,NULL,c8367fc3-d459-4b83-b48b-37521e6d4795,,8408,0
09cb75c4-d510-4807-af91-7ef9374b4344,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-04-10 04:06:58,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-04-12 09:09:19,2024-04-16 18:30:00,2024-04-28 18:30:00,610,_binary '',_binary '0',0,0,0,NULL,NULL,2024-04-12 09:09:19,Mid-Atlantic,2024-04-23 18:30:00,Alaska,IN_PROGRESS,Projectbid_1,OPEN_MARKET_REQUEST,8e9967a6-5915-45d4-a25e-11b1876d18df,NULL,5497877d-e632-46ae-8823-272f5073c085,NULL,c8367fc3-d459-4b83-b48b-37521e6d4795,,7780,0
0a3d090e-30e4-4391-94ae-417d3ddfca43,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-06-18 09:23:26,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-07-01 11:39:14,2024-06-18 09:21:52,2024-06-22 18:30:00,777,_binary '',_binary '0',0,0,0,NULL,NULL,2024-07-01 11:39:14,North-West,2024-06-19 18:30:00,Arkansas,POSTED,Newproject_1 Test Nrw,OPEN_MARKET_REQUEST,NULL,NULL,aa3d743f-9d22-4f3d-a47d-7ba562198f6d,NULL,c8367fc3-d459-4b83-b48b-37521e6d4795,,2502,0
0a879cf7-54f9-4c00-b8b4-a271b9ac8932,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-02-19 09:57:29,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-02-19 10:13:38,2024-02-20 18:30:00,2024-02-24 18:30:00,0,_binary '0',_binary '',0,0,0,NULL,NULL,NULL,Mid-Atlantic,2024-02-22 18:30:00,Alaska,DRAFT,Project 1902,PRIVATE_REQUEST,NULL,212b6535-f1cf-4687-96fb-f14677ca6544,e600e938-609a-495d-abb8-c9344ba5b260,NULL,c8367fc3-d459-4b83-b48b-37521e6d4795,,7215,0
0b83176a-bfcc-48fa-8d7d-7d376dff91c7,c8367fc3-d459-4b83-b48b-37521e6d4795,2022-11-10 06:00:19,c8367fc3-d459-4b83-b48b-37521e6d4795,2023-05-31 12:41:47,2023-06-14 18:30:00,2023-12-30 18:30:00,5000,_binary '',_binary '0',0,0,0,NULL,NULL,2023-05-31 12:39:34,South-East,2023-06-30 18:30:00,California,POSTED,Turner Project_May31,OPEN_MARKET_REQUEST,NULL,5ec887ae-b8f4-4fae-9716-3affcbfe06c1,aa3d743f-9d22-4f3d-a47d-7ba562198f6d,NULL,c8367fc3-d459-4b83-b48b-37521e6d4795,,2365,0
0bf86c5a-74e5-490d-9209-62bfed3057fd,3f8eb79e-f046-4317-adee-7b916a3ee09e,2024-02-07 05:23:51,3f8eb79e-f046-4317-adee-7b916a3ee09e,2024-04-18 04:07:46,2024-02-07 18:30:00,2024-02-09 18:30:00,111,_binary '',_binary '0',0,0,0,NULL,2024-04-18 04:07:46,2024-02-19 05:31:55,Mid-West,2024-02-08 18:30:00,Alaska,COMPLETED,PRP TEST Sub Bidding,OPEN_MARKET_REQUEST,NULL,22ab8d30-c91a-4129-813b-ab55f73bd56b,5497877d-e632-46ae-8823-272f5073c085,NULL,3f8eb79e-f046-4317-adee-7b916a3ee09e,,2731,0
0c6c35ad-693c-4352-aeda-4616581e606c,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-07-03 09:17:50,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-07-03 09:36:36,2024-07-16 18:30:00,2024-07-29 18:30:00,1342,_binary '',_binary '0',0,0,0,NULL,NULL,2024-07-03 09:36:36,North-West,2024-07-21 18:30:00,Arizona,IN_PROGRESS,Metro_1,PRIVATE_REQUEST,NULL,NULL,5497877d-e632-46ae-8823-272f5073c085,NULL,c8367fc3-d459-4b83-b48b-37521e6d4795,,2585,0
0cba0c55-ff27-4b47-bfae-d648508eca09,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-07-18 09:05:03,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-07-30 12:46:49,2024-07-18 18:30:00,2024-07-29 18:30:00,777,_binary '',_binary '0',0,0,0,NULL,NULL,2024-07-30 12:46:49,Mid-West,2024-07-20 18:30:00,Arkansas,POSTED,hrProject3_1,OPEN_MARKET_REQUEST,NULL,NULL,5497877d-e632-46ae-8823-272f5073c085,NULL,c8367fc3-d459-4b83-b48b-37521e6d4795,,4440,0
0d42b62a-d2c1-44ab-806c-57280cd2d05a,c8367fc3-d459-4b83-b48b-37521e6d4795,2022-11-29 12:54:19,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-03-18 12:06:04,2022-11-29 18:30:00,2022-12-01 18:30:00,100,_binary '',_binary '0',0,64.2008413,-149.4936733,NULL,2024-03-18 12:06:04,2022-11-29 12:56:43,Mid-Atlantic,2022-11-30 18:30:00,Alaska,COMPLETED,NUN new project,OPEN_MARKET_REQUEST,NULL,22ab8d30-c91a-4129-813b-ab55f73bd56b,aa3d743f-9d22-4f3d-a47d-7ba562198f6d,NULL,c8367fc3-d459-4b83-b48b-37521e6d4795,,4557,0
0e529c8c-b044-4064-ab66-8b0efbcee789,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-02-20 06:17:52,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-02-21 10:08:05,2024-02-20 06:17:02,2024-02-28 18:30:00,777,_binary '0',_binary '0',0,0,0,NULL,NULL,2024-02-20 06:29:32,North-East,2024-02-26 18:30:00,Arkansas,POSTED,Cad Data_1,OPEN_MARKET_REQUEST,NULL,NULL,5497877d-e632-46ae-8823-272f5073c085,NULL,c8367fc3-d459-4b83-b48b-37521e6d4795,,5257,0
0e7982d4-79ee-4402-8245-0f50e6a96fe8,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-02-21 05:36:32,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-03-01 06:50:31,2024-02-23 18:30:00,2024-12-16 18:30:00,1317,_binary '',_binary '0',0,0,0,NULL,NULL,2024-03-01 06:50:31,South-East,2024-02-27 18:30:00,Florida,POSTED,Mindsquare_1_4,OPEN_MARKET_REQUEST,NULL,NULL,aa3d743f-9d22-4f3d-a47d-7ba562198f6d,NULL,c8367fc3-d459-4b83-b48b-37521e6d4795,,3908,0
0eb192bf-715c-43d9-bc38-22c2a5744c83,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-01-11 09:46:55,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-01-23 04:08:49,2024-01-13 18:30:00,2024-01-30 18:30:00,333,_binary '',_binary '0',0,0,0,NULL,NULL,2024-01-17 05:48:18,Mid-Atlantic,2024-01-14 18:30:00,Alaska,IN_PROGRESS,hsz test 2,OPEN_MARKET_REQUEST,NULL,5ec887ae-b8f4-4fae-9716-3affcbfe06c1,aa3d743f-9d22-4f3d-a47d-7ba562198f6d,NULL,c8367fc3-d459-4b83-b48b-37521e6d4795,,3351,0
0eb9d919-a062-43af-ae2b-107d02d3913c,c8367fc3-d459-4b83-b48b-37521e6d4795,2023-12-05 03:51:09,c8367fc3-d459-4b83-b48b-37521e6d4795,2023-12-05 03:54:25,2023-12-05 03:49:23,2023-12-07 18:30:00,0,_binary '',_binary '0',0,0,0,NULL,NULL,2023-12-05 03:54:25,Mid-Atlantic,2023-12-06 18:30:00,Alaska,POSTED,prp test project ,OPEN_MARKET_REQUEST,NULL,22ab8d30-c91a-4129-813b-ab55f73bd56b,5497877d-e632-46ae-8823-272f5073c085,NULL,c8367fc3-d459-4b83-b48b-37521e6d4795,,3603,0
0ee0d217-8bea-4cc9-a706-7db84a2cd1ae,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-07-03 09:17:50,c8367fc3-d459-4b83-b48b-37521e6d4795,2024-07-03 09:23:01,2024-07-16 18:30:00,2024-07-29 18:30:00,1342,_binary '',_binary '0',0,0,0,NULL,NULL,2024-07-03 09:23:01,North-West,2024-07-21 18:30:00,Arizona,IN_PROGRESS,Metro,PRIVATE_REQUEST,NULL,NULL,5497877d-e632-46ae-8823-272f5073c085,NULL,c8367fc3-d459-4b83-b48b-37521e6d4795,,6455,0
0ee57dc8-e0dc-4d76-8e42-8643ef8c1f2d,c8367fc3-d459-4b83-b48b-37521e6d4795,2023-04-21 10:21:37,c8367fc3-d459-4b83-b48b-37521e6d4795,2023-04-21 10:22:55,2023-04-21 18:30:00,2023-04-24 18:30:00,0,_binary '',_binary '0',0,0,0,NULL,NULL,2023-04-21 10:22:55,North-West,2023-04-22 18:30:00,Arkansas,POSTED,New Year project,OPEN_MARKET_REQUEST,NULL,22ab8d30-c91a-4129-813b-ab55f73bd56b,5497877d-e632-46ae-8823-272f5073c085,NULL,c8367fc3-d459-4b83-b48b-37521e6d4795,,1772,0
0f04afbf-637f-45d4-b420-f5a4378c8f82,b91189e3-47b3-44b1-a685-0252e97c7d1c,2024-08-21 05:01:58,b91189e3-47b3-44b1-a685-0252e97c7d1c,2024-08-27 13:03:56,2024-08-21 18:30:00,2024-08-27 18:30:00,2222222222,_binary '',_binary '0',0,0,0,NULL,NULL,2024-08-27 13:03:56,Mid-West,2024-08-24 18:30:00,Arizona,POSTED,23testingproject_2,PRIVATE_REQUEST,NULL,NULL,aa3d743f-9d22-4f3d-a47d-7ba562198f6d,NULL,b91189e3-47b3-44b1-a685-0252e97c7d1c,,4936,0
0f0a24ec-76b1-48d4-a923-e4ea84031c50,b91189e3-47b3-44b1-a685-0252e97c7d1c,2024-06-07 04:28:52,b91189e3-47b3-44b1-a685-0252e97c7d1c,2024-07-05 04:34:25,2024-06-12 18:30:00,2024-06-29 18:30:00,0,_binary '',_binary '0',0,0,0,NULL,NULL,2024-07-05 04:30:06,Mid-West,2024-06-26 18:30:00,Alaska,IN_PROGRESS,Testingo,OPEN_MARKET_REQUEST,NULL,NULL,aa3d743f-9d22-4f3d-a47d-7ba562198f6d,NULL,b91189e3-47b3-44b1-a685-0252e97c7d1c,,9620,0
